dest_port,metadata_comment,metadata_confidence,metatada_category,metadata_detection_type,metadata_link,metadata_reference
5222,XMPP client connections - also used by Google Chrome Remote Desktop,low,RMM,hunting,,https://github.com/mthcht/awesome-lists/tree/main/Lists
