dest_ip,metadata_comment
2a0b:7ec0:1320::/48,AS206728 IPv6
2a0b:7ec0:1321::/48,AS206728 IPv6
194.26.25.0/24,AS206728 IPv4
2a11:c102::/32,AS206728 IPv6
108.171.39.0/24,AS206728 IPv4
77.221.146.0/24,AS206728 IPv4
2a11:9880::/32,AS206728 IPv6
194.26.29.0/24,AS206728 IPv4
45.141.85.0/24,AS206728 IPv4
109.120.136.0/24,AS206728 IPv4
193.242.153.0/24,AS206728 IPv4
217.196.102.0/24,AS206728 IPv4
45.141.84.0/24,AS206728 IPv4
91.220.163.0/24,AS206728 IPv4
2a11:6502::/32,AS206728 IPv6
2a0b:7ec0::/29,AS206728 IPv6
108.171.33.0/24,AS206728 IPv4
92.119.194.0/23,AS206728 IPv4
45.141.87.0/24,AS206728 IPv4
2a11:2081::/32,AS206728 IPv6
108.171.35.0/24,AS206728 IPv4
194.26.69.0/24,AS206728 IPv4
45.141.86.0/24,AS206728 IPv4
45.141.198.0/23,AS206728 IPv4
2a0b:7ec0:7701::/48,AS206728 IPv6
