dest_ip,metadata_comment
107.172.127.0/24,AS36352 IPv4
107.172.213.0/24,AS36352 IPv4
38.152.190.0/24,AS36352 IPv4
107.172.197.0/24,AS36352 IPv4
107.178.141.0/24,AS36352 IPv4
23.94.244.0/24,AS36352 IPv4
104.223.20.0/24,AS36352 IPv4
23.94.116.0/24,AS36352 IPv4
216.144.235.0/24,AS36352 IPv4
107.174.47.0/24,AS36352 IPv4
103.120.204.0/24,AS36352 IPv4
107.174.166.0/24,AS36352 IPv4
192.227.166.0/24,AS36352 IPv4
107.174.140.0/24,AS36352 IPv4
38.152.142.0/24,AS36352 IPv4
65.99.193.0/24,AS36352 IPv4
107.175.28.0/24,AS36352 IPv4
107.173.184.0/24,AS36352 IPv4
198.46.198.0/24,AS36352 IPv4
172.245.51.0/24,AS36352 IPv4
107.172.128.0/21,AS36352 IPv4
198.46.210.0/24,AS36352 IPv4
107.173.158.0/24,AS36352 IPv4
66.63.176.0/24,AS36352 IPv4
107.173.136.0/24,AS36352 IPv4
192.3.149.0/24,AS36352 IPv4
107.175.133.0/24,AS36352 IPv4
23.95.0.0/24,AS36352 IPv4
107.173.33.0/24,AS36352 IPv4
107.175.87.0/24,AS36352 IPv4
198.12.77.0/24,AS36352 IPv4
198.23.215.0/24,AS36352 IPv4
192.3.220.0/24,AS36352 IPv4
192.3.124.0/24,AS36352 IPv4
172.245.80.0/23,AS36352 IPv4
107.172.4.0/24,AS36352 IPv4
216.45.49.0/24,AS36352 IPv4
172.245.37.0/24,AS36352 IPv4
96.8.112.0/23,AS36352 IPv4
198.23.144.0/23,AS36352 IPv4
107.173.204.0/24,AS36352 IPv4
192.161.172.0/24,AS36352 IPv4
23.94.146.0/23,AS36352 IPv4
107.172.189.0/24,AS36352 IPv4
23.95.255.0/24,AS36352 IPv4
74.122.26.0/23,AS36352 IPv4
192.3.166.0/24,AS36352 IPv4
104.168.105.0/24,AS36352 IPv4
107.172.148.0/24,AS36352 IPv4
69.12.82.0/24,AS36352 IPv4
107.172.234.0/24,AS36352 IPv4
192.3.221.0/24,AS36352 IPv4
206.217.134.0/23,AS36352 IPv4
104.168.12.0/23,AS36352 IPv4
204.152.195.0/24,AS36352 IPv4
104.223.57.0/24,AS36352 IPv4
172.245.62.0/24,AS36352 IPv4
173.254.213.0/24,AS36352 IPv4
198.46.192.0/23,AS36352 IPv4
198.46.181.0/24,AS36352 IPv4
96.44.128.0/21,AS36352 IPv4
107.173.102.0/24,AS36352 IPv4
66.248.199.0/24,AS36352 IPv4
38.152.160.0/24,AS36352 IPv4
209.54.99.0/24,AS36352 IPv4
162.218.120.0/24,AS36352 IPv4
107.173.197.0/24,AS36352 IPv4
192.3.244.0/24,AS36352 IPv4
38.170.213.0/24,AS36352 IPv4
23.95.219.0/24,AS36352 IPv4
107.174.200.0/24,AS36352 IPv4
192.3.19.0/24,AS36352 IPv4
23.94.28.0/22,AS36352 IPv4
104.168.30.0/24,AS36352 IPv4
173.254.227.0/24,AS36352 IPv4
23.94.2.0/23,AS36352 IPv4
107.172.145.0/24,AS36352 IPv4
