dest_ip,dest_nt_domain,dest_port
2a02:6ea0:c034:1::a30f,nl-ams-wg-201.relays.mullvad.net,51820
169.150.196.15,nl-ams-wg-202.relays.mullvad.net,51820
2a02:6ea0:c034:2::a31f,nl-ams-wg-202.relays.mullvad.net,51820
169.150.196.28,nl-ams-wg-203.relays.mullvad.net,51820
2a02:6ea0:c034:3::a32f,nl-ams-wg-203.relays.mullvad.net,51820
176.125.235.71,no-osl-wg-001.relays.mullvad.net,51820
2a02:20c8:4124::a01f,no-osl-wg-001.relays.mullvad.net,51820
176.125.235.72,no-osl-wg-002.relays.mullvad.net,51820
2a02:20c8:4124::a02f,no-osl-wg-002.relays.mullvad.net,51820
176.125.235.73,no-osl-wg-003.relays.mullvad.net,51820
2a02:20c8:4124::a03f,no-osl-wg-003.relays.mullvad.net,51820
176.125.235.74,no-osl-wg-004.relays.mullvad.net,51820
2a02:20c8:4124::a04f,no-osl-wg-004.relays.mullvad.net,51820
178.255.149.140,no-osl-wg-005.relays.mullvad.net,51820
2a02:20c8:4124::f401,no-osl-wg-005.relays.mullvad.net,51820
178.255.149.165,no-osl-wg-006.relays.mullvad.net,51820
2a02:20c8:4124::f501,no-osl-wg-006.relays.mullvad.net,51820
91.90.44.15,no-osl-wg-007.relays.mullvad.net,51820
2a02:20c8:4124::f701,no-osl-wg-007.relays.mullvad.net,51820
91.90.44.18,no-osl-wg-008.relays.mullvad.net,51820
2a02:20c8:4124::f801,no-osl-wg-008.relays.mullvad.net,51820
194.127.199.2,no-svg-wg-001.relays.mullvad.net,51820
2a02:20c8:4120::a01f,no-svg-wg-001.relays.mullvad.net,51820
194.127.199.31,no-svg-wg-002.relays.mullvad.net,51820
2a02:20c8:4120::a02f,no-svg-wg-002.relays.mullvad.net,51820
194.127.199.62,no-svg-wg-003.relays.mullvad.net,51820
2a02:20c8:4120::a03f,no-svg-wg-003.relays.mullvad.net,51820
194.127.199.93,no-svg-wg-004.relays.mullvad.net,51820
2a02:20c8:4120::a04f,no-svg-wg-004.relays.mullvad.net,51820
103.75.11.50,nz-akl-wg-301.relays.mullvad.net,51820
2404:f780:5:deb::f001,nz-akl-wg-301.relays.mullvad.net,51820
103.75.11.66,nz-akl-wg-302.relays.mullvad.net,51820
2404:f780:5:dec::c02f,nz-akl-wg-302.relays.mullvad.net,51820
95.173.223.130,pe-lim-wg-001.relays.mullvad.net,51820
2a02:6ea0:5500:1::f001,pe-lim-wg-001.relays.mullvad.net,51820
95.173.223.159,pe-lim-wg-002.relays.mullvad.net,51820
2a02:6ea0:5500:2::f001,pe-lim-wg-002.relays.mullvad.net,51820
129.227.118.162,ph-mnl-wg-001.relays.mullvad.net,51820
2602:ffe4:c06:11e::f001,ph-mnl-wg-001.relays.mullvad.net,51820
156.59.127.194,ph-mnl-wg-002.relays.mullvad.net,51820
2602:ffe4:c06:11e::f101,ph-mnl-wg-002.relays.mullvad.net,51820
45.134.212.66,pl-waw-wg-101.relays.mullvad.net,51820
2a02:6ea0:ce08:1::f001,pl-waw-wg-101.relays.mullvad.net,51820
45.134.212.79,pl-waw-wg-102.relays.mullvad.net,51820
2a02:6ea0:ce08:2::a06f,pl-waw-wg-102.relays.mullvad.net,51820
45.134.212.92,pl-waw-wg-103.relays.mullvad.net,51820
2a02:6ea0:ce08:3::a07f,pl-waw-wg-103.relays.mullvad.net,51820
45.128.38.226,pl-waw-wg-201.relays.mullvad.net,51820
2a0d:5600:13:67::a01f,pl-waw-wg-201.relays.mullvad.net,51820
146.70.144.34,pl-waw-wg-202.relays.mullvad.net,51820
2a0d:5600:13:c47::a02f,pl-waw-wg-202.relays.mullvad.net,51820
149.88.20.206,pt-lis-wg-201.relays.mullvad.net,51820
2a02:6ea0:fb01:1::f001,pt-lis-wg-201.relays.mullvad.net,51820
149.88.20.193,pt-lis-wg-202.relays.mullvad.net,51820
2a02:6ea0:fb01:2::f002,pt-lis-wg-202.relays.mullvad.net,51820
185.92.210.195,pt-lis-wg-301.relays.mullvad.net,51820
2a06:3040:0:1410::f001,pt-lis-wg-301.relays.mullvad.net,51820
185.92.210.225,pt-lis-wg-302.relays.mullvad.net,51820
2a06:3040:0:1410::f101,pt-lis-wg-302.relays.mullvad.net,51820
146.70.124.130,ro-buh-wg-001.relays.mullvad.net,51820
2a04:9dc0:0:133::a01f,ro-buh-wg-001.relays.mullvad.net,51820
146.70.124.194,ro-buh-wg-002.relays.mullvad.net,51820
2a04:9dc0:0:135::f001,ro-buh-wg-002.relays.mullvad.net,51820
146.70.193.2,rs-beg-wg-101.relays.mullvad.net,51820
2001:ac8:7d:37::a01f,rs-beg-wg-101.relays.mullvad.net,51820
146.70.193.66,rs-beg-wg-102.relays.mullvad.net,51820
2001:ac8:7d:38::a02f,rs-beg-wg-102.relays.mullvad.net,51820
185.213.154.66,se-got-wg-001.relays.mullvad.net,51820
2a03:1b20:5:f011:31::a03f,se-got-wg-001.relays.mullvad.net,51820
185.213.154.67,se-got-wg-002.relays.mullvad.net,51820
2a03:1b20:5:f011::a05f,se-got-wg-002.relays.mullvad.net,51820
185.213.154.68,se-got-wg-003.relays.mullvad.net,51820
2a03:1b20:5:f011::a09f,se-got-wg-003.relays.mullvad.net,51820
185.213.154.69,se-got-wg-004.relays.mullvad.net,51820
2a03:1b20:5:f011::a10f,se-got-wg-004.relays.mullvad.net,51820
185.209.199.2,se-got-wg-005.relays.mullvad.net,51820
2a03:1b20:5:f011:5::f001,se-got-wg-005.relays.mullvad.net,51820
185.209.199.7,se-got-wg-006.relays.mullvad.net,51820
2a03:1b20:5:f011:6::f001,se-got-wg-006.relays.mullvad.net,51820
185.209.199.12,se-got-wg-007.relays.mullvad.net,51820
2a03:1b20:5:f011:7::f001,se-got-wg-007.relays.mullvad.net,51820
185.209.199.17,se-got-wg-008.relays.mullvad.net,51820
2a03:1b20:5:f011:8::f001,se-got-wg-008.relays.mullvad.net,51820
185.213.154.70,se-got-wg-101.relays.mullvad.net,51820
2a03:1b20:5:f011::aaaf,se-got-wg-101.relays.mullvad.net,51820
193.138.218.220,se-mma-wg-001.relays.mullvad.net,51820
2a03:1b20:1:f410::a01f,se-mma-wg-001.relays.mullvad.net,51820
193.138.218.80,se-mma-wg-002.relays.mullvad.net,51820
2a03:1b20:1:f410::a15f,se-mma-wg-002.relays.mullvad.net,51820
193.138.218.83,se-mma-wg-003.relays.mullvad.net,51820
2a03:1b20:1:f410::a18f,se-mma-wg-003.relays.mullvad.net,51820
193.138.218.130,se-mma-wg-004.relays.mullvad.net,51820
2a03:1b20:1:f410:40::a04f,se-mma-wg-004.relays.mullvad.net,51820
193.138.218.82,se-mma-wg-005.relays.mullvad.net,51820
2a03:1b20:1:f410::a17f,se-mma-wg-005.relays.mullvad.net,51820
141.98.255.94,se-mma-wg-011.relays.mullvad.net,51820
2a03:1b20:1:f410::f101,se-mma-wg-011.relays.mullvad.net,51820
141.98.255.97,se-mma-wg-012.relays.mullvad.net,51820
2a03:1b20:1:f410::f201,se-mma-wg-012.relays.mullvad.net,51820
45.83.220.68,se-mma-wg-101.relays.mullvad.net,51820
2a03:1b20:1:e011::a21f,se-mma-wg-101.relays.mullvad.net,51820
45.83.220.69,se-mma-wg-102.relays.mullvad.net,51820
2a03:1b20:1:e011::a22f,se-mma-wg-102.relays.mullvad.net,51820
45.83.220.70,se-mma-wg-103.relays.mullvad.net,51820
2a03:1b20:1:e011::a23f,se-mma-wg-103.relays.mullvad.net,51820
45.129.59.19,se-mma-wg-111.relays.mullvad.net,51820
2a03:1b20:1:e011::f701,se-mma-wg-111.relays.mullvad.net,51820
45.129.59.129,se-mma-wg-112.relays.mullvad.net,51820
2a03:1b20:1:e011::f601,se-mma-wg-112.relays.mullvad.net,51820
185.195.233.76,se-sto-wg-001.relays.mullvad.net,51820
2a03:1b20:4:f011::999f,se-sto-wg-001.relays.mullvad.net,51820
185.65.135.67,se-sto-wg-002.relays.mullvad.net,51820
2a03:1b20:4:f011::a02f,se-sto-wg-002.relays.mullvad.net,51820
185.65.135.68,se-sto-wg-003.relays.mullvad.net,51820
2a03:1b20:4:f011::f201,se-sto-wg-003.relays.mullvad.net,51820
185.65.135.69,se-sto-wg-004.relays.mullvad.net,51820
2a03:1b20:4:f011::f301,se-sto-wg-004.relays.mullvad.net,51820
185.65.135.72,se-sto-wg-005.relays.mullvad.net,51820
2a03:1b20:4:f011::f401,se-sto-wg-005.relays.mullvad.net,51820
185.65.135.73,se-sto-wg-006.relays.mullvad.net,51820
2a03:1b20:4:f011::f501,se-sto-wg-006.relays.mullvad.net,51820
185.65.135.70,se-sto-wg-007.relays.mullvad.net,51820
2a03:1b20:4:f011::b07f,se-sto-wg-007.relays.mullvad.net,51820
185.65.135.71,se-sto-wg-008.relays.mullvad.net,51820
2a03:1b20:4:f011::f701,se-sto-wg-008.relays.mullvad.net,51820
185.195.233.69,se-sto-wg-009.relays.mullvad.net,51820
2a03:1b20:4:f011::a09f,se-sto-wg-009.relays.mullvad.net,51820
185.195.233.70,se-sto-wg-010.relays.mullvad.net,51820
2a03:1b20:4:f011::a10f,se-sto-wg-010.relays.mullvad.net,51820
185.195.233.71,se-sto-wg-011.relays.mullvad.net,51820
2a03:1b20:4:f011::a11f,se-sto-wg-011.relays.mullvad.net,51820
185.195.233.66,se-sto-wg-012.relays.mullvad.net,51820
2a03:1b20:4:f011::fb01,se-sto-wg-012.relays.mullvad.net,51820
185.195.233.67,se-sto-wg-013.relays.mullvad.net,51820
2a03:1b20:4:f011::fe01,se-sto-wg-013.relays.mullvad.net,51820
89.37.63.10,se-sto-wg-201.relays.mullvad.net,51820
2a02:6ea0:1508:1::f001,se-sto-wg-201.relays.mullvad.net,51820
89.37.63.66,se-sto-wg-202.relays.mullvad.net,51820
2a02:6ea0:1508:2::f001,se-sto-wg-202.relays.mullvad.net,51820
89.37.63.129,se-sto-wg-203.relays.mullvad.net,51820
2a02:6ea0:1508:3::f001,se-sto-wg-203.relays.mullvad.net,51820
89.37.63.190,se-sto-wg-204.relays.mullvad.net,51820
2a02:6ea0:1508:4::f001,se-sto-wg-204.relays.mullvad.net,51820
170.62.100.10,se-sto-wg-205.relays.mullvad.net,51820
2a02:6ea0:1508:5::f001,se-sto-wg-205.relays.mullvad.net,51820
170.62.100.66,se-sto-wg-206.relays.mullvad.net,51820
2a02:6ea0:1508:6::f001,se-sto-wg-206.relays.mullvad.net,51820
170.62.100.129,se-sto-wg-207.relays.mullvad.net,51820
2a02:6ea0:1508:7::f001,se-sto-wg-207.relays.mullvad.net,51820
170.62.100.170,se-sto-wg-208.relays.mullvad.net,51820
2a02:6ea0:1508:8::f001,se-sto-wg-208.relays.mullvad.net,51820
170.62.100.211,se-sto-wg-209.relays.mullvad.net,51820
2a02:6ea0:1508:9::f001,se-sto-wg-209.relays.mullvad.net,51820
138.199.60.2,sg-sin-wg-001.relays.mullvad.net,51820
2a02:6ea0:d13e:1::a09f,sg-sin-wg-001.relays.mullvad.net,51820
138.199.60.15,sg-sin-wg-002.relays.mullvad.net,51820
2a02:6ea0:d13e:2::a10f,sg-sin-wg-002.relays.mullvad.net,51820
138.199.60.28,sg-sin-wg-003.relays.mullvad.net,51820
2a02:6ea0:d13e:3::a11f,sg-sin-wg-003.relays.mullvad.net,51820
146.70.199.194,sg-sin-wg-101.relays.mullvad.net,51820
2a0d:5600:d:44::a01f,sg-sin-wg-101.relays.mullvad.net,51820
146.70.199.130,sg-sin-wg-102.relays.mullvad.net,51820
2a0d:5600:d:43::a02f,sg-sin-wg-102.relays.mullvad.net,51820
93.115.0.3,si-lju-wg-001.relays.mullvad.net,51820
2a06:3040:7:210::f001,si-lju-wg-001.relays.mullvad.net,51820
93.115.0.33,si-lju-wg-002.relays.mullvad.net,51820
2a06:3040:7:210::f101,si-lju-wg-002.relays.mullvad.net,51820
138.199.34.129,sk-bts-wg-001.relays.mullvad.net,51820
2a02:6ea0:2901:1::f001,sk-bts-wg-001.relays.mullvad.net,51820
138.199.34.143,sk-bts-wg-002.relays.mullvad.net,51820
2a02:6ea0:2901::a02f,sk-bts-wg-002.relays.mullvad.net,51820
156.59.50.194,th-bkk-wg-001.relays.mullvad.net,51820
2602:ffe4:c09:10a::f001,th-bkk-wg-001.relays.mullvad.net,51820
156.59.50.226,th-bkk-wg-002.relays.mullvad.net,51820
2602:ffe4:c09:109::f101,th-bkk-wg-002.relays.mullvad.net,51820
149.102.229.129,tr-ist-wg-001.relays.mullvad.net,51820
2a02:6ea0:e813::f001,tr-ist-wg-001.relays.mullvad.net,51820
149.102.229.158,tr-ist-wg-002.relays.mullvad.net,51820
2a02:6ea0:e813:1::f001,tr-ist-wg-002.relays.mullvad.net,51820
149.102.240.79,ua-iev-wg-001.relays.mullvad.net,51820
2a02:6ea0:e109:2::a01f,ua-iev-wg-001.relays.mullvad.net,51820
149.102.240.66,ua-iev-wg-002.relays.mullvad.net,51820
2a02:6ea0:e109:1::a02f,ua-iev-wg-002.relays.mullvad.net,51820
45.134.140.130,us-atl-wg-001.relays.mullvad.net,51820
2a02:6ea0:c122:1::b79f,us-atl-wg-001.relays.mullvad.net,51820
45.134.140.143,us-atl-wg-002.relays.mullvad.net,51820
2a02:6ea0:c122:2::b80f,us-atl-wg-002.relays.mullvad.net,51820
67.213.209.116,us-atl-wg-301.relays.mullvad.net,51820
2606:2e00:8000:4::f001,us-atl-wg-301.relays.mullvad.net,51820
67.213.209.117,us-atl-wg-302.relays.mullvad.net,51820
2606:2e00:8000:4::f101,us-atl-wg-302.relays.mullvad.net,51820
67.213.209.118,us-atl-wg-303.relays.mullvad.net,51820
2606:2e00:8000:4::f201,us-atl-wg-303.relays.mullvad.net,51820
67.213.209.119,us-atl-wg-304.relays.mullvad.net,51820
2606:2e00:8000:4::f301,us-atl-wg-304.relays.mullvad.net,51820
67.213.209.120,us-atl-wg-305.relays.mullvad.net,51820
2606:2e00:8000:4::f401,us-atl-wg-305.relays.mullvad.net,51820
67.213.209.121,us-atl-wg-306.relays.mullvad.net,51820
2606:2e00:8000:4::f501,us-atl-wg-306.relays.mullvad.net,51820
23.234.108.3,us-atl-wg-401.relays.mullvad.net,51820
2607:9000:c00:31::f001,us-atl-wg-401.relays.mullvad.net,51820
23.234.108.127,us-atl-wg-402.relays.mullvad.net,51820
2607:9000:c00:32::f001,us-atl-wg-402.relays.mullvad.net,51820
23.234.109.3,us-atl-wg-403.relays.mullvad.net,51820
2607:9000:c00:33::f001,us-atl-wg-403.relays.mullvad.net,51820
23.234.109.127,us-atl-wg-404.relays.mullvad.net,51820
2607:9000:c00:34::f001,us-atl-wg-404.relays.mullvad.net,51820
23.234.110.3,us-atl-wg-405.relays.mullvad.net,51820
2607:9000:c00:35::f001,us-atl-wg-405.relays.mullvad.net,51820
23.234.110.127,us-atl-wg-406.relays.mullvad.net,51820
2607:9000:c00:36::f001,us-atl-wg-406.relays.mullvad.net,51820
23.234.111.3,us-atl-wg-407.relays.mullvad.net,51820
2607:9000:c00:37::f001,us-atl-wg-407.relays.mullvad.net,51820
23.234.111.127,us-atl-wg-408.relays.mullvad.net,51820
2607:9000:c00:38::f001,us-atl-wg-408.relays.mullvad.net,51820
43.225.189.131,us-bos-wg-001.relays.mullvad.net,51820
2a06:3040:12:610::a01f,us-bos-wg-001.relays.mullvad.net,51820
43.225.189.162,us-bos-wg-002.relays.mullvad.net,51820
2a06:3040:12:610::a02f,us-bos-wg-002.relays.mullvad.net,51820
149.40.50.98,us-bos-wg-101.relays.mullvad.net,51820
2a02:6ea0:f901::a01f,us-bos-wg-101.relays.mullvad.net,51820
149.40.50.112,us-bos-wg-102.relays.mullvad.net,51820
2a02:6ea0:f901:1::a02f,us-bos-wg-102.relays.mullvad.net,51820
68.235.44.194,us-chi-wg-007.relays.mullvad.net,51820
2607:9000:0:84::f001,us-chi-wg-007.relays.mullvad.net,51820
87.249.134.1,us-chi-wg-201.relays.mullvad.net,51820
2a02:6ea0:c61f::b63f,us-chi-wg-201.relays.mullvad.net,51820
87.249.134.14,us-chi-wg-202.relays.mullvad.net,51820
2a02:6ea0:c61f:1::b64f,us-chi-wg-202.relays.mullvad.net,51820
87.249.134.27,us-chi-wg-203.relays.mullvad.net,51820
2a02:6ea0:c61f:2::f001,us-chi-wg-203.relays.mullvad.net,51820
68.235.46.2,us-chi-wg-301.relays.mullvad.net,51820
2607:9000:0:101::f001,us-chi-wg-301.relays.mullvad.net,51820
68.235.46.33,us-chi-wg-302.relays.mullvad.net,51820
2607:9000:0:102::f001,us-chi-wg-302.relays.mullvad.net,51820
68.235.46.64,us-chi-wg-303.relays.mullvad.net,51820
2607:9000:0:103::f001,us-chi-wg-303.relays.mullvad.net,51820
68.235.46.95,us-chi-wg-304.relays.mullvad.net,51820
2607:9000:0:104::f001,us-chi-wg-304.relays.mullvad.net,51820
68.235.46.126,us-chi-wg-305.relays.mullvad.net,51820
2607:9000:0:105::f001,us-chi-wg-305.relays.mullvad.net,51820
68.235.46.157,us-chi-wg-306.relays.mullvad.net,51820
2607:9000:0:106::f001,us-chi-wg-306.relays.mullvad.net,51820
68.235.46.188,us-chi-wg-307.relays.mullvad.net,51820
2607:9000:0:107::f001,us-chi-wg-307.relays.mullvad.net,51820
68.235.46.209,us-chi-wg-308.relays.mullvad.net,51820
2607:9000:0:108::f001,us-chi-wg-308.relays.mullvad.net,51820
146.70.211.66,us-dal-wg-001.relays.mullvad.net,51820
2001:ac8:9a:76::1f,us-dal-wg-001.relays.mullvad.net,51820
146.70.211.2,us-dal-wg-002.relays.mullvad.net,51820
2001:ac8:9a:75::2f,us-dal-wg-002.relays.mullvad.net,51820
146.70.211.130,us-dal-wg-003.relays.mullvad.net,51820
2001:ac8:9a:78::3f,us-dal-wg-003.relays.mullvad.net,51820
37.19.200.156,us-dal-wg-401.relays.mullvad.net,51820
2a02:6ea0:d20c:3::b72f,us-dal-wg-401.relays.mullvad.net,51820
37.19.200.143,us-dal-wg-402.relays.mullvad.net,51820
2a02:6ea0:d20c:2::b71f,us-dal-wg-402.relays.mullvad.net,51820
37.19.200.130,us-dal-wg-403.relays.mullvad.net,51820
2a02:6ea0:d20c:1::f001,us-dal-wg-403.relays.mullvad.net,51820
206.217.206.47,us-dal-wg-502.relays.mullvad.net,51820
2606:2e00:8007:a:ae1f:6bff:fef5:7b21,us-dal-wg-502.relays.mullvad.net,51820
206.217.206.67,us-dal-wg-503.relays.mullvad.net,51820
2606:2e00:8007:a:ae1f:6bff:fef5:7beb,us-dal-wg-503.relays.mullvad.net,51820
206.217.206.87,us-dal-wg-504.relays.mullvad.net,51820
2606:2e00:8007:a:ae1f:6bff:fef5:7b1b,us-dal-wg-504.relays.mullvad.net,51820
206.217.206.107,us-dal-wg-505.relays.mullvad.net,51820
2606:2e00:8007:a:ae1f:6bff:fef5:7983,us-dal-wg-505.relays.mullvad.net,51820
206.217.206.4,us-dal-wg-506.relays.mullvad.net,51820
2606:2e00:8007:a:ae1f:6bff:fef5:7b8d,us-dal-wg-506.relays.mullvad.net,51820
206.217.206.16,us-dal-wg-507.relays.mullvad.net,51820
2606:2e00:8007:a:ae1f:6bff:fef5:7b27,us-dal-wg-507.relays.mullvad.net,51820
103.102.246.3,us-dal-wg-601.relays.mullvad.net,51820
2a01:4740:2::f001,us-dal-wg-601.relays.mullvad.net,51820
103.102.246.127,us-dal-wg-602.relays.mullvad.net,51820
2a01:4740:2::f101,us-dal-wg-602.relays.mullvad.net,51820
103.102.247.3,us-dal-wg-603.relays.mullvad.net,51820
2a01:4740:2::f201,us-dal-wg-603.relays.mullvad.net,51820
103.102.247.127,us-dal-wg-604.relays.mullvad.net,51820
2a01:4740:2::f301,us-dal-wg-604.relays.mullvad.net,51820
37.19.210.1,us-den-wg-101.relays.mullvad.net,51820
2a02:6ea0:d70a::b57f,us-den-wg-101.relays.mullvad.net,51820
37.19.210.14,us-den-wg-102.relays.mullvad.net,51820
2a02:6ea0:d70a:1::b58f,us-den-wg-102.relays.mullvad.net,51820
37.19.210.27,us-den-wg-103.relays.mullvad.net,51820
2a02:6ea0:d70a:2::b59f,us-den-wg-103.relays.mullvad.net,51820
23.234.68.2,us-den-wg-201.relays.mullvad.net,51820
2607:9000:2000:41::f001,us-den-wg-201.relays.mullvad.net,51820
23.234.68.127,us-den-wg-202.relays.mullvad.net,51820
2607:9000:2000:42::f001,us-den-wg-202.relays.mullvad.net,51820
23.234.69.2,us-den-wg-203.relays.mullvad.net,51820
2607:9000:2000:43::f001,us-den-wg-203.relays.mullvad.net,51820
23.234.69.127,us-den-wg-204.relays.mullvad.net,51820
2607:9000:2000:44::f001,us-den-wg-204.relays.mullvad.net,51820
23.234.70.2,us-den-wg-205.relays.mullvad.net,51820
2607:9000:2000:45::f001,us-den-wg-205.relays.mullvad.net,51820
23.234.70.127,us-den-wg-206.relays.mullvad.net,51820
2607:9000:2000:46::f001,us-den-wg-206.relays.mullvad.net,51820
23.234.71.2,us-den-wg-207.relays.mullvad.net,51820
2607:9000:2000:47::f001,us-den-wg-207.relays.mullvad.net,51820
23.234.71.127,us-den-wg-208.relays.mullvad.net,51820
2607:9000:2000:48::f001,us-den-wg-208.relays.mullvad.net,51820
185.141.119.131,us-det-wg-001.relays.mullvad.net,51820
2a06:3040:11:610::f001,us-det-wg-001.relays.mullvad.net,51820
185.141.119.161,us-det-wg-002.relays.mullvad.net,51820
2a06:3040:11:610::f101,us-det-wg-002.relays.mullvad.net,51820
37.19.221.130,us-hou-wg-001.relays.mullvad.net,51820
2a02:6ea0:e001::f001,us-hou-wg-001.relays.mullvad.net,51820
37.19.221.143,us-hou-wg-002.relays.mullvad.net,51820
2a02:6ea0:e001:1::f001,us-hou-wg-002.relays.mullvad.net,51820
37.19.221.156,us-hou-wg-003.relays.mullvad.net,51820
2a02:6ea0:e001:2::b55f,us-hou-wg-003.relays.mullvad.net,51820
37.19.221.169,us-hou-wg-004.relays.mullvad.net,51820
2a02:6ea0:e001:3::b56f,us-hou-wg-004.relays.mullvad.net,51820
198.44.129.98,us-lax-wg-101.relays.mullvad.net,51820
2607:9000:3000:15::a49f,us-lax-wg-101.relays.mullvad.net,51820
198.44.129.66,us-lax-wg-102.relays.mullvad.net,51820
2607:9000:3000:14::a50f,us-lax-wg-102.relays.mullvad.net,51820
198.44.129.34,us-lax-wg-103.relays.mullvad.net,51820
2607:9000:3000:13::a51f,us-lax-wg-103.relays.mullvad.net,51820
169.150.203.2,us-lax-wg-201.relays.mullvad.net,51820
2a02:6ea0:c859:1::a01f,us-lax-wg-201.relays.mullvad.net,51820
169.150.203.15,us-lax-wg-202.relays.mullvad.net,51820
2a02:6ea0:c859:2::a02f,us-lax-wg-202.relays.mullvad.net,51820
169.150.203.28,us-lax-wg-203.relays.mullvad.net,51820
2a02:6ea0:c859:3::a03f,us-lax-wg-203.relays.mullvad.net,51820
146.70.173.66,us-lax-wg-402.relays.mullvad.net,51820
2a0d:5600:8:6::d2f,us-lax-wg-402.relays.mullvad.net,51820
146.70.173.130,us-lax-wg-403.relays.mullvad.net,51820
2a0d:5600:8:d::d3f,us-lax-wg-403.relays.mullvad.net,51820
146.70.173.194,us-lax-wg-404.relays.mullvad.net,51820
2a0d:5600:8:2f::f001,us-lax-wg-404.relays.mullvad.net,51820
146.70.172.2,us-lax-wg-405.relays.mullvad.net,51820
2a0d:5600:8:37::f001,us-lax-wg-405.relays.mullvad.net,51820
146.70.174.2,us-lax-wg-406.relays.mullvad.net,51820
2a0d:5600:8:3b::f001,us-lax-wg-406.relays.mullvad.net,51820
146.70.172.66,us-lax-wg-407.relays.mullvad.net,51820
2a0d:5600:8:38::f001,us-lax-wg-407.relays.mullvad.net,51820
146.70.172.130,us-lax-wg-408.relays.mullvad.net,51820
2a0d:5600:8:39::f001,us-lax-wg-408.relays.mullvad.net,51820
146.70.172.194,us-lax-wg-409.relays.mullvad.net,51820
2a0d:5600:8:3a::f001,us-lax-wg-409.relays.mullvad.net,51820
23.162.40.3,us-lax-wg-601.relays.mullvad.net,51820
2602:fa19::f001,us-lax-wg-601.relays.mullvad.net,51820
23.162.40.127,us-lax-wg-602.relays.mullvad.net,51820
2602:fa19::f101,us-lax-wg-602.relays.mullvad.net,51820
23.159.216.3,us-lax-wg-603.relays.mullvad.net,51820
2602:fa47::f001,us-lax-wg-603.relays.mullvad.net,51820
23.159.216.127,us-lax-wg-604.relays.mullvad.net,51820
2602:fa47::f101,us-lax-wg-604.relays.mullvad.net,51820
23.160.24.3,us-lax-wg-605.relays.mullvad.net,51820
2602:fa45::f001,us-lax-wg-605.relays.mullvad.net,51820
23.160.24.127,us-lax-wg-606.relays.mullvad.net,51820
2602:fa45::f101,us-lax-wg-606.relays.mullvad.net,51820
23.168.216.3,us-lax-wg-607.relays.mullvad.net,51820
2602:f99d::f001,us-lax-wg-607.relays.mullvad.net,51820
23.168.216.127,us-lax-wg-608.relays.mullvad.net,51820
2602:f99d::f101,us-lax-wg-608.relays.mullvad.net,51820
103.251.26.3,us-lax-wg-701.relays.mullvad.net,51820
2a01:4740:3::f001,us-lax-wg-701.relays.mullvad.net,51820
103.251.26.127,us-lax-wg-702.relays.mullvad.net,51820
2a01:4740:3::f101,us-lax-wg-702.relays.mullvad.net,51820
103.251.27.3,us-lax-wg-703.relays.mullvad.net,51820
2a01:4740:3::f201,us-lax-wg-703.relays.mullvad.net,51820
103.251.27.127,us-lax-wg-704.relays.mullvad.net,51820
2a01:4740:3::f301,us-lax-wg-704.relays.mullvad.net,51820
45.134.142.219,us-mia-wg-001.relays.mullvad.net,51820
2a02:6ea0:cc1f:2::b62f,us-mia-wg-001.relays.mullvad.net,51820
45.134.142.206,us-mia-wg-002.relays.mullvad.net,51820
2a02:6ea0:cc1f:1::b61f,us-mia-wg-002.relays.mullvad.net,51820
45.134.142.193,us-mia-wg-003.relays.mullvad.net,51820
2a02:6ea0:cc1f::f001,us-mia-wg-003.relays.mullvad.net,51820
146.70.187.2,us-mia-wg-101.relays.mullvad.net,51820
2a0d:5600:6:104::a01f,us-mia-wg-101.relays.mullvad.net,51820
146.70.187.66,us-mia-wg-102.relays.mullvad.net,51820
2a0d:5600:6:105::f001,us-mia-wg-102.relays.mullvad.net,51820
146.70.187.130,us-mia-wg-103.relays.mullvad.net,51820
2a0d:5600:6:106::f001,us-mia-wg-103.relays.mullvad.net,51820
23.234.116.3,us-mkc-wg-001.relays.mullvad.net,51820
2607:9000:e00:2::f001,us-mkc-wg-001.relays.mullvad.net,51820
23.234.116.127,us-mkc-wg-002.relays.mullvad.net,51820
2607:9000:e00:3::f001,us-mkc-wg-002.relays.mullvad.net,51820
23.234.117.3,us-mkc-wg-003.relays.mullvad.net,51820
2607:9000:e00:4::f001,us-mkc-wg-003.relays.mullvad.net,51820
23.234.117.127,us-mkc-wg-004.relays.mullvad.net,51820
2607:9000:e00:5::f001,us-mkc-wg-004.relays.mullvad.net,51820
23.234.118.3,us-mkc-wg-005.relays.mullvad.net,51820
2607:9000:e00:6::f001,us-mkc-wg-005.relays.mullvad.net,51820
23.234.118.127,us-mkc-wg-006.relays.mullvad.net,51820
2607:9000:e00:7::f001,us-mkc-wg-006.relays.mullvad.net,51820
23.234.119.3,us-mkc-wg-007.relays.mullvad.net,51820
2607:9000:e00:8::f001,us-mkc-wg-007.relays.mullvad.net,51820
23.234.119.127,us-mkc-wg-008.relays.mullvad.net,51820
2607:9000:e00:9::f001,us-mkc-wg-008.relays.mullvad.net,51820
155.2.191.3,us-mkc-wg-101.relays.mullvad.net,51820
2602:fed2:7e0a::f001,us-mkc-wg-101.relays.mullvad.net,51820
155.2.191.53,us-mkc-wg-102.relays.mullvad.net,51820
2602:fed2:7e0a::f101,us-mkc-wg-102.relays.mullvad.net,51820
