dest_ip,metadata_comment
190.120.229.0/24,AS263812 IPv4
92.71.12.0/24,AS263812 IPv4
190.103.179.0/24,AS263812 IPv4
166.0.139.0/24,AS263812 IPv4
23.26.137.0/24,AS263812 IPv4
93.152.46.0/23,AS263812 IPv4
170.80.110.0/24,AS263812 IPv4
38.123.193.0/24,AS263812 IPv4
38.165.235.0/24,AS263812 IPv4
93.152.62.0/23,AS263812 IPv4
92.71.6.0/24,AS263812 IPv4
93.152.102.0/23,AS263812 IPv4
170.80.109.0/24,AS263812 IPv4
93.152.38.0/23,AS263812 IPv4
2800:ba0:99::/48,AS263812 IPv6
2800:ba0:26::/48,AS263812 IPv6
50.114.84.0/24,AS263812 IPv4
2800:ba0:18::/48,AS263812 IPv6
190.120.230.0/24,AS263812 IPv4
38.165.240.0/24,AS263812 IPv4
108.165.63.0/24,AS263812 IPv4
2800:ba0:8::/48,AS263812 IPv6
93.152.30.0/23,AS263812 IPv4
2800:ba0:30::/48,AS263812 IPv6
108.165.226.0/24,AS263812 IPv4
38.165.233.0/24,AS263812 IPv4
2800:ba0:32::/48,AS263812 IPv6
2800:ba0:38::/48,AS263812 IPv6
38.165.230.0/24,AS263812 IPv4
2800:ba0:6a::/48,AS263812 IPv6
2800:ba0:2::/48,AS263812 IPv6
2800:ba0:ba16::/48,AS263812 IPv6
190.120.231.0/24,AS263812 IPv4
2800:ba0:18a::/48,AS263812 IPv6
93.152.52.0/23,AS263812 IPv4
108.165.197.0/24,AS263812 IPv4
2800:ba0::/48,AS263812 IPv6
2800:ba0:2e::/48,AS263812 IPv6
38.165.236.0/24,AS263812 IPv4
108.165.205.0/24,AS263812 IPv4
23.26.114.0/24,AS263812 IPv4
38.165.234.0/24,AS263812 IPv4
38.165.238.0/24,AS263812 IPv4
170.80.108.0/24,AS263812 IPv4
196.16.72.0/23,AS263812 IPv4
109.174.220.0/22,AS263812 IPv4
108.165.218.0/24,AS263812 IPv4
38.165.228.0/24,AS263812 IPv4
93.152.98.0/23,AS263812 IPv4
50.114.104.0/23,AS263812 IPv4
2800:ba0:22::/48,AS263812 IPv6
2800:ba0:36::/48,AS263812 IPv6
190.103.176.0/24,AS263812 IPv4
93.152.124.0/23,AS263812 IPv4
92.71.23.0/24,AS263812 IPv4
2800:ba0:16::/48,AS263812 IPv6
2800:ba0:20::/48,AS263812 IPv6
190.103.178.0/24,AS263812 IPv4
108.165.136.0/24,AS263812 IPv4
2800:ba0:10::/48,AS263812 IPv6
50.114.242.0/24,AS263812 IPv4
38.165.237.0/24,AS263812 IPv4
138.186.142.0/24,AS263812 IPv4
108.165.101.0/24,AS263812 IPv4
190.103.177.0/24,AS263812 IPv4
92.71.18.0/24,AS263812 IPv4
93.152.80.0/23,AS263812 IPv4
138.186.143.0/24,AS263812 IPv4
23.26.148.0/24,AS263812 IPv4
38.165.231.0/24,AS263812 IPv4
93.152.56.0/23,AS263812 IPv4
138.186.141.0/24,AS263812 IPv4
108.165.251.0/24,AS263812 IPv4
38.165.232.0/24,AS263812 IPv4
93.152.94.0/23,AS263812 IPv4
2800:ba0:24::/48,AS263812 IPv6
200.23.128.0/24,AS263812 IPv4
108.165.53.0/24,AS263812 IPv4
92.71.61.0/24,AS263812 IPv4
93.152.84.0/23,AS263812 IPv4
166.0.102.0/24,AS263812 IPv4
23.26.239.0/24,AS263812 IPv4
50.114.107.0/24,AS263812 IPv4
196.19.214.0/23,AS263812 IPv4
45.228.67.0/24,AS263812 IPv4
2800:ba0:14::/48,AS263812 IPv6
23.26.154.0/24,AS263812 IPv4
138.186.140.0/24,AS263812 IPv4
38.165.229.0/24,AS263812 IPv4
170.80.111.0/24,AS263812 IPv4
92.71.9.0/24,AS263812 IPv4
93.152.76.0/23,AS263812 IPv4
2800:ba0:6::/48,AS263812 IPv6
2800:ba0:34::/48,AS263812 IPv6
109.174.236.0/22,AS263812 IPv4
2800:ba0:28::/48,AS263812 IPv6
108.165.240.0/24,AS263812 IPv4
166.0.108.0/23,AS263812 IPv4
