dest_ip,metadata_comment
2a12:bec4:1a80:2d::/64,AS213702 IPv6
2a12:bec4:1a80:63::/64,AS213702 IPv6
2a12:bec4:1a80:12::/64,AS213702 IPv6
2a12:bec4:1a80:b3::/64,AS213702 IPv6
2a12:bec4:1a80:1f8::/64,AS213702 IPv6
2a12:bec4:1a80:1a4::/64,AS213702 IPv6
2a12:bec4:1a80:26::/64,AS213702 IPv6
2a12:bec4:1a80:1c3::/64,AS213702 IPv6
2a12:bec4:1a80:b1::/64,AS213702 IPv6
2a12:bec4:1a80:f8::/64,AS213702 IPv6
2a12:bec4:1a80:1f1::/64,AS213702 IPv6
2a12:bec4:1a80:8::/64,AS213702 IPv6
2a12:bec4:1a80:41::/64,AS213702 IPv6
2a12:bec4:1a80:21a::/64,AS213702 IPv6
2a12:bec4:1a80:12b::/64,AS213702 IPv6
2a12:bec4:1a80:120::/64,AS213702 IPv6
2a12:bec4:1a80:10::/64,AS213702 IPv6
2a12:bec4:1a80:1e3::/64,AS213702 IPv6
2a12:bec4:1a80:185::/64,AS213702 IPv6
2a12:bec4:1a80:33::/64,AS213702 IPv6
2a12:bec4:1a80:16c::/64,AS213702 IPv6
2a12:bec4:1a80:eb::/64,AS213702 IPv6
2a12:bec4:1a80:19d::/64,AS213702 IPv6
2a12:bec4:1a80:b6::/64,AS213702 IPv6
2a12:bec4:1a80:122::/64,AS213702 IPv6
2a12:bec4:1a80:16b::/64,AS213702 IPv6
2a12:bec4:1a80:1c2::/64,AS213702 IPv6
2a12:bec4:1a80:16::/64,AS213702 IPv6
150.241.93.0/24,AS213702 IPv4
2a12:bec4:1a80:7::/64,AS213702 IPv6
2a12:bec4:1a80:2a::/64,AS213702 IPv6
2a12:bec4:1a80:1b::/64,AS213702 IPv6
78.40.209.0/24,AS213702 IPv4
2a12:bec4:1a80:6a::/64,AS213702 IPv6
2a12:bec4:1a80:22b::/64,AS213702 IPv6
2a12:bec4:1a80:102::/64,AS213702 IPv6
2a12:bec4:1a80:d5::/64,AS213702 IPv6
2a12:bec4:1a80:d7::/64,AS213702 IPv6
2a12:bec4:1a80:224::/64,AS213702 IPv6
2a12:bec4:1a80:9d::/64,AS213702 IPv6
2a12:bec4:1a80:152::/64,AS213702 IPv6
2a12:bec4:1a80:1dc::/64,AS213702 IPv6
2a12:bec4:1a80:d3::/64,AS213702 IPv6
2a12:bec4:1a80:10f::/64,AS213702 IPv6
2a12:bec4:1a80:119::/64,AS213702 IPv6
2a12:bec4:1a80:2e::/64,AS213702 IPv6
2a12:bec4:1a80:37::/64,AS213702 IPv6
2a12:bec4:1a80:95::/64,AS213702 IPv6
2a12:bec4:1a80:56::/64,AS213702 IPv6
2a12:bec4:1a80:14f::/64,AS213702 IPv6
2a12:bec4:1a80:1a7::/64,AS213702 IPv6
95.164.55.0/24,AS213702 IPv4
2a12:bec4:1a80:b0::/64,AS213702 IPv6
2a12:bec4:1a80:9a::/64,AS213702 IPv6
2a12:bec4:1a80:115::/64,AS213702 IPv6
2a12:bec4:1a80:8f::/64,AS213702 IPv6
2a12:bec4:1a80:12f::/64,AS213702 IPv6
2a12:bec4:1a80:169::/64,AS213702 IPv6
2a12:bec4:1a80:43::/64,AS213702 IPv6
2a12:bec4:1a80:1cd::/64,AS213702 IPv6
2a12:bec4:1a80:105::/64,AS213702 IPv6
2a12:bec4:1a80:38::/64,AS213702 IPv6
2a12:bec4:1a80:a0::/64,AS213702 IPv6
2a12:bec4:1a80:bb::/64,AS213702 IPv6
2a12:bec4:1a80:1da::/64,AS213702 IPv6
2a12:bec4:1a80:f9::/64,AS213702 IPv6
2a12:bec4:1a80:233::/64,AS213702 IPv6
2a12:bec4:1a80:168::/64,AS213702 IPv6
2a12:bec4:1a80:216::/64,AS213702 IPv6
2a12:bec4:1a80:81::/64,AS213702 IPv6
2a12:bec4:1a80:211::/64,AS213702 IPv6
2a12:bec4:1a80:48::/64,AS213702 IPv6
2a12:bec4:1a80:1f7::/64,AS213702 IPv6
2a12:bec4:1a80:31::/64,AS213702 IPv6
2a12:bec4:1a80:1d2::/64,AS213702 IPv6
2a12:bec4:1a80:227::/64,AS213702 IPv6
2a12:bec4:1a80:ba::/64,AS213702 IPv6
2a12:bec4:1a80:15f::/64,AS213702 IPv6
2a12:bec4:1a80:2::/64,AS213702 IPv6
2a12:bec4:1a80:dd::/64,AS213702 IPv6
2a12:bec4:1a80:205::/64,AS213702 IPv6
2a12:bec4:1a80:77::/64,AS213702 IPv6
2a12:bec4:1a80:15a::/64,AS213702 IPv6
2a12:bec4:1a80:17a::/64,AS213702 IPv6
2a12:bec4:1a80:114::/64,AS213702 IPv6
2a12:bec4:1a80:af::/64,AS213702 IPv6
2a12:bec4:1a80:1e5::/64,AS213702 IPv6
2a12:bec4:1a80:df::/64,AS213702 IPv6
2a12:bec4:1a80:199::/64,AS213702 IPv6
2a12:bec4:1a80:67::/64,AS213702 IPv6
2a12:bec4:1a80:223::/64,AS213702 IPv6
2a12:bec4:1a80:16a::/64,AS213702 IPv6
2a12:bec4:1a80:1d3::/64,AS213702 IPv6
2a12:bec4:1a80:111::/64,AS213702 IPv6
2a12:bec4:1a80:f7::/64,AS213702 IPv6
2a12:bec4:1a80:11a::/64,AS213702 IPv6
2a12:bec4:1a80:1c1::/64,AS213702 IPv6
2a12:bec4:1a80:1e0::/64,AS213702 IPv6
2a12:bec4:1a80:128::/64,AS213702 IPv6
2a12:bec4:1a80:6f::/64,AS213702 IPv6
2a12:bec4:1a80:1c::/64,AS213702 IPv6
2a12:bec4:1a80:174::/64,AS213702 IPv6
2a12:bec4:1a80:1a0::/64,AS213702 IPv6
2a12:bec4:1a80:230::/64,AS213702 IPv6
2a12:bec4:1a80:68::/64,AS213702 IPv6
2a12:bec4:1a80:19f::/64,AS213702 IPv6
2a12:bec4:1a80:57::/64,AS213702 IPv6
2a12:bec4:1c90::/44,AS213702 IPv6
2a12:bec4:1a80:44::/64,AS213702 IPv6
2a12:bec4:1a80:23b::/64,AS213702 IPv6
2a12:bec4:1a80:155::/64,AS213702 IPv6
2a12:bec4:1a80:34::/64,AS213702 IPv6
2a12:bec4:1a80:1f3::/64,AS213702 IPv6
2a12:bec4:1a80:1e2::/64,AS213702 IPv6
2a12:bec4:1a80:182::/64,AS213702 IPv6
95.164.53.0/24,AS213702 IPv4
2a12:bec4:1a80:a3::/64,AS213702 IPv6
2a12:bec4:1a80:e1::/64,AS213702 IPv6
2a12:bec4:1a80:5f::/64,AS213702 IPv6
2a12:bec4:1a80:92::/64,AS213702 IPv6
2a12:bec4:1a80:1b0::/64,AS213702 IPv6
2a12:bec4:1a80:15::/64,AS213702 IPv6
2a12:bec4:1a80:6d::/64,AS213702 IPv6
2a12:bec4:1a80:200::/64,AS213702 IPv6
2a12:bec4:1a80:163::/64,AS213702 IPv6
2a12:bec4:1a80:2b::/64,AS213702 IPv6
2a12:bec4:1a80:1ca::/64,AS213702 IPv6
2a12:bec4:1a80:21d::/64,AS213702 IPv6
2a12:bec4:1a80:234::/64,AS213702 IPv6
2a12:bec4:1a80:e7::/64,AS213702 IPv6
2a12:bec4:1a80:60::/64,AS213702 IPv6
2a12:bec4:1a80:bf::/64,AS213702 IPv6
2a12:bec4:1a80:e8::/64,AS213702 IPv6
2a12:bec4:1a80:9e::/64,AS213702 IPv6
2a12:bec4:1a80:242::/64,AS213702 IPv6
2a12:bec4:1a80:19::/64,AS213702 IPv6
2a12:bec4:1a80:5a::/64,AS213702 IPv6
2a12:bec4:1a80:4::/64,AS213702 IPv6
2a12:bec4:1a80:30::/64,AS213702 IPv6
2a12:bec4:1a80:97::/64,AS213702 IPv6
2a12:bec4:1a80:175::/64,AS213702 IPv6
2a12:bec4:1a80:11b::/64,AS213702 IPv6
2a12:bec4:1460::/44,AS213702 IPv6
2a12:bec4:1a80:19e::/64,AS213702 IPv6
2a12:bec4:1a80:71::/64,AS213702 IPv6
2a12:bec4:1a80:130::/64,AS213702 IPv6
2a12:bec4:1a80:14d::/64,AS213702 IPv6
2a12:bec4:1a80:1bb::/64,AS213702 IPv6
2a12:bec4:1a80:14::/64,AS213702 IPv6
2a12:bec4:1a80:4b::/64,AS213702 IPv6
2a12:bec4:1a80:193::/64,AS213702 IPv6
2a12:bec4:1a80:3e::/64,AS213702 IPv6
2a12:bec4:1a80:be::/64,AS213702 IPv6
2a12:bec4:1a80:137::/64,AS213702 IPv6
2a12:bec4:1a80:1cc::/64,AS213702 IPv6
95.164.123.0/24,AS213702 IPv4
2a12:bec4:1a80:6c::/64,AS213702 IPv6
2a12:bec4:1a80:a5::/64,AS213702 IPv6
2a12:bec4:1a80:18f::/64,AS213702 IPv6
2a12:bec4:1a80:6b::/64,AS213702 IPv6
2a12:bec4:1a80:54::/64,AS213702 IPv6
2a12:bec4:1a80:1ec::/64,AS213702 IPv6
2a12:bec4:1a80:20c::/64,AS213702 IPv6
2a12:bec4:1a80:70::/64,AS213702 IPv6
2a12:bec4:1a80:1ee::/64,AS213702 IPv6
2a12:bec4:1a80:19c::/64,AS213702 IPv6
2a12:bec4:1a80:235::/64,AS213702 IPv6
2a12:bec4:1a80:238::/64,AS213702 IPv6
2a12:bec4:1a80:aa::/64,AS213702 IPv6
2a12:bec4:1a80:4e::/64,AS213702 IPv6
2a12:bec4:1a80:e5::/64,AS213702 IPv6
2a12:bec4:1a80:17d::/64,AS213702 IPv6
2a12:bec4:1a80:11d::/64,AS213702 IPv6
2a12:bec4:1a80:11e::/64,AS213702 IPv6
2a12:bec4:1a80:180::/64,AS213702 IPv6
2a12:bec4:1a80:94::/64,AS213702 IPv6
2a12:bec4:1a80:1a9::/64,AS213702 IPv6
2a12:bec4:1a80:21b::/64,AS213702 IPv6
2a12:bec4:1a80:129::/64,AS213702 IPv6
2a12:bec4:1a80:ee::/64,AS213702 IPv6
2a12:bec4:1a80:107::/64,AS213702 IPv6
2a12:bec4:1a80:18::/64,AS213702 IPv6
2a12:bec4:1a80:91::/64,AS213702 IPv6
2a12:bec4:1a80:159::/64,AS213702 IPv6
2a12:bec4:1a80:1d8::/64,AS213702 IPv6
2a12:bec4:1a80:4a::/64,AS213702 IPv6
132.243.231.0/24,AS213702 IPv4
2a12:bec4:1a80:98::/64,AS213702 IPv6
2a12:bec4:1a80:110::/64,AS213702 IPv6
2a12:bec4:1a80:22a::/64,AS213702 IPv6
2a12:bec4:1a80:141::/64,AS213702 IPv6
2a12:bec4:1a80:208::/64,AS213702 IPv6
2a12:bec4:1a80:a8::/64,AS213702 IPv6
2a12:bec4:1a80:47::/64,AS213702 IPv6
2a12:bec4:1a80:196::/64,AS213702 IPv6
2a12:bec4:1a80:52::/64,AS213702 IPv6
2a12:bec4:1a80:12e::/64,AS213702 IPv6
2a12:bec4:1a80:135::/64,AS213702 IPv6
2a12:bec4:1a80:18a::/64,AS213702 IPv6
2a12:bec4:1a80:113::/64,AS213702 IPv6
2a12:bec4:1a80:1f6::/64,AS213702 IPv6
2a12:bec4:1a80:20a::/64,AS213702 IPv6
2a12:bec4:1a80:6e::/64,AS213702 IPv6
2a12:bec4:1a80:75::/64,AS213702 IPv6
2a12:bec4:1a80:1ae::/64,AS213702 IPv6
2a12:bec4:1a80:164::/64,AS213702 IPv6
2a12:bec4:1a80:da::/64,AS213702 IPv6
2a12:bec4:1a80:172::/64,AS213702 IPv6
2a12:bec4:1a80:10b::/64,AS213702 IPv6
2a12:bec4:1a80:151::/64,AS213702 IPv6
2a12:bec4:1a80:96::/64,AS213702 IPv6
2a12:bec4:1a80:59::/64,AS213702 IPv6
2a12:bec4:1a80:f::/64,AS213702 IPv6
2a12:bec4:1a80:3f::/64,AS213702 IPv6
2a12:bec4:1a80:1d0::/64,AS213702 IPv6
2a12:bec4:1a80:f0::/64,AS213702 IPv6
2a12:bec4:1a80:204::/64,AS213702 IPv6
2a12:bec4:1a80:177::/64,AS213702 IPv6
2a12:bec4:1a80:73::/64,AS213702 IPv6
93.123.39.0/24,AS213702 IPv4
2a12:bec4:1a80:62::/64,AS213702 IPv6
2a12:bec4:1a80:87::/64,AS213702 IPv6
150.241.124.0/24,AS213702 IPv4
2a12:bec4:1a80:100::/64,AS213702 IPv6
2a12:bec4:1a80:fb::/64,AS213702 IPv6
141.98.6.0/24,AS213702 IPv4
2a12:bec4:1a80:99::/64,AS213702 IPv6
2a12:bec4:1a80:5e::/64,AS213702 IPv6
2a12:bec4:1a80:149::/64,AS213702 IPv6
2a12:bec4:1a80:39::/64,AS213702 IPv6
2a12:bec4:1a80:1fc::/64,AS213702 IPv6
2a12:bec4:1a80:18c::/64,AS213702 IPv6
2a12:bec4:1a80:4f::/64,AS213702 IPv6
2a12:bec4:1a80:179::/64,AS213702 IPv6
2a12:bec4:1a80:201::/64,AS213702 IPv6
2a12:bec4:1a80:1a::/64,AS213702 IPv6
2a12:bec4:1a80:1b2::/64,AS213702 IPv6
2a12:bec4:1a80:1b8::/64,AS213702 IPv6
2a12:bec4:1a80:202::/64,AS213702 IPv6
2a12:bec4:1a80:23a::/64,AS213702 IPv6
2a12:bec4:1a80:1ce::/64,AS213702 IPv6
2a12:bec4:1a80:1b6::/64,AS213702 IPv6
2a12:bec4:1a80:7c::/64,AS213702 IPv6
2a12:bec4:1a80:1e::/64,AS213702 IPv6
2a12:bec4:1a80:1b4::/64,AS213702 IPv6
2a12:bec4:1a80:22f::/64,AS213702 IPv6
2a12:bec4:1a80:40::/64,AS213702 IPv6
2a12:bec4:1a80:10e::/64,AS213702 IPv6
2a12:bec4:1a80:123::/64,AS213702 IPv6
2a12:bec4:1a80:f2::/64,AS213702 IPv6
217.9.12.0/24,AS213702 IPv4
2a12:bec4:1a80:ab::/64,AS213702 IPv6
2a12:bec4:1a80:1a1::/64,AS213702 IPv6
2a12:bec4:1a80:7d::/64,AS213702 IPv6
2a12:bec4:1a80:1a2::/64,AS213702 IPv6
2a12:bec4:1a80:74::/64,AS213702 IPv6
2a12:bec4:1a80:de::/64,AS213702 IPv6
2a12:bec4:1a80:160::/64,AS213702 IPv6
2a12:bec4:1a80:18e::/64,AS213702 IPv6
2a12:bec4:1a80:5b::/64,AS213702 IPv6
2a12:bec4:1a80:4d::/64,AS213702 IPv6
