dest_ip,metadata_comment
77.83.148.0/23,AS214574 IPv4
45.134.253.0/24,AS214574 IPv4
194.156.97.0/24,AS214574 IPv4
45.87.253.0/24,AS214574 IPv4
45.147.192.0/23,AS214574 IPv4
45.139.176.0/23,AS214574 IPv4
77.83.149.0/24,AS214574 IPv4
45.135.32.0/23,AS214574 IPv4
45.87.252.0/24,AS214574 IPv4
45.15.236.0/23,AS214574 IPv4
45.15.236.0/24,AS214574 IPv4
45.147.192.0/24,AS214574 IPv4
45.142.253.0/24,AS214574 IPv4
45.134.252.0/23,AS214574 IPv4
77.83.148.0/24,AS214574 IPv4
45.87.252.0/23,AS214574 IPv4
193.58.168.0/24,AS214574 IPv4
194.156.96.0/23,AS214574 IPv4
45.139.177.0/24,AS214574 IPv4
193.58.168.0/23,AS214574 IPv4
45.135.32.0/24,AS214574 IPv4
45.142.252.0/24,AS214574 IPv4
45.15.237.0/24,AS214574 IPv4
45.139.176.0/24,AS214574 IPv4
45.134.252.0/24,AS214574 IPv4
194.156.96.0/24,AS214574 IPv4
45.142.252.0/23,AS214574 IPv4
45.147.193.0/24,AS214574 IPv4
45.135.33.0/24,AS214574 IPv4
