dest_ip,metadata_comment
2804:5814:d000::/36,AS268105 IPv6
45.168.133.0/24,AS268105 IPv4
2804:5814:f000::/36,AS268105 IPv6
2804:5814:2000::/36,AS268105 IPv6
2804:5814:5000::/36,AS268105 IPv6
2804:5814::/36,AS268105 IPv6
2804:5814:4000::/36,AS268105 IPv6
45.168.132.0/23,AS268105 IPv4
2804:5814:c000::/36,AS268105 IPv6
2804:5814:b000::/36,AS268105 IPv6
2804:5814::/32,AS268105 IPv6
2804:5814::/34,AS268105 IPv6
45.168.132.0/22,AS268105 IPv4
2804:5814:6000::/36,AS268105 IPv6
2804:5814:a000::/36,AS268105 IPv6
2804:5814:4000::/34,AS268105 IPv6
2804:5814:7000::/36,AS268105 IPv6
45.168.134.0/24,AS268105 IPv4
2804:5814:9000::/36,AS268105 IPv6
2804:5814:8000::/34,AS268105 IPv6
2804:5814:c000::/34,AS268105 IPv6
2804:5814:e000::/36,AS268105 IPv6
45.168.135.0/24,AS268105 IPv4
45.168.132.0/24,AS268105 IPv4
2804:5814:3000::/36,AS268105 IPv6
2804:5814:8000::/33,AS268105 IPv6
45.168.134.0/23,AS268105 IPv4
2804:5814::/33,AS268105 IPv6
2804:5814:8000::/36,AS268105 IPv6
2804:5814:1000::/36,AS268105 IPv6
