dest_ip,metadata_comment
208.87.104.0/24,AS53828 IPv4
96.8.97.0/24,AS53828 IPv4
144.91.219.0/24,AS53828 IPv4
74.85.96.0/19,AS53828 IPv4
216.40.0.0/19,AS53828 IPv4
185.234.216.0/24,AS53828 IPv4
104.245.24.0/21,AS53828 IPv4
198.32.132.0/24,AS53828 IPv4
216.40.1.0/24,AS53828 IPv4
144.91.192.0/18,AS53828 IPv4
2605:a380::/32,AS53828 IPv6
2605:a380:100::/40,AS53828 IPv6
216.40.0.0/24,AS53828 IPv4
96.8.96.0/20,AS53828 IPv4
96.8.99.0/24,AS53828 IPv4
204.238.52.0/24,AS53828 IPv4
2605:a380:200f::/48,AS53828 IPv6
64.237.112.0/20,AS53828 IPv4
207.200.192.0/19,AS53828 IPv4
64.63.128.0/18,AS53828 IPv4
142.44.64.0/18,AS53828 IPv4
207.5.64.0/19,AS53828 IPv4
2605:a380:403::/48,AS53828 IPv6
172.98.96.0/19,AS53828 IPv4
144.91.176.0/20,AS53828 IPv4
216.152.16.0/23,AS53828 IPv4
64.63.173.0/24,AS53828 IPv4
45.61.16.0/20,AS53828 IPv4
199.15.184.0/22,AS53828 IPv4
74.85.108.0/24,AS53828 IPv4
2605:a380:2000::/48,AS53828 IPv6
144.91.218.0/24,AS53828 IPv4
104.218.104.0/22,AS53828 IPv4
45.43.240.0/20,AS53828 IPv4
2605:a380:200::/40,AS53828 IPv6
64.191.64.0/18,AS53828 IPv4
