dest_ip,metadata_comment
69.9.184.0/24,AS400519 IPv4
69.9.188.0/24,AS400519 IPv4
2602:fbaf:210::/48,AS400519 IPv6
2602:fbaf:84c::/48,AS400519 IPv6
2602:fbaf:22e::/48,AS400519 IPv6
69.9.176.0/24,AS400519 IPv4
2602:fbaf:f04::/48,AS400519 IPv6
2602:fbaf:216::/48,AS400519 IPv6
2602:fbaf:810::/48,AS400519 IPv6
2602:fbaf:83c::/47,AS400519 IPv6
2602:fbaf:854::/48,AS400519 IPv6
2602:fbaf:830::/47,AS400519 IPv6
69.9.176.0/20,AS400519 IPv4
2602:fbaf:85c::/48,AS400519 IPv6
2602:fbaf:80c::/48,AS400519 IPv6
2602:fbaf:226::/48,AS400519 IPv6
2602:fbaf:808::/48,AS400519 IPv6
2602:fbaf:213::/48,AS400519 IPv6
2602:fbaf:828::/47,AS400519 IPv6
2602:fbaf:828::/48,AS400519 IPv6
2602:fbaf:810::/47,AS400519 IPv6
2602:fbaf:854::/47,AS400519 IPv6
198.22.205.0/24,AS400519 IPv4
2602:fbaf:834::/48,AS400519 IPv6
2602:fbaf:22b::/48,AS400519 IPv6
2602:fbaf:228::/48,AS400519 IPv6
69.9.190.0/24,AS400519 IPv4
2602:fbaf:824::/47,AS400519 IPv6
2602:fbaf:864::/48,AS400519 IPv6
2602:fbaf:225::/48,AS400519 IPv6
209.25.140.0/24,AS400519 IPv4
2602:fbaf:844::/47,AS400519 IPv6
2602:fbaf:f01::/48,AS400519 IPv6
2602:fbaf:814::/47,AS400519 IPv6
69.9.180.0/24,AS400519 IPv4
2602:fbaf:222::/48,AS400519 IPv6
2602:fbaf:834::/47,AS400519 IPv6
2602:fbaf:844::/48,AS400519 IPv6
69.9.186.0/24,AS400519 IPv4
2602:fbaf:848::/48,AS400519 IPv6
147.185.221.0/24,AS400519 IPv4
209.25.141.0/24,AS400519 IPv4
2602:fbaf:224::/48,AS400519 IPv6
2602:fbaf:22d::/48,AS400519 IPv6
2602:fbaf:22c::/48,AS400519 IPv6
2602:fbaf:214::/48,AS400519 IPv6
209.25.143.0/24,AS400519 IPv4
2602:fbaf:804::/47,AS400519 IPv6
2602:fbaf:227::/48,AS400519 IPv6
2602:fbaf:814::/48,AS400519 IPv6
2602:fbaf:82c::/47,AS400519 IPv6
2602:fbaf:860::/47,AS400519 IPv6
69.9.179.0/24,AS400519 IPv4
2602:fbaf:20b::/48,AS400519 IPv6
2602:fbaf:824::/48,AS400519 IPv6
2602:fbaf:838::/47,AS400519 IPv6
2602:fbaf:f05::/48,AS400519 IPv6
2602:fbaf:848::/47,AS400519 IPv6
23.133.216.0/24,AS400519 IPv4
2602:fbaf:229::/48,AS400519 IPv6
2602:fbaf:840::/47,AS400519 IPv6
2602:fbaf:83c::/48,AS400519 IPv6
2602:fbaf::/48,AS400519 IPv6
2602:fbaf:830::/48,AS400519 IPv6
69.9.178.0/24,AS400519 IPv4
2602:fbaf:221::/48,AS400519 IPv6
69.9.177.0/24,AS400519 IPv4
2602:fbaf:84c::/47,AS400519 IPv6
209.25.142.0/24,AS400519 IPv4
2602:fbaf:850::/48,AS400519 IPv6
198.22.204.0/23,AS400519 IPv4
2602:fbaf:220::/48,AS400519 IPv6
2602:fbaf:864::/47,AS400519 IPv6
2602:fbaf:80c::/47,AS400519 IPv6
2602:fbaf:212::/48,AS400519 IPv6
2602:fbaf:22a::/48,AS400519 IPv6
69.9.191.0/24,AS400519 IPv4
2602:fbaf:f02::/48,AS400519 IPv6
2602:fbaf:21c::/48,AS400519 IPv6
69.9.185.0/24,AS400519 IPv4
2602:fbaf:860::/48,AS400519 IPv6
2602:fbaf:850::/47,AS400519 IPv6
2602:fbaf:838::/48,AS400519 IPv6
69.9.181.0/24,AS400519 IPv4
198.22.204.0/24,AS400519 IPv4
2602:fbaf:808::/47,AS400519 IPv6
2602:fbaf:85c::/47,AS400519 IPv6
209.25.140.0/22,AS400519 IPv4
2602:fbaf:82c::/48,AS400519 IPv6
69.9.187.0/24,AS400519 IPv4
2602:fbaf:840::/48,AS400519 IPv6
2602:fbaf:804::/48,AS400519 IPv6
2602:fbaf:800::/38,AS400519 IPv6
