dest_ip,metadata_comment
85.25.100.0/24,AS29066 IPv4
185.99.98.0/23,AS29066 IPv4
92.205.117.0/24,AS29066 IPv4
217.118.24.0/24,AS29066 IPv4
217.172.187.0/24,AS29066 IPv4
217.118.26.0/23,AS29066 IPv4
188.138.16.0/22,AS29066 IPv4
62.75.253.0/24,AS29066 IPv4
92.204.244.0/22,AS29066 IPv4
134.119.200.0/22,AS29066 IPv4
45.133.222.0/24,AS29066 IPv4
85.25.144.0/24,AS29066 IPv4
188.138.116.0/24,AS29066 IPv4
146.0.235.0/24,AS29066 IPv4
85.25.150.0/24,AS29066 IPv4
85.25.133.0/24,AS29066 IPv4
92.204.200.0/21,AS29066 IPv4
217.172.190.0/24,AS29066 IPv4
92.204.41.0/24,AS29066 IPv4
151.106.48.0/20,AS29066 IPv4
217.172.178.0/24,AS29066 IPv4
92.205.112.0/20,AS29066 IPv4
85.195.74.0/24,AS29066 IPv4
85.25.130.0/24,AS29066 IPv4
62.138.6.0/24,AS29066 IPv4
80.86.84.0/22,AS29066 IPv4
85.25.47.0/24,AS29066 IPv4
92.204.104.0/21,AS29066 IPv4
92.204.176.0/22,AS29066 IPv4
85.25.72.0/21,AS29066 IPv4
92.204.165.0/24,AS29066 IPv4
85.25.54.0/24,AS29066 IPv4
85.195.124.0/24,AS29066 IPv4
85.195.88.0/24,AS29066 IPv4
85.25.45.0/24,AS29066 IPv4
104.244.168.0/21,AS29066 IPv4
188.138.82.0/23,AS29066 IPv4
85.25.40.0/24,AS29066 IPv4
62.138.7.0/24,AS29066 IPv4
151.106.14.0/24,AS29066 IPv4
193.42.60.0/24,AS29066 IPv4
85.25.122.0/23,AS29066 IPv4
188.138.32.0/20,AS29066 IPv4
85.25.108.0/24,AS29066 IPv4
217.172.188.0/24,AS29066 IPv4
188.138.24.0/21,AS29066 IPv4
85.25.208.0/22,AS29066 IPv4
62.75.130.0/24,AS29066 IPv4
188.138.88.0/24,AS29066 IPv4
45.95.173.0/24,AS29066 IPv4
62.75.238.0/24,AS29066 IPv4
62.75.198.0/24,AS29066 IPv4
103.244.113.0/24,AS29066 IPv4
85.25.149.0/24,AS29066 IPv4
85.25.153.0/24,AS29066 IPv4
85.25.8.0/24,AS29066 IPv4
217.172.186.0/24,AS29066 IPv4
185.19.219.0/24,AS29066 IPv4
185.136.156.0/22,AS29066 IPv4
85.25.58.0/24,AS29066 IPv4
85.25.206.0/23,AS29066 IPv4
62.75.252.0/24,AS29066 IPv4
193.42.62.0/24,AS29066 IPv4
62.75.232.0/22,AS29066 IPv4
85.25.242.0/23,AS29066 IPv4
195.69.240.0/22,AS29066 IPv4
78.138.97.0/24,AS29066 IPv4
62.138.24.0/24,AS29066 IPv4
188.138.121.0/24,AS29066 IPv4
85.25.129.0/24,AS29066 IPv4
62.138.12.0/24,AS29066 IPv4
2a01:7a0::/32,AS29066 IPv6
85.25.10.0/24,AS29066 IPv4
188.138.91.0/24,AS29066 IPv4
188.138.84.0/22,AS29066 IPv4
92.205.112.0/22,AS29066 IPv4
62.75.221.0/24,AS29066 IPv4
188.138.29.0/24,AS29066 IPv4
85.195.89.0/24,AS29066 IPv4
62.75.230.0/24,AS29066 IPv4
217.172.188.0/23,AS29066 IPv4
185.19.216.0/22,AS29066 IPv4
85.93.88.0/22,AS29066 IPv4
217.172.170.0/23,AS29066 IPv4
85.93.90.0/24,AS29066 IPv4
141.11.162.0/23,AS29066 IPv4
193.7.203.0/24,AS29066 IPv4
193.151.90.0/24,AS29066 IPv4
85.25.102.0/23,AS29066 IPv4
80.86.82.0/24,AS29066 IPv4
188.138.115.0/24,AS29066 IPv4
85.195.76.0/24,AS29066 IPv4
45.95.172.0/24,AS29066 IPv4
193.42.63.0/24,AS29066 IPv4
92.204.96.0/21,AS29066 IPv4
134.119.176.0/20,AS29066 IPv4
151.106.0.0/19,AS29066 IPv4
193.200.150.0/24,AS29066 IPv4
85.25.148.0/24,AS29066 IPv4
85.25.220.0/24,AS29066 IPv4
103.66.182.0/24,AS29066 IPv4
146.0.226.0/24,AS29066 IPv4
62.138.0.0/22,AS29066 IPv4
2406:f380::/32,AS29066 IPv6
85.25.192.0/21,AS29066 IPv4
85.25.124.0/22,AS29066 IPv4
146.103.8.0/23,AS29066 IPv4
85.25.215.0/24,AS29066 IPv4
188.138.100.0/24,AS29066 IPv4
85.195.127.0/24,AS29066 IPv4
85.25.98.0/23,AS29066 IPv4
88.218.79.0/24,AS29066 IPv4
217.172.184.0/22,AS29066 IPv4
146.0.249.0/24,AS29066 IPv4
85.25.139.0/24,AS29066 IPv4
217.172.179.0/24,AS29066 IPv4
188.138.56.0/21,AS29066 IPv4
45.95.175.0/24,AS29066 IPv4
85.25.176.0/20,AS29066 IPv4
185.230.136.0/23,AS29066 IPv4
80.86.91.0/24,AS29066 IPv4
147.79.7.0/24,AS29066 IPv4
62.75.196.0/23,AS29066 IPv4
85.195.125.0/24,AS29066 IPv4
85.25.27.0/24,AS29066 IPv4
80.86.84.0/24,AS29066 IPv4
85.25.209.0/24,AS29066 IPv4
85.25.222.0/24,AS29066 IPv4
62.75.224.0/24,AS29066 IPv4
146.0.255.0/24,AS29066 IPv4
85.25.138.0/24,AS29066 IPv4
85.195.75.0/24,AS29066 IPv4
188.138.38.0/24,AS29066 IPv4
62.138.6.0/23,AS29066 IPv4
146.0.230.0/24,AS29066 IPv4
85.25.1.0/24,AS29066 IPv4
62.75.167.0/24,AS29066 IPv4
85.25.40.0/21,AS29066 IPv4
85.25.235.0/24,AS29066 IPv4
85.93.89.0/24,AS29066 IPv4
85.25.56.0/24,AS29066 IPv4
85.195.95.0/24,AS29066 IPv4
62.75.201.0/24,AS29066 IPv4
141.11.206.0/23,AS29066 IPv4
92.205.152.0/24,AS29066 IPv4
