dest_ip,metadata_comment
45.80.29.0/24,AS141995 IPv4
62.72.42.0/24,AS141995 IPv4
109.123.232.0/21,AS141995 IPv4
82.180.147.0/24,AS141995 IPv4
217.217.248.0/22,AS141995 IPv4
62.72.40.0/22,AS141995 IPv4
103.164.54.0/23,AS141995 IPv4
109.123.227.0/24,AS141995 IPv4
82.180.144.0/24,AS141995 IPv4
217.216.108.0/22,AS141995 IPv4
194.180.177.0/24,AS141995 IPv4
94.136.185.0/24,AS141995 IPv4
94.136.188.0/24,AS141995 IPv4
185.227.134.0/23,AS141995 IPv4
2407:3640::/32,AS141995 IPv6
62.72.41.0/24,AS141995 IPv4
194.233.68.0/22,AS141995 IPv4
178.212.33.0/24,AS141995 IPv4
217.216.76.0/23,AS141995 IPv4
217.216.72.0/22,AS141995 IPv4
94.136.190.0/24,AS141995 IPv4
2407:3641::/32,AS141995 IPv6
94.136.189.0/24,AS141995 IPv4
194.233.64.0/22,AS141995 IPv4
217.216.78.0/23,AS141995 IPv4
62.72.43.0/24,AS141995 IPv4
2400:d321::/32,AS141995 IPv6
94.136.188.0/22,AS141995 IPv4
2400:d320::/32,AS141995 IPv6
194.233.72.0/22,AS141995 IPv4
154.26.136.0/21,AS141995 IPv4
194.61.31.0/24,AS141995 IPv4
154.26.152.0/21,AS141995 IPv4
217.216.58.0/23,AS141995 IPv4
62.72.40.0/24,AS141995 IPv4
62.72.44.0/22,AS141995 IPv4
217.216.32.0/21,AS141995 IPv4
94.136.187.0/24,AS141995 IPv4
82.180.145.0/24,AS141995 IPv4
155.133.7.0/24,AS141995 IPv4
109.123.228.0/22,AS141995 IPv4
82.197.68.0/22,AS141995 IPv4
185.111.159.0/24,AS141995 IPv4
185.193.19.0/24,AS141995 IPv4
94.136.186.0/24,AS141995 IPv4
82.180.144.0/22,AS141995 IPv4
156.67.104.0/24,AS141995 IPv4
194.195.90.0/24,AS141995 IPv4
156.67.110.0/23,AS141995 IPv4
194.233.88.0/22,AS141995 IPv4
80.65.208.0/24,AS141995 IPv4
147.93.214.0/24,AS141995 IPv4
84.247.152.0/21,AS141995 IPv4
46.250.248.0/21,AS141995 IPv4
84.247.144.0/21,AS141995 IPv4
156.67.105.0/24,AS141995 IPv4
5.104.84.0/22,AS141995 IPv4
178.212.35.0/24,AS141995 IPv4
94.136.184.0/22,AS141995 IPv4
194.233.80.0/22,AS141995 IPv4
147.93.156.0/22,AS141995 IPv4
62.146.232.0/21,AS141995 IPv4
217.217.252.0/22,AS141995 IPv4
94.136.191.0/24,AS141995 IPv4
46.250.224.0/20,AS141995 IPv4
194.233.92.0/22,AS141995 IPv4
154.26.128.0/21,AS141995 IPv4
194.5.153.0/24,AS141995 IPv4
185.250.38.0/24,AS141995 IPv4
5.104.80.0/22,AS141995 IPv4
217.15.160.0/21,AS141995 IPv4
194.233.84.0/22,AS141995 IPv4
156.67.111.0/24,AS141995 IPv4
194.233.76.0/22,AS141995 IPv4
46.250.240.0/21,AS141995 IPv4
94.136.184.0/24,AS141995 IPv4
156.67.104.0/23,AS141995 IPv4
147.93.168.0/22,AS141995 IPv4
82.180.146.0/24,AS141995 IPv4
147.93.152.0/22,AS141995 IPv4
156.67.110.0/24,AS141995 IPv4
