pipe_name,metadata_description,metadata_tool,metadata_category,metadata_link,metadata_priority,metadata_fp_risk,metadata_severity,metadata_tool_type,metadata_usage,metadata_comment,metadata_reference,metadata_regex_cortex
\LogMeInRescue_rarc_r_*,LogMeIn  default RMM usage,LogMeIn,RMM,https://www.logmeinrescue.com/,high,none,high,greyware_tool,detection rule,used by LMI_RescueRC.exe and LMI_Rescue_srv.exe,irustotal.com/gui/home/search,^LogMeInRescue_rarc_r_.*
\LogMeInRescue_rarc_w_*,LogMeIn  default RMM usage,LogMeIn,RMM,https://www.logmeinrescue.com/,high,none,high,greyware_tool,detection rule,used by LMI_RescueRC.exe and LMI_Rescue_srv.exe,irustotal.com/gui/home/search,^LogMeInRescue_rarc_w_.*
\LogMeInRescue_ipc*,LogMeIn  default RMM usage,LogMeIn,RMM,https://www.logmeinrescue.com/,high,none,high,greyware_tool,detection rule,used by LMI_RescueRC.exe LMI_Rescue.exe and LMI_Rescue_srv.exe ,irustotal.com/gui/home/search,^LogMeInRescue_ipc.*
