lookup_key,product_kind,product,vulnerable_version,vulnerable_vnum,fix_version,fix_vnum,advisory_id,cve_id,severity,title,affected_raw,published,last_update,url
enterprise:10.0.4,enterprise,Splunk Enterprise,10.0.4,10000004000,10.0.7,10000007000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,10.0.0 to 10.0.6,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:10.0.5,enterprise,Splunk Enterprise,10.0.5,10000005000,10.0.7,10000007000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,10.0.0 to 10.0.6,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:10.0.6,enterprise,Splunk Enterprise,10.0.6,10000006000,10.0.7,10000007000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,10.0.0 to 10.0.6,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.4.0,enterprise,Splunk Enterprise,9.4.0,9004000000,9.4.12,9004012000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.11,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.4.1,enterprise,Splunk Enterprise,9.4.1,9004001000,9.4.12,9004012000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.11,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.4.2,enterprise,Splunk Enterprise,9.4.2,9004002000,9.4.12,9004012000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.11,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.4.3,enterprise,Splunk Enterprise,9.4.3,9004003000,9.4.12,9004012000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.11,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.4.4,enterprise,Splunk Enterprise,9.4.4,9004004000,9.4.12,9004012000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.11,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.4.5,enterprise,Splunk Enterprise,9.4.5,9004005000,9.4.12,9004012000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.11,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.4.6,enterprise,Splunk Enterprise,9.4.6,9004006000,9.4.12,9004012000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.11,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.4.7,enterprise,Splunk Enterprise,9.4.7,9004007000,9.4.12,9004012000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.11,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.4.8,enterprise,Splunk Enterprise,9.4.8,9004008000,9.4.12,9004012000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.11,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.4.9,enterprise,Splunk Enterprise,9.4.9,9004009000,9.4.12,9004012000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.11,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.4.10,enterprise,Splunk Enterprise,9.4.10,9004010000,9.4.12,9004012000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.11,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.4.11,enterprise,Splunk Enterprise,9.4.11,9004011000,9.4.12,9004012000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.11,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.0,enterprise,Splunk Enterprise,9.3.0,9003000000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.1,enterprise,Splunk Enterprise,9.3.1,9003001000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.2,enterprise,Splunk Enterprise,9.3.2,9003002000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.3,enterprise,Splunk Enterprise,9.3.3,9003003000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.4,enterprise,Splunk Enterprise,9.3.4,9003004000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.5,enterprise,Splunk Enterprise,9.3.5,9003005000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.6,enterprise,Splunk Enterprise,9.3.6,9003006000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.7,enterprise,Splunk Enterprise,9.3.7,9003007000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.8,enterprise,Splunk Enterprise,9.3.8,9003008000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.9,enterprise,Splunk Enterprise,9.3.9,9003009000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.10,enterprise,Splunk Enterprise,9.3.10,9003010000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.11,enterprise,Splunk Enterprise,9.3.11,9003011000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
enterprise:9.3.12,enterprise,Splunk Enterprise,9.3.12,9003012000,9.3.13,9003013000,SVD-2026-0610,Multiple (23) CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2026-25679 CVE-2026-27142 CVE-2026-4147 CVE-2026-4148 CVE-2026-4358 CVE-2026-34516 CVE-2026-34520 CVE-2026-24051 CVE-2026-2003 CVE-2026-2004 CVE-2026-2005 CVE-2026-2006 CVE-2025-47913 CVE-2025-58181 CVE-2025-47914 CVE-2025-68161 CVE-2026-34480 CVE-2026-34477 CVE-2026-1229,Critical,SVD-2026-0610 | Splunk Vulnerability Disclosure,9.3.0 to 9.3.12,2026-06-10,2026-06-10,https://advisory.splunk.com/advisories/SVD-2026-0610
forwarder:9.4.0,forwarder,Splunk Universal Forwarder,9.4.0,9004000000,9.4.11,9004011000,SVD-2026-0506,Multiple (4),Critical,SVD-2026-0506 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.10,2026-05-20,2026-07-01,https://advisory.splunk.com/advisories/SVD-2026-0506
forwarder:9.4.1,forwarder,Splunk Universal Forwarder,9.4.1,9004001000,9.4.11,9004011000,SVD-2026-0506,Multiple (4),Critical,SVD-2026-0506 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.10,2026-05-20,2026-07-01,https://advisory.splunk.com/advisories/SVD-2026-0506
forwarder:9.4.2,forwarder,Splunk Universal Forwarder,9.4.2,9004002000,9.4.11,9004011000,SVD-2026-0506,Multiple (4),Critical,SVD-2026-0506 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.10,2026-05-20,2026-07-01,https://advisory.splunk.com/advisories/SVD-2026-0506
forwarder:9.4.3,forwarder,Splunk Universal Forwarder,9.4.3,9004003000,9.4.11,9004011000,SVD-2026-0506,Multiple (4),Critical,SVD-2026-0506 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.10,2026-05-20,2026-07-01,https://advisory.splunk.com/advisories/SVD-2026-0506
forwarder:9.4.4,forwarder,Splunk Universal Forwarder,9.4.4,9004004000,9.4.11,9004011000,SVD-2026-0506,Multiple (4),Critical,SVD-2026-0506 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.10,2026-05-20,2026-07-01,https://advisory.splunk.com/advisories/SVD-2026-0506
forwarder:9.4.5,forwarder,Splunk Universal Forwarder,9.4.5,9004005000,9.4.11,9004011000,SVD-2026-0506,Multiple (4),Critical,SVD-2026-0506 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.10,2026-05-20,2026-07-01,https://advisory.splunk.com/advisories/SVD-2026-0506
forwarder:9.4.6,forwarder,Splunk Universal Forwarder,9.4.6,9004006000,9.4.11,9004011000,SVD-2026-0506,Multiple (4),Critical,SVD-2026-0506 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.10,2026-05-20,2026-07-01,https://advisory.splunk.com/advisories/SVD-2026-0506
forwarder:9.4.7,forwarder,Splunk Universal Forwarder,9.4.7,9004007000,9.4.11,9004011000,SVD-2026-0506,Multiple (4),Critical,SVD-2026-0506 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.10,2026-05-20,2026-07-01,https://advisory.splunk.com/advisories/SVD-2026-0506
forwarder:9.4.8,forwarder,Splunk Universal Forwarder,9.4.8,9004008000,9.4.11,9004011000,SVD-2026-0506,Multiple (4),Critical,SVD-2026-0506 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.10,2026-05-20,2026-07-01,https://advisory.splunk.com/advisories/SVD-2026-0506
forwarder:9.4.9,forwarder,Splunk Universal Forwarder,9.4.9,9004009000,9.4.11,9004011000,SVD-2026-0506,Multiple (4),Critical,SVD-2026-0506 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.10,2026-05-20,2026-07-01,https://advisory.splunk.com/advisories/SVD-2026-0506
forwarder:9.4.10,forwarder,Splunk Universal Forwarder,9.4.10,9004010000,9.4.11,9004011000,SVD-2026-0506,Multiple (4),Critical,SVD-2026-0506 | Splunk Vulnerability Disclosure,9.4.0 to 9.4.10,2026-05-20,2026-07-01,https://advisory.splunk.com/advisories/SVD-2026-0506
enterprise:10.2.0,enterprise,Splunk Enterprise,10.2.0,10002000000,10.2.3,10002003000,SVD-2026-0505,Multiple (9) CVE-2025-22872 CVE-2025-47911 CVE-2025-58190 CVE-2026-27141 CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2025-68156,Critical,SVD-2026-0505 | Splunk Vulnerability Disclosure,Below 10.2.3,2026-05-20,2026-05-20,https://advisory.splunk.com/advisories/SVD-2026-0505
enterprise:10.2.1,enterprise,Splunk Enterprise,10.2.1,10002001000,10.2.3,10002003000,SVD-2026-0505,Multiple (9) CVE-2025-22872 CVE-2025-47911 CVE-2025-58190 CVE-2026-27141 CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2025-68156,Critical,SVD-2026-0505 | Splunk Vulnerability Disclosure,Below 10.2.3,2026-05-20,2026-05-20,https://advisory.splunk.com/advisories/SVD-2026-0505
enterprise:10.2.2,enterprise,Splunk Enterprise,10.2.2,10002002000,10.2.3,10002003000,SVD-2026-0505,Multiple (9) CVE-2025-22872 CVE-2025-47911 CVE-2025-58190 CVE-2026-27141 CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2025-68156,Critical,SVD-2026-0505 | Splunk Vulnerability Disclosure,Below 10.2.3,2026-05-20,2026-05-20,https://advisory.splunk.com/advisories/SVD-2026-0505
enterprise:10.0.0,enterprise,Splunk Enterprise,10.0.0,10000000000,10.0.6,10000006000,SVD-2026-0505,Multiple (9) CVE-2025-22872 CVE-2025-47911 CVE-2025-58190 CVE-2026-27141 CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2025-68156,Critical,SVD-2026-0505 | Splunk Vulnerability Disclosure,10.0.0 to 10.0.5,2026-05-20,2026-05-20,https://advisory.splunk.com/advisories/SVD-2026-0505
enterprise:10.0.1,enterprise,Splunk Enterprise,10.0.1,10000001000,10.0.6,10000006000,SVD-2026-0505,Multiple (9) CVE-2025-22872 CVE-2025-47911 CVE-2025-58190 CVE-2026-27141 CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2025-68156,Critical,SVD-2026-0505 | Splunk Vulnerability Disclosure,10.0.0 to 10.0.5,2026-05-20,2026-05-20,https://advisory.splunk.com/advisories/SVD-2026-0505
enterprise:10.0.2,enterprise,Splunk Enterprise,10.0.2,10000002000,10.0.6,10000006000,SVD-2026-0505,Multiple (9) CVE-2025-22872 CVE-2025-47911 CVE-2025-58190 CVE-2026-27141 CVE-2025-68121 CVE-2025-61732 CVE-2025-61731 CVE-2025-61726 CVE-2025-68156,Critical,SVD-2026-0505 | Splunk Vulnerability Disclosure,10.0.0 to 10.0.5,2026-05-20,2026-05-20,https://advisory.splunk.com/advisories/SVD-2026-0505
