rule_name,metadata_tool,metadata_tool_type,metadata_tool_category,metadata_severity,metadata_link,metadata_detection_type,metadata_reference,metadata_comment
MeshCentral Server UDP ports,meshcentral,greyware_tool,RMM,high,https://meshcentral.com/,Hunting,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/meshcentral.csv,
MeshCentral Server UDP ports,meshcentral,greyware_tool,RMM,high,https://meshcentral.com/,Hunting,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/meshcentral.csv,
