dest_ip
13.78.49.187/32
20.43.66.64/27
20.43.67.92/30
20.43.67.96/27
20.43.70.64/28
20.191.161.80/29
23.102.65.134/32
40.79.189.96/28
2603:1040:407::100/121
2603:1040:407:1::680/121
