dest_ip,dest_port,metadata_comment
172.67.70.203,80,proxylist.txt
67.201.33.10,25283,proxylist.txt
185.174.138.108,80,proxylist.txt
172.67.74.220,80,proxylist.txt
185.162.230.189,80,proxylist.txt
185.238.228.1,80,proxylist.txt
82.200.235.134,19170,proxylist.txt
180.211.187.187,8008,proxylist.txt
69.61.200.104,36181,proxylist.txt
140.207.114.166,10080,proxylist.txt
103.216.253.50,20000,proxylist.txt
70.166.167.55,57745,proxylist.txt
192.111.130.5,17002,proxylist.txt
109.135.16.145,49879,proxylist.txt
162.223.89.83,1080,proxylist.txt
141.101.120.210,80,proxylist.txt
188.114.96.216,80,proxylist.txt
172.64.154.81,80,proxylist.txt
45.8.211.33,80,proxylist.txt
172.67.129.245,80,proxylist.txt
141.101.120.251,80,proxylist.txt
185.238.228.152,80,proxylist.txt
172.67.75.178,80,proxylist.txt
185.238.228.18,80,proxylist.txt
23.227.38.227,80,proxylist.txt
45.131.5.117,80,proxylist.txt
141.101.121.46,80,proxylist.txt
63.141.128.74,80,proxylist.txt
185.162.228.122,80,proxylist.txt
141.101.122.238,80,proxylist.txt
154.194.12.31,80,proxylist.txt
172.66.43.104,80,proxylist.txt
172.67.168.222,80,proxylist.txt
173.245.58.96,80,proxylist.txt
172.66.0.156,80,proxylist.txt
172.67.123.70,80,proxylist.txt
23.227.39.9,80,proxylist.txt
63.141.128.231,80,proxylist.txt
8.6.112.6,80,proxylist.txt
45.12.30.236,80,proxylist.txt
167.172.138.48,49167,proxylist.txt
45.115.112.142,11011,proxylist.txt
184.178.172.28,15294,proxylist.txt
67.201.35.145,4145,proxylist.txt
72.37.216.68,4145,proxylist.txt
184.178.172.25,15291,proxylist.txt
121.169.46.116,1090,proxylist.txt
173.245.49.242,80,proxylist.txt
172.67.191.35,80,proxylist.txt
172.66.43.185,80,proxylist.txt
23.227.39.197,80,proxylist.txt
172.67.89.79,80,proxylist.txt
172.67.250.212,80,proxylist.txt
45.12.30.72,80,proxylist.txt
185.162.229.59,80,proxylist.txt
172.67.177.237,80,proxylist.txt
113.108.13.120,8083,proxylist.txt
103.21.244.209,80,proxylist.txt
36.138.53.26,10019,proxylist.txt
172.67.91.36,80,proxylist.txt
172.67.167.78,80,proxylist.txt
164.38.155.29,80,proxylist.txt
66.235.200.72,80,proxylist.txt
172.64.151.217,80,proxylist.txt
103.21.244.163,80,proxylist.txt
141.193.213.68,80,proxylist.txt
172.67.172.175,80,proxylist.txt
172.67.171.237,80,proxylist.txt
172.67.167.226,80,proxylist.txt
172.67.201.139,80,proxylist.txt
172.67.167.5,80,proxylist.txt
172.67.181.176,80,proxylist.txt
103.21.244.162,80,proxylist.txt
185.162.228.191,80,proxylist.txt
14.234.141.1,20499,proxylist.txt
103.194.175.97,7777,proxylist.txt
91.187.113.68,8080,proxylist.txt
5.252.33.13,2025,proxylist.txt
141.193.213.62,80,proxylist.txt
194.87.133.112,1080,proxylist.txt
68.71.247.130,4145,proxylist.txt
23.247.136.254,80,proxylist.txt
170.114.45.184,80,proxylist.txt
108.162.194.156,80,proxylist.txt
185.238.228.200,80,proxylist.txt
147.185.161.246,80,proxylist.txt
142.54.229.249,4145,proxylist.txt
172.64.83.200,80,proxylist.txt
154.19.184.154,80,proxylist.txt
185.221.160.17,80,proxylist.txt
45.67.215.163,80,proxylist.txt
172.67.89.214,80,proxylist.txt
66.235.200.253,80,proxylist.txt
172.67.126.135,80,proxylist.txt
185.162.230.253,80,proxylist.txt
185.162.230.107,80,proxylist.txt
172.67.167.172,80,proxylist.txt
103.21.244.27,80,proxylist.txt
89.116.250.144,80,proxylist.txt
116.68.203.3,8181,proxylist.txt
72.195.34.42,4145,proxylist.txt
69.84.182.48,80,proxylist.txt
27.72.122.228,51067,proxylist.txt
195.114.209.50,80,proxylist.txt
23.227.60.49,80,proxylist.txt
185.162.228.163,80,proxylist.txt
154.16.146.45,80,proxylist.txt
34.122.187.196,80,proxylist.txt
147.91.22.150,80,proxylist.txt
172.64.149.211,80,proxylist.txt
45.131.5.246,80,proxylist.txt
172.104.55.36,3128,proxylist.txt
185.162.230.68,80,proxylist.txt
45.131.208.18,80,proxylist.txt
8.219.77.141,80,proxylist.txt
81.169.213.169,8888,proxylist.txt
87.255.196.143,80,proxylist.txt
186.65.109.21,81,proxylist.txt
91.222.238.112,80,proxylist.txt
213.142.156.97,80,proxylist.txt
41.191.203.167,80,proxylist.txt
192.73.244.36,80,proxylist.txt
133.18.234.13,80,proxylist.txt
198.98.48.76,31280,proxylist.txt
80.74.54.148,3128,proxylist.txt
188.40.57.101,80,proxylist.txt
145.239.196.123,80,proxylist.txt
54.38.181.125,3128,proxylist.txt
78.28.152.113,80,proxylist.txt
124.108.6.20,8085,proxylist.txt
4.195.16.140,80,proxylist.txt
123.30.154.171,7777,proxylist.txt
32.223.6.94,80,proxylist.txt
47.56.110.204,8989,proxylist.txt
194.219.134.234,80,proxylist.txt
89.58.57.45,80,proxylist.txt
62.99.138.162,80,proxylist.txt
213.33.126.130,80,proxylist.txt
138.68.60.8,8080,proxylist.txt
185.221.160.117,80,proxylist.txt
185.221.160.4,80,proxylist.txt
8.212.165.33,3333,proxylist.txt
172.67.180.220,80,proxylist.txt
170.114.45.132,80,proxylist.txt
172.67.122.146,80,proxylist.txt
172.67.179.197,80,proxylist.txt
45.12.31.0,80,proxylist.txt
172.67.190.88,80,proxylist.txt
172.67.254.146,80,proxylist.txt
172.67.181.2,80,proxylist.txt
8.6.112.6,80,proxylist.txt
45.67.215.84,80,proxylist.txt
45.67.215.157,80,proxylist.txt
185.162.228.71,80,proxylist.txt
172.67.185.183,80,proxylist.txt
79.110.202.131,8081,proxylist.txt
45.131.7.177,80,proxylist.txt
45.131.4.13,80,proxylist.txt
23.227.39.182,80,proxylist.txt
66.235.200.228,80,proxylist.txt
141.101.121.177,80,proxylist.txt
172.67.177.173,80,proxylist.txt
218.188.156.138,3128,proxylist.txt
66.235.200.150,80,proxylist.txt
172.67.161.223,80,proxylist.txt
172.67.182.25,80,proxylist.txt
23.227.39.225,80,proxylist.txt
172.67.131.199,80,proxylist.txt
185.146.173.20,80,proxylist.txt
45.131.5.234,80,proxylist.txt
172.67.213.75,80,proxylist.txt
185.162.229.86,80,proxylist.txt
170.114.46.1,80,proxylist.txt
172.67.185.45,80,proxylist.txt
172.66.42.64,80,proxylist.txt
45.12.30.91,80,proxylist.txt
172.67.198.165,80,proxylist.txt
43.135.36.240,6555,proxylist.txt
141.193.213.2,80,proxylist.txt
45.131.7.180,80,proxylist.txt
74.119.147.209,4145,proxylist.txt
198.8.94.170,4145,proxylist.txt
192.252.211.193,4145,proxylist.txt
74.119.144.60,4145,proxylist.txt
192.111.138.29,4145,proxylist.txt
45.131.208.44,80,proxylist.txt
172.64.146.48,80,proxylist.txt
164.38.155.46,80,proxylist.txt
103.21.244.129,80,proxylist.txt
103.21.244.17,80,proxylist.txt
221.153.92.39,80,proxylist.txt
148.113.172.51,8080,proxylist.txt
172.67.147.31,80,proxylist.txt
172.67.195.171,80,proxylist.txt
31.43.179.90,80,proxylist.txt
172.67.177.154,80,proxylist.txt
172.64.149.42,80,proxylist.txt
67.201.58.190,4145,proxylist.txt
121.237.181.137,8888,proxylist.txt
205.185.113.92,1080,proxylist.txt
43.163.124.13,20000,proxylist.txt
72.205.0.67,4145,proxylist.txt
23.227.38.102,80,proxylist.txt
192.252.210.233,4145,proxylist.txt
198.177.254.131,4145,proxylist.txt
183.215.23.242,9091,proxylist.txt
36.138.53.26,10017,proxylist.txt
172.67.162.222,80,proxylist.txt
23.227.39.110,80,proxylist.txt
23.227.39.155,80,proxylist.txt
172.67.157.169,80,proxylist.txt
203.19.38.114,1080,proxylist.txt
185.162.229.93,80,proxylist.txt
23.227.39.72,80,proxylist.txt
141.193.213.74,80,proxylist.txt
72.207.113.97,4145,proxylist.txt
72.211.46.99,4145,proxylist.txt
160.153.0.36,80,proxylist.txt
184.182.240.12,4145,proxylist.txt
43.135.36.240,80,proxylist.txt
98.175.31.222,4145,proxylist.txt
192.111.129.150,4145,proxylist.txt
192.252.215.2,4145,proxylist.txt
184.181.217.210,4145,proxylist.txt
125.228.94.232,4145,proxylist.txt
172.64.78.50,80,proxylist.txt
185.162.228.42,80,proxylist.txt
139.59.1.14,8080,proxylist.txt
141.193.213.41,80,proxylist.txt
45.12.30.250,80,proxylist.txt
218.77.183.214,5224,proxylist.txt
154.194.12.106,80,proxylist.txt
172.67.196.162,80,proxylist.txt
185.18.250.107,80,proxylist.txt
172.67.188.26,80,proxylist.txt
23.227.38.124,80,proxylist.txt
172.67.176.10,80,proxylist.txt
103.160.204.238,80,proxylist.txt
172.67.218.206,80,proxylist.txt
172.67.183.56,80,proxylist.txt
108.162.198.22,80,proxylist.txt
172.67.70.148,80,proxylist.txt
103.21.244.192,80,proxylist.txt
185.162.231.8,80,proxylist.txt
172.67.182.47,80,proxylist.txt
172.64.86.94,80,proxylist.txt
172.67.71.247,80,proxylist.txt
172.67.70.30,80,proxylist.txt
141.101.122.57,80,proxylist.txt
172.67.71.104,80,proxylist.txt
63.141.128.0,80,proxylist.txt
45.12.31.100,80,proxylist.txt
172.67.167.46,80,proxylist.txt
172.67.68.152,80,proxylist.txt
185.162.230.197,80,proxylist.txt
185.162.230.8,80,proxylist.txt
66.42.224.229,41679,proxylist.txt
66.235.200.70,80,proxylist.txt
185.170.166.50,80,proxylist.txt
141.101.123.233,80,proxylist.txt
141.101.123.117,80,proxylist.txt
154.194.12.91,80,proxylist.txt
172.67.181.74,80,proxylist.txt
129.146.169.173,3128,proxylist.txt
134.209.29.120,3128,proxylist.txt
128.140.113.110,8081,proxylist.txt
139.59.1.14,80,proxylist.txt
128.199.202.122,80,proxylist.txt
120.92.212.16,7890,proxylist.txt
119.252.173.26,8080,proxylist.txt
209.14.98.5,8080,proxylist.txt
45.131.7.188,80,proxylist.txt
172.67.167.54,80,proxylist.txt
172.65.90.46,80,proxylist.txt
172.67.74.57,80,proxylist.txt
45.131.208.54,80,proxylist.txt
23.227.38.224,80,proxylist.txt
97.74.87.226,80,proxylist.txt
98.175.31.195,4145,proxylist.txt
8.47.69.6,80,proxylist.txt
45.131.6.210,80,proxylist.txt
172.64.40.184,80,proxylist.txt
172.67.185.177,80,proxylist.txt
