dest_port,metadata_comment,metadata_confidence,metatada_category,metadata_detection_type,metadata_link,metadata_reference
4782,Quasar Server default port,high,RMM,detection_rule,,https://github.com/mthcht/awesome-lists/tree/main/Lists
