fuzzer,domain,dns_a,dns_aaaa,dns_mx,dns_ns
*original,facebook.com,157.240.22.35,2a03:2880:f131:83:face:b00c:0:25de,smtpin.vvv.facebook.com,a.ns.facebook.com
addition,facebookz.com,103.224.182.238,,park-mx.above.com,ns1.abovedomains.com
addition,facebookc.com,103.224.182.245,,park-mx.above.com,222.ns1.abovedomains.com
addition,facebookf.com,103.224.182.245,,park-mx.above.com,222.ns1.abovedomains.com
addition,facebooku.com,103.224.182.245,,park-mx.above.com,222.ns1.abovedomains.com
addition,facebook0.com,103.224.182.246,,park-mx.above.com,ns5.abovedomains.com
addition,facebookg.com,103.224.182.246,,park-mx.above.com,ns5.abovedomains.com
addition,facebookm.com,103.224.182.250,,,2807.ns1.abovedomains.com
addition,facebook7.com,109.234.111.119,,,ns1.ispapi.net
addition,facebookh.com,109.234.111.119,,,ns1.ispapi.net
addition,facebook5.com,13.248.169.48,,,ns1.afternic.com
addition,facebookw.com,157.240.19.19,2a03:2880:f031:12:face:b00c:0:2,,a.ns.facebook.com
addition,facebooki.com,157.240.22.19,2a03:2880:f034:12:face:b00c:0:2,,a.ns.facebook.com
addition,facebooks.com,157.240.22.19,2a03:2880:f034:12:face:b00c:0:2,,a.ns.facebook.com
addition,facebook2.com,158.247.201.227,,facebook2.com,ns1.vultr.com
addition,facebookj.com,162.215.226.3,,,avik185246.earth.orderbox-dns.com
addition,facebookt.com,192.198.80.148,,,ns1.smtmdns.com
addition,facebookb.com,199.59.243.226,,,ns1.bodis.com
addition,facebookd.com,199.59.243.226,,,ns1.bodis.com
addition,facebooko.com,199.59.243.226,,,ns1.bodis.com
addition,facebookx.com,35.215.117.66,,mx10.antispam.mailspamprotection.com,ns1.giow1009.siteground.us
addition,facebookn.com,38.38.91.164,,,ns7.alidns.com
addition,facebook4.com,44.230.85.241,,,curitiba.ns.porkbun.com
addition,facebook6.com,44.230.85.241,,,curitiba.ns.porkbun.com
addition,facebookp.com,44.230.85.241,,,curitiba.ns.porkbun.com
addition,facebookq.com,44.230.85.241,,,curitiba.ns.porkbun.com
addition,facebookr.com,44.230.85.241,,,curitiba.ns.porkbun.com
addition,facebookv.com,44.230.85.241,,,curitiba.ns.porkbun.com
addition,facebooky.com,44.230.85.241,,,curitiba.ns.porkbun.com
addition,facebooka.com,47.254.33.193,,,ns3.dns.com
addition,facebooke.com,54.67.42.145,,,ns1.dyna-ns.net
addition,facebookl.com,54.67.42.145,,,ns1.dyna-ns.net
addition,facebook8.com,74.220.199.6,!ServFail,!ServFail,ns1.bluehost.com
addition,facebook1.com,93.115.28.104,,,ns1.rentondc.com
addition,facebook3.com,,,,a.ns.facebook.com
addition,facebook9.com,,,,dns7.hichina.com
addition,facebookk.com,,,,ns1.metunic.com.tr
bitsquatting,facebnok.com,103.224.182.246,,park-mx.above.com,ns1.abovedomains.com
bitsquatting,facebooo.com,103.224.182.246,,park-mx.above.com,ns1.abovedomains.com
bitsquatting,fccebook.com,103.224.182.246,,park-mx.above.com,ns1.abovedomains.com
bitsquatting,fabebook.com,104.247.81.53,,mail.h-email.net,ns1.parkingcrew.net
bitsquatting,facabook.com,104.247.81.54,,mail.h-email.net,ns1.parkingcrew.net
bitsquatting,facebonk.com,13.248.169.48,,,ns3.afternic.com
bitsquatting,vacebook.com,13.248.169.48,,,ns1.uniregistrymarket.link
bitsquatting,fecebook.com,146.148.34.125,!ServFail,mail.hope-mail.com,a.2ns.net
bitsquatting,faaebook.com,149.28.121.93,,,ns1.dnparking.com
bitsquatting,fagebook.com,15.197.148.33,,,ns39.domaincontrol.com
bitsquatting,facdbook.com,157.240.19.19,2a03:2880:f034:12:face:b00c:0:2,,a.ns.facebook.com
bitsquatting,facebooi.com,157.240.19.19,2a03:2880:f034:12:face:b00c:0:2,,a.ns.facebook.com
bitsquatting,facebooj.com,157.240.19.19,2a03:2880:f031:12:face:b00c:0:2,,a.ns.facebook.com
bitsquatting,facecook.com,157.240.19.19,2a03:2880:f031:12:face:b00c:0:2,,a.ns.facebook.com
bitsquatting,fasebook.com,157.240.19.19,2a03:2880:f031:12:face:b00c:0:2,,a.ns.facebook.com
bitsquatting,fqcebook.com,157.240.19.19,2a03:2880:f031:12:face:b00c:0:2,,a.ns.facebook.com
bitsquatting,dacebook.com,157.240.22.19,2a03:2880:f034:12:face:b00c:0:2,,a.ns.facebook.com
bitsquatting,facebokk.com,157.240.22.19,2a03:2880:f031:12:face:b00c:0:2,,a.ns.facebook.com
bitsquatting,facebooc.com,157.240.22.19,2a03:2880:f034:12:face:b00c:0:2,,a.ns.facebook.com
bitsquatting,gacebook.com,157.240.22.19,2a03:2880:f031:12:face:b00c:0:2,,a.ns.facebook.com
bitsquatting,fakebook.com,162.215.248.242,,mail.fakebook.com,ns96.accountservergroup.com
bitsquatting,facebomk.com,198.98.54.141,,,curitiba.ns.porkbun.com
bitsquatting,facgbook.com,198.98.54.141,,,curitiba.ns.porkbun.com
bitsquatting,facefook.com,199.59.243.226,,,ns1.bodis.com
