fuzzer,domain,dns_a,dns_aaaa,dns_mx,dns_ns
*original,pay.amazon.com,108.138.85.107,2600:9000:2509:0:1:adb6:6ac0:93a1,,ns-1080.awsdns-07.org
addition,pay.amazon0.com,3.33.139.32,,,
addition,pay.amazon1.com,,,,
addition,pay.amazon2.com,,,,
addition,pay.amazona.com,185.107.56.203,,,
addition,pay.amazon3.com,3.33.139.32,,,
addition,pay.amazon4.com,3.33.139.32,,,
addition,pay.amazon5.com,3.33.139.32,,,
addition,pay.amazon6.com,3.33.139.32,,,
addition,pay.amazon8.com,3.33.139.32,,,
addition,pay.amazonb.com,,,,
addition,pay.amazond.com,3.33.139.32,,,
addition,pay.amazon7.com,69.162.80.59,,,
addition,pay.amazon9.com,,,,
addition,pay.amazonc.com,,,,
addition,pay.amazone.com,,,,
addition,pay.amazonf.com,,,,
addition,pay.amazong.com,,,,
addition,pay.amazonh.com,,,,
addition,pay.amazoni.com,,,,
addition,pay.amazonj.com,,,,
addition,pay.amazonk.com,,,,
addition,pay.amazonl.com,,,,
addition,pay.amazonm.com,,,,
addition,pay.amazonn.com,,,,
addition,pay.amazono.com,,,,
addition,pay.amazonp.com,,,,
addition,pay.amazonq.com,,,,
addition,pay.amazonr.com,,,,
addition,pay.amazons.com,,,,
addition,pay.amazont.com,,,,
addition,pay.amazonu.com,,,,
addition,pay.amazonv.com,,,,
addition,pay.amazonw.com,,,,
addition,pay.amazonx.com,,,,
addition,pay.amazony.com,,,,
addition,pay.amazonz.com,3.33.139.32,,,
bitsquatting,pay.a-azon.com,,,,
bitsquatting,pay.aeazon.com,,,,
bitsquatting,pay.aiazon.com,,,,
bitsquatting,pay.alazon.com,,,,
bitsquatting,pay.amajon.com,199.59.243.226,,,
bitsquatting,pay.amaron.com,,,,
bitsquatting,pay.amaxon.com,,,,
bitsquatting,pay.amazgn.com,13.248.148.254,,,
bitsquatting,pay.amazkn.com,,,,
bitsquatting,pay.amazmn.com,,,,
bitsquatting,pay.amaznn.com,,,,
bitsquatting,pay.amazof.com,,,,
bitsquatting,pay.amazoj.com,,,,
bitsquatting,pay.amazol.com,,,,
bitsquatting,pay.amazoo.com,,,,
bitsquatting,pay.amczon.com,,,,
bitsquatting,pay.amezon.com,,,,
bitsquatting,pay.amizon.com,,,,
bitsquatting,pay.amqzon.com,,,,
bitsquatting,pay.aoazon.com,,,,
bitsquatting,pay.cmazon.com,103.224.182.251,,park-mx.above.com,ns1.abovedomains.com
bitsquatting,pay.imazon.com,199.192.23.233,,,
bitsquatting,pay.emazon.com,3.33.139.32,,,
bitsquatting,pay.qmazon.com,,,,
homoglyph,pay.amaz0m.com,,,,
homoglyph,pay.amaz0n.com,,,,
homoglyph,pay.amaz0r.com,,,,
homoglyph,pay.amazor.com,13.248.169.48,,,ns1.namefind.com
homoglyph,pay.amazom.com,3.33.139.32,,,
homoglyph,pay.amazorn.com,,,,
homoglyph,pay.amazorr.com,,,,
homoglyph,pay.ammazon.com,,,,
homoglyph,pay.amnazon.com,,,,
homoglyph,pay.anaz0n.com,,,,
homoglyph,pay.anazon.com,,,,
homoglyph,pay.arazon.com,173.67.30.99,,,
homoglyph,pay.anazor.com,3.18.7.81,,,nsg1.namebrightdns.com
homoglyph,pay.anazom.com,3.33.139.32,,,
homoglyph,pay.anmazon.com,,,,
homoglyph,pay.annaz0n.com,,,,
homoglyph,pay.annazom.com,34.234.126.233,,,
homoglyph,pay.annazon.com,,,,
homoglyph,pay.annazor.com,,,,
homoglyph,pay.anrazon.com,,,,
homoglyph,pay.armazon.com,,,,
homoglyph,pay.arnaz0n.com,,,,
homoglyph,pay.arnazom.com,,,,
homoglyph,pay.arnazon.com,,,,
homoglyph,pay.arnazor.com,,,,
homoglyph,pay.arraz0n.com,,,,
homoglyph,pay.arrazom.com,,,,
homoglyph,pay.arrazon.com,,,,
homoglyph,pay.arrazor.com,,,,
homoglyph,pay.xn--aaon-19a2035b.com,,,,
homoglyph,pay.xn--aaon-19a4135b.com,,,,
homoglyph,pay.xn--aaon-19a49l.com,,,,
homoglyph,pay.xn--aaon-19a6235b.com,,,,
homoglyph,pay.xn--aaon-19a6643b.com,,,,
homoglyph,pay.xn--aaon-5c5a7w.com,,,,
homoglyph,pay.xn--aaon-5c5ar30h.com,,,,
homoglyph,pay.xn--aaon-5c5avw.com,,,,
homoglyph,pay.xn--aaon-bbc1q.com,,,,
homoglyph,pay.xn--aaon-bbc3112b.com,,,,
homoglyph,pay.xn--aaon-bbc7234b.com,,,,
homoglyph,pay.xn--aaon-bbc7955d.com,,,,
homoglyph,pay.xn--aaon-bbc9334b.com,,,,
homoglyph,pay.xn--aaon-cbb0925b.com,,,,
homoglyph,pay.xn--aaon-cbb2035b.com,,,,
homoglyph,pay.xn--aaon-cbb28l.com,,,,
homoglyph,pay.xn--aaon-cbb4135b.com,,,,
homoglyph,pay.xn--aaon-cbb4543b.com,,,,
homoglyph,pay.xn--aaon-g33a168h.com,,,,
homoglyph,pay.xn--aaon-g33a59h.com,,,,
homoglyph,pay.xn--aaon-g33arf.com,,,,
homoglyph,pay.xn--aaon-g33av0i.com,,,,
homoglyph,pay.xn--aaon-gd5a120h.com,,,,
homoglyph,pay.xn--aaon-gd5a5v.com,,,,
homoglyph,pay.xn--aaon-gd5avw.com,,,,
homoglyph,pay.xn--aaon-h63a01f.com,,,,
homoglyph,pay.xn--aaon-h63ao1f.com,,,,
homoglyph,pay.xn--aaon-h63aq2f.com,,,,
homoglyph,pay.xn--aaon-mbb07l.com,,,,
homoglyph,pay.xn--aaon-mbb0925b.com,,,,
homoglyph,pay.xn--aaon-mbb2035b.com,,,,
homoglyph,pay.xn--aaon-mbb2443b.com,,,,
homoglyph,pay.xn--aaon-mbb8725b.com,,,,
homoglyph,pay.xn--aaon-mjb2494b.com,,,,
homoglyph,pay.xn--aaon-mjb43i.com,,,,
homoglyph,pay.xn--aaon-mjb4594b.com,,,,
homoglyph,pay.xn--aaon-mjb6013b.com,,,,
homoglyph,pay.xn--aaon-mjb6694b.com,,,,
homoglyph,pay.xn--aaon-qd5a5v.com,,,,
homoglyph,pay.xn--aaon-qd5ap20h.com,,,,
homoglyph,pay.xn--aaon-qd5atv.com,,,,
homoglyph,pay.xn--aaon-rfc4363b.com,,,,
homoglyph,pay.xn--aaon-rfc6463b.com,,,,
homoglyph,pay.xn--aaon-rfc8563b.com,,,,
homoglyph,pay.xn--aaon-rfc8971b.com,,,,
homoglyph,pay.xn--aaz0n-2k1b.com,,,,
homoglyph,pay.xn--aaz0n-919a.com,,,,
homoglyph,pay.xn--aaz0n-fl1b.com,,,,
homoglyph,pay.xn--aaz0n-ipc.com,,,,
homoglyph,pay.xn--aaz0n-qk1b.com,,,,
homoglyph,pay.xn--aazn-2qa1116b.com,,,,
homoglyph,pay.xn--aazn-2qa19t.com,,,,
homoglyph,pay.xn--aazn-2qa3216b.com,,,,
homoglyph,pay.xn--aazn-2qa3624b.com,,,,
homoglyph,pay.xn--aazn-2qa9906b.com,,,,
homoglyph,pay.xn--aazn-5c5a42b.com,,,,
homoglyph,pay.xn--aazn-5c5as2b.com,,,,
homoglyph,pay.xn--aazn-73a1173b.com,,,,
homoglyph,pay.xn--aazn-73a1755b.com,,,,
homoglyph,pay.xn--aazn-73a7455b.com,,,,
homoglyph,pay.xn--aazn-73a93o.com,,,,
homoglyph,pay.xn--aazn-73a9555b.com,,,,
homoglyph,pay.xn--aazn-7qa3906b.com,,,,
homoglyph,pay.xn--aazn-7qa5016b.com,,,,
homoglyph,pay.xn--aazn-7qa58t.com,,,,
homoglyph,pay.xn--aazn-7qa7116b.com,,,,
homoglyph,pay.xn--aazn-7qa7524b.com,,,,
homoglyph,pay.xn--aazn-bbc0002b.com,,,,
homoglyph,pay.xn--aazn-bbc6764b.com,,,,
homoglyph,pay.xn--aazn-bbc8864b.com,,,,
homoglyph,pay.xn--aazn-g33a25j.com,,,,
homoglyph,pay.xn--aazn-g33aoa.com,,,,
homoglyph,pay.xn--aazn-g33as6j.com,,,,
homoglyph,pay.xn--aazn-gd5a21b.com,,,,
homoglyph,pay.xn--aazn-gd5as2b.com,,,,
homoglyph,pay.xn--aazn-ira1806b.com,,,,
homoglyph,pay.xn--aazn-ira37t.com,,,,
homoglyph,pay.xn--aazn-ira3906b.com,,,,
homoglyph,pay.xn--aazn-ira5016b.com,,,,
homoglyph,pay.xn--aazn-ira5424b.com,,,,
homoglyph,pay.xn--aazn-n3a1755b.com,,,,
homoglyph,pay.xn--aazn-n3a36o.com,,,,
homoglyph,pay.xn--aazn-n3a3855b.com,,,,
homoglyph,pay.xn--aazn-n3a5373b.com,,,,
homoglyph,pay.xn--aazn-n3a5955b.com,,,,
homoglyph,pay.xn--aazn-ngb1323b.com,,,,
homoglyph,pay.xn--aazn-ngb1905b.com,,,,
homoglyph,pay.xn--aazn-ngb7605b.com,,,,
homoglyph,pay.xn--aazn-ngb95j.com,,,,
homoglyph,pay.xn--aazn-ngb9705b.com,,,,
