fuzzer,domain,dns_a,dns_aaaa,dns_mx,dns_ns
*original,olympics.com,23.48.37.10,2600:1407:7400:13::173e:2186,,ns1-17.akam.net
addition,olympics0.com,,,,
addition,olympics1.com,,,,
addition,olympics2.com,,,,
addition,olympics3.com,,,,
addition,olympics4.com,,,,
addition,olympics5.com,,,,
addition,olympics6.com,,,,
addition,olympics7.com,,,,
addition,olympics8.com,,,,
addition,olympics9.com,,,,
addition,olympicsa.com,,,,
addition,olympicsb.com,,,,
addition,olympicsc.com,103.224.212.213,,park-mx.above.com,ns15.abovedomains.com
addition,olympicsd.com,,,,
addition,olympicse.com,216.239.32.21,2001:4860:4802:32::15,,ns-cloud-c1.googledomains.com
addition,olympicsf.com,,,,
addition,olympicsh.com,,,,
addition,olympicsj.com,,,,
addition,olympicsl.com,,,,
addition,olympicsp.com,108.167.165.180,,alt1.aspmx.l.google.com,cns39.hostgator.com
addition,olympicsx.com,15.197.148.33,,,ns71.domaincontrol.com
addition,olympicsg.com,199.59.243.226,,,ns1.bodis.com
addition,olympicsi.com,35.212.85.52,,mx10.antispam.mailspamprotection.com,ns1.siteground.net
addition,olympicsk.com,,,,
addition,olympicsm.com,,,,
addition,olympicsn.com,,,,
addition,olympicso.com,,,,
addition,olympicsq.com,,,,
addition,olympicsr.com,,,,
addition,olympicss.com,103.224.212.216,,park-mx.above.com,ns15.abovedomains.com
addition,olympicst.com,,,,ns11.value-domain.com
addition,olympicsu.com,,,,
addition,olympicsv.com,,,,
addition,olympicsw.com,,,,
addition,olympicsy.com,,,,
addition,olympicsz.com,,,,
bitsquatting,olympicq.com,103.120.80.111,!ServFail,!ServFail,ns1-show.myhostadmin.net
bitsquatting,glympics.com,,,,ns11.xincache.com
bitsquatting,klympics.com,,,,ns-cloud-a1.googledomains.com
bitsquatting,mlympics.com,,,,
bitsquatting,nlympics.com,,,,
bitsquatting,odympics.com,,,,
bitsquatting,ohympics.com,,,,
bitsquatting,ol9mpics.com,,,,
bitsquatting,olimpics.com,104.247.81.54,,mail.h-email.net,ns1.parkingcrew.net
bitsquatting,olqmpics.com,,,,
bitsquatting,olxmpics.com,,,,
bitsquatting,oly-pics.com,,,,
bitsquatting,olyepics.com,,,,
bitsquatting,olyipics.com,,,,
bitsquatting,olylpics.com,,,,
bitsquatting,olym0ics.com,,,,
bitsquatting,olympacs.com,,,,
bitsquatting,olymphcs.com,,,,
bitsquatting,olympicc.com,103.120.80.111,!ServFail,!ServFail,ns1-show.myhostadmin.net
bitsquatting,olympicr.com,15.197.148.33,,,ns15.domaincontrol.com
bitsquatting,olympias.com,199.59.242.153,,mail.olympias.com,ns1.r4l.com
bitsquatting,olympibs.com,,,,
bitsquatting,olympic3.com,,,,
bitsquatting,olympicw.com,,,,
bitsquatting,olympiks.com,,,,
bitsquatting,olympiss.com,15.197.148.33,,,ns67.domaincontrol.com
bitsquatting,olympigs.com,66.45.246.141,,,ns1.domainrecover.com
bitsquatting,olympkcs.com,,,,
bitsquatting,olympmcs.com,,,,
bitsquatting,olympycs.com,91.195.240.13,!ServFail,mailgw.ns36.de,a.ns36.de
bitsquatting,olymqics.com,,,,
bitsquatting,olymrics.com,,,,
bitsquatting,olymtics.com,,,,
bitsquatting,olymxics.com,,,,
bitsquatting,olyopics.com,,,,
bitsquatting,omympics.com,,,,
bitsquatting,onympics.com,,,,
cyrillic,xn--l1adheh5if87g.com,,,,
homoglyph,01ympics.com,,,,
homoglyph,0iympics.com,,,,
homoglyph,0lymp1cs.com,,,,
homoglyph,0lympics.com,64.190.63.222,,localhost,ns2.sedoparking.com
homoglyph,0lympies.com,,,,
homoglyph,0lymplcs.com,,,,
homoglyph,0lynnpics.com,,,,
homoglyph,0lynpics.com,,,,
homoglyph,0lyrnpics.com,,,,
homoglyph,0lyrrpics.com,,,,
homoglyph,o1ymp1cs.com,,,,
homoglyph,o1ympics.com,,,,
homoglyph,o1ympies.com,,,,
homoglyph,o1ymplcs.com,,,,
homoglyph,o1ynnpics.com,,,,
homoglyph,o1ynpics.com,,,,
homoglyph,o1yrnpics.com,,,,
homoglyph,o1yrrpics.com,,,,
homoglyph,oiymp1cs.com,,,,
homoglyph,oiympics.com,,,,
homoglyph,oiympies.com,,,,
homoglyph,oiymplcs.com,,,,
homoglyph,oiynnpics.com,,,,
homoglyph,oiynpics.com,,,,
homoglyph,oiyrnpics.com,,,,
homoglyph,oiyrrpics.com,,,,
homoglyph,olymmpics.com,,,,
homoglyph,olymnpics.com,,,,
homoglyph,olymp1cs.com,,,,
homoglyph,olymp1es.com,,,,
homoglyph,olympies.com,,,,
homoglyph,olymplcs.com,213.186.33.5,,mx1.mail.ovh.net,dns105.ovh.net
homoglyph,olymples.com,,,,
homoglyph,olynmpics.com,,,,
homoglyph,olynnp1cs.com,,,,
homoglyph,olynnpics.com,,,,
homoglyph,olynnpies.com,,,,
homoglyph,olynnplcs.com,,,,
homoglyph,olynp1cs.com,,,,
homoglyph,olynpics.com,199.59.243.226,,,ns1.bodis.com
homoglyph,olynpies.com,,,,
homoglyph,olynplcs.com,,,,
homoglyph,olynrpics.com,,,,
homoglyph,olyrmpics.com,,,,
homoglyph,olyrnp1cs.com,,,,
homoglyph,olyrnpics.com,,,,
homoglyph,olyrnpies.com,,,,
homoglyph,olyrnplcs.com,,,,
homoglyph,olyrpics.com,,,,
homoglyph,olyrrp1cs.com,,,,
homoglyph,olyrrpics.com,,,,
homoglyph,olyrrpies.com,,,,
homoglyph,olyrrplcs.com,,,,
homoglyph,xn--0lmpics-59c.com,,,,
homoglyph,xn--0lmpics-6i4c.com,,,,
homoglyph,xn--0lmpics-d3a.com,,,,
