fuzzer,domain,dns_a,dns_aaaa,dns_mx,dns_ns
*original,mercadolivre.com.br,15.197.170.90,,alt1.aspmx.l.google.com,ns-1387.awsdns-45.org
addition,mercadolivre0.com.br,,,,
addition,mercadolivre1.com.br,,,,
addition,mercadolivre2.com.br,,,,
addition,mercadolivre3.com.br,,,,
addition,mercadolivre4.com.br,,,,
addition,mercadolivre5.com.br,,,,
addition,mercadolivre6.com.br,,,,
addition,mercadolivre7.com.br,,,,
addition,mercadolivre8.com.br,,,,
addition,mercadolivre9.com.br,,,,
addition,mercadolivrea.com.br,,,,
addition,mercadolivreb.com.br,,,,
addition,mercadolivrec.com.br,,,,
addition,mercadolivred.com.br,,,,
addition,mercadolivree.com.br,,,,
addition,mercadolivref.com.br,,,,
addition,mercadolivreg.com.br,,,,
addition,mercadolivreh.com.br,,,,
addition,mercadolivrei.com.br,162.240.104.45,,mail.mercadolivrei.com.br,ns1.5tb.com.br
addition,mercadolivrej.com.br,,,,
addition,mercadolivrek.com.br,,,,
addition,mercadolivrel.com.br,,,,
addition,mercadolivrem.com.br,,,,
addition,mercadolivren.com.br,,,,
addition,mercadolivreo.com.br,,,,
addition,mercadolivrep.com.br,,,,
addition,mercadolivreq.com.br,,,,
addition,mercadolivrer.com.br,3.33.139.32,,,ns1.markmonitor.com
addition,mercadolivres.com.br,,,,
addition,mercadolivret.com.br,,,,
addition,mercadolivreu.com.br,,,,
addition,mercadolivrev.com.br,,,,
addition,mercadolivrew.com.br,,,,
addition,mercadolivrex.com.br,,,,
addition,mercadolivrey.com.br,,,,
addition,mercadolivrez.com.br,,,,
bitsquatting,eercadolivre.com.br,,,,
bitsquatting,iercadolivre.com.br,,,,
bitsquatting,lercadolivre.com.br,,,,
bitsquatting,marcadolivre.com.br,3.33.139.32,,,ns1.markmonitor.com
bitsquatting,mdrcadolivre.com.br,,,,
bitsquatting,me2cadolivre.com.br,,,,
bitsquatting,mebcadolivre.com.br,,,,
bitsquatting,mepcadolivre.com.br,,,,
bitsquatting,meraadolivre.com.br,,,,
bitsquatting,merbadolivre.com.br,,,,
bitsquatting,mercadglivre.com.br,,,,
bitsquatting,mercadklivre.com.br,,,,
bitsquatting,mercadmlivre.com.br,,,,
bitsquatting,mercadnlivre.com.br,,,,
bitsquatting,mercadodivre.com.br,,,,
bitsquatting,mercadohivre.com.br,,,,
bitsquatting,mercadolavre.com.br,,,,a.auto.dns.br
bitsquatting,mercadolhvre.com.br,,,,
bitsquatting,mercadoli6re.com.br,,,,
bitsquatting,mercadolifre.com.br,,,,
bitsquatting,mercadolirre.com.br,,,,
bitsquatting,mercadolitre.com.br,,,,
bitsquatting,mercadoliv2e.com.br,,,,
bitsquatting,mercadolivbe.com.br,,,,
bitsquatting,mercadolivpe.com.br,,,,
bitsquatting,mercadolivra.com.br,,,,
bitsquatting,mercadolivrd.com.br,,,,
bitsquatting,mercadolivrg.com.br,,,,
bitsquatting,mercadolivrm.com.br,,,,
bitsquatting,mercadolivru.com.br,,,,
bitsquatting,mercadolivse.com.br,,,,
bitsquatting,mercadolivve.com.br,,,,
bitsquatting,mercadolivze.com.br,,,,
bitsquatting,mercadoliwre.com.br,,,,
bitsquatting,mercadolkvre.com.br,,,,
bitsquatting,mercadolmvre.com.br,,,,
bitsquatting,mercadolyvre.com.br,,,,
bitsquatting,mercadomivre.com.br,,,,
bitsquatting,mercadonivre.com.br,,,,
bitsquatting,mercaeolivre.com.br,,,,
bitsquatting,mercafolivre.com.br,,,,
bitsquatting,mercalolivre.com.br,,,,
bitsquatting,mercatolivre.com.br,,,,
bitsquatting,merccdolivre.com.br,,,,
bitsquatting,mercedolivre.com.br,,,,
bitsquatting,mercidolivre.com.br,,,,
bitsquatting,mercqdolivre.com.br,,,,
bitsquatting,mergadolivre.com.br,,,,
bitsquatting,merkadolivre.com.br,,,,
bitsquatting,mersadolivre.com.br,,,,
bitsquatting,mescadolivre.com.br,,,,
bitsquatting,mevcadolivre.com.br,,,,
bitsquatting,mezcadolivre.com.br,,,,
bitsquatting,mgrcadolivre.com.br,,,,
bitsquatting,mmrcadolivre.com.br,,,,
bitsquatting,murcadolivre.com.br,,,,
bitsquatting,oercadolivre.com.br,,,,
homoglyph,mcrcabolivre.com.br,,,,
homoglyph,mcrcaclolivre.com.br,,,,
homoglyph,mcrcad0livre.com.br,,,,
homoglyph,mcrcadlolivre.com.br,,,,
homoglyph,mcrcado1ivre.com.br,,,,
homoglyph,mcrcadoiivre.com.br,,,,
homoglyph,mcrcadol1vre.com.br,,,,
homoglyph,mcrcadolivrc.com.br,,,,
homoglyph,mcrcadolivre.com.br,,,,
homoglyph,mcrcadollvre.com.br,,,,
homoglyph,mcreadolivre.com.br,,,,
homoglyph,mercab0livre.com.br,,,,
homoglyph,mercablolivre.com.br,,,,
homoglyph,mercabo1ivre.com.br,,,,
homoglyph,mercaboiivre.com.br,,,,
homoglyph,mercabol1vre.com.br,,,,
homoglyph,mercabolivrc.com.br,,,,
homoglyph,mercabolivre.com.br,,,,
homoglyph,mercabollvre.com.br,,,,
homoglyph,mercac1olivre.com.br,,,,
homoglyph,mercaciolivre.com.br,,,,
homoglyph,mercacl0livre.com.br,,,,
homoglyph,mercacllolivre.com.br,,,,
homoglyph,mercaclo1ivre.com.br,,,,
homoglyph,mercacloiivre.com.br,,,,
homoglyph,mercaclol1vre.com.br,,,,
homoglyph,mercaclolivrc.com.br,,,,
homoglyph,mercaclolivre.com.br,,,,
homoglyph,mercaclollvre.com.br,,,,
homoglyph,mercad01ivre.com.br,,,,
homoglyph,mercad0iivre.com.br,,,,
homoglyph,mercad0l1vre.com.br,,,,
homoglyph,mercad0livrc.com.br,,,,
homoglyph,mercad0livre.com.br,,,,
homoglyph,mercad0llvre.com.br,,,,
homoglyph,mercad1olivre.com.br,,,,
homoglyph,mercadiolivre.com.br,,,,
homoglyph,mercadl0livre.com.br,,,,
homoglyph,mercadllolivre.com.br,,,,
homoglyph,mercadlo1ivre.com.br,,,,
homoglyph,mercadloiivre.com.br,,,,
homoglyph,mercadlol1vre.com.br,,,,
homoglyph,mercadlolivrc.com.br,,,,
homoglyph,mercadlolivre.com.br,,,,
homoglyph,mercadlollvre.com.br,,,,
homoglyph,mercado11vre.com.br,,,,
homoglyph,mercado1ivrc.com.br,,,,
homoglyph,mercado1ivre.com.br,,,,
homoglyph,mercado1lvre.com.br,,,,
homoglyph,mercadoi1vre.com.br,,,,
homoglyph,mercadoiivrc.com.br,,,,
homoglyph,mercadoiivre.com.br,,,,
homoglyph,mercadoilvre.com.br,,,,
homoglyph,mercadol1vrc.com.br,,,,
homoglyph,mercadol1vre.com.br,,,,
homoglyph,mercadolivrc.com.br,,,,
homoglyph,mercadollvrc.com.br,,,,
homoglyph,mercadollvre.com.br,,,,
homoglyph,mercaelolivre.com.br,,,,
homoglyph,mercalbolivre.com.br,,,,
homoglyph,mereabolivre.com.br,,,,
homoglyph,mereaclolivre.com.br,,,,
homoglyph,meread0livre.com.br,,,,
homoglyph,mereadlolivre.com.br,,,,
homoglyph,mereado1ivre.com.br,,,,
homoglyph,mereadoiivre.com.br,,,,
homoglyph,mereadol1vre.com.br,,,,
homoglyph,mereadolivrc.com.br,,,,
homoglyph,mereadolivre.com.br,,,,
homoglyph,mereadollvre.com.br,,,,
homoglyph,mmercadolivre.com.br,,,,
homoglyph,mnercadolivre.com.br,,,,
homoglyph,ncrcadolivre.com.br,,,,
homoglyph,nercabolivre.com.br,,,,
homoglyph,nercaclolivre.com.br,,,,
homoglyph,nercad0livre.com.br,,,,
homoglyph,nercadlolivre.com.br,,,,
homoglyph,nercado1ivre.com.br,,,,
homoglyph,nercadoiivre.com.br,,,,
homoglyph,nercadol1vre.com.br,,,,
homoglyph,nercadolivrc.com.br,,,,
homoglyph,nercadolivre.com.br,199.59.243.226,,,ns1.bodis.com
homoglyph,nercadollvre.com.br,,,,
homoglyph,nereadolivre.com.br,,,,
homoglyph,nmercadolivre.com.br,,,,
homoglyph,nncrcadolivre.com.br,,,,
homoglyph,nnercabolivre.com.br,,,,
homoglyph,nnercaclolivre.com.br,,,,
homoglyph,nnercad0livre.com.br,,,,
homoglyph,nnercadlolivre.com.br,,,,
homoglyph,nnercado1ivre.com.br,,,,
homoglyph,nnercadoiivre.com.br,,,,
homoglyph,nnercadol1vre.com.br,,,,
homoglyph,nnercadolivrc.com.br,,,,
homoglyph,nnercadolivre.com.br,,,,
homoglyph,nnercadollvre.com.br,,,,
homoglyph,nnereadolivre.com.br,,,,
homoglyph,nrercadolivre.com.br,,,,
homoglyph,rercadolivre.com.br,,,,
homoglyph,rmercadolivre.com.br,,,,a.auto.dns.br
homoglyph,rncrcadolivre.com.br,,,,
homoglyph,rnercabolivre.com.br,,,,
homoglyph,rnercaclolivre.com.br,,,,
homoglyph,rnercad0livre.com.br,,,,
homoglyph,rnercadlolivre.com.br,,,,
homoglyph,rnercado1ivre.com.br,,,,
homoglyph,rnercadoiivre.com.br,,,,
homoglyph,rnercadol1vre.com.br,,,,
homoglyph,rnercadolivrc.com.br,,,,
homoglyph,rnercadolivre.com.br,173.255.225.58,2600:3c03::f03c:91ff:fe5d:796b,,ns1.cloudez.io
homoglyph,rnercadollvre.com.br,,,,
homoglyph,rnereadolivre.com.br,,,,
homoglyph,rrcrcadolivre.com.br,,,,
homoglyph,rrercabolivre.com.br,,,,
homoglyph,rrercaclolivre.com.br,,,,
homoglyph,rrercad0livre.com.br,,,,
homoglyph,rrercadlolivre.com.br,,,,
homoglyph,rrercado1ivre.com.br,,,,
homoglyph,rrercadoiivre.com.br,,,,
homoglyph,rrercadol1vre.com.br,,,,
homoglyph,rrercadolivrc.com.br,,,,
homoglyph,rrercadolivre.com.br,,,,
homoglyph,rrercadollvre.com.br,,,,
homoglyph,rrereadolivre.com.br,,,,
homoglyph,xn--mcradolivre-o9a.com.br,,,,
homoglyph,xn--mcrcadlivre-7eb.com.br,,,,
homoglyph,xn--mcrcadlivre-kfb.com.br,,,,
homoglyph,xn--mcrcadlivre-veb.com.br,,,,
homoglyph,xn--mcrcadolivr-lbb.com.br,,,,
homoglyph,xn--mcrcadolivr-xbb.com.br,,,,
homoglyph,xn--mcrcadolvre-vcb.com.br,,,,
homoglyph,xn--mcrcdolivre-b7a.com.br,,,,
homoglyph,xn--mcrcdolivre-c8a.com.br,,,,
homoglyph,xn--mcrcdolivre-n7a.com.br,,,,
homoglyph,xn--mcrcdolivre-z7a.com.br,,,,
homoglyph,xn--merabolivre-o9a.com.br,,,,
homoglyph,xn--meraclolivre-mdb.com.br,,,,
homoglyph,xn--merad0livre-o9a.com.br,,,,
homoglyph,xn--meradlivre-q6a0m.com.br,,,,
homoglyph,xn--meradlivre-q6a2n.com.br,,,,
homoglyph,xn--meradlivre-q6a4o.com.br,,,,
homoglyph,xn--meradlolivre-mdb.com.br,,,,
homoglyph,xn--merado1ivre-o9a.com.br,,,,
homoglyph,xn--meradoiivre-o9a.com.br,,,,
homoglyph,xn--meradol1vre-o9a.com.br,,,,
homoglyph,xn--meradolivr-q6a5a.com.br,,,,
homoglyph,xn--meradolivr-q6a7b.com.br,,,,
homoglyph,xn--meradolivrc-o9a.com.br,,,,
homoglyph,xn--meradolivre-dbb.com.br,,,,
homoglyph,xn--meradolivre-o9a.com.br,,,,
homoglyph,xn--meradolivre-pbb.com.br,,,,
homoglyph,xn--meradollvre-o9a.com.br,,,,
homoglyph,xn--meradolvre-q6a0f.com.br,,,,
homoglyph,xn--mercablivre-7eb.com.br,,,,
homoglyph,xn--mercablivre-kfb.com.br,,,,
homoglyph,xn--mercablivre-veb.com.br,,,,
homoglyph,xn--mercabolivr-lbb.com.br,,,,
homoglyph,xn--mercabolivr-xbb.com.br,,,,
homoglyph,xn--mercabolvre-vcb.com.br,,,,
homoglyph,xn--mercacllivre-6hb.com.br,,,,
homoglyph,xn--mercacllivre-kib.com.br,,,,
homoglyph,xn--mercacllivre-xib.com.br,,,,
homoglyph,xn--mercaclolivr-meb.com.br,,,,
homoglyph,xn--mercaclolivr-zeb.com.br,,,,
homoglyph,xn--mercaclolvre-0fb.com.br,,,,
homoglyph,xn--mercad0livr-lbb.com.br,,,,
homoglyph,xn--mercad0livr-xbb.com.br,,,,
homoglyph,xn--mercad0lvre-vcb.com.br,,,,
homoglyph,xn--mercad1ivre-7eb.com.br,,,,
homoglyph,xn--mercad1ivre-kfb.com.br,,,,
homoglyph,xn--mercad1ivre-veb.com.br,,,,
homoglyph,xn--mercadiivre-7eb.com.br,,,,
homoglyph,xn--mercadiivre-kfb.com.br,,,,
homoglyph,xn--mercadiivre-veb.com.br,,,,
homoglyph,xn--mercadl1vre-7eb.com.br,,,,
homoglyph,xn--mercadl1vre-kfb.com.br,,,,
homoglyph,xn--mercadl1vre-veb.com.br,,,,
homoglyph,xn--mercadlivr-k7a1k.com.br,,,,
homoglyph,xn--mercadlivr-k7a3l.com.br,,,,
