fuzzer,domain,dns_a,dns_aaaa,dns_mx,dns_ns
*original,bankofamerica.com,171.159.228.150,,mxa-0000ec05.gslb.pphosted.com,ns10.bac.com
addition,bankofamerica0.com,,,,
addition,bankofamericaq.com,103.224.182.241,,park-mx.above.com,ns3.abovedomains.com
addition,bankofamericab.com,15.197.148.33,,,ns27.domaincontrol.com
addition,bankofamericah.com,15.197.148.33,,,ns27.domaincontrol.com
addition,bankofamericaj.com,15.197.148.33,,,ns27.domaincontrol.com
addition,bankofamericap.com,15.197.148.33,,,ns63.domaincontrol.com
addition,bankofamericac.com,199.59.243.226,,,ns1.bodis.com
addition,bankofamerica2.com,,,mxa-0000ec02.gslb.pphosted.com,ns10.bac.com
addition,bankofamerica4.com,,,mxa-0000ec01.gslb.pphosted.com,ns101.bac.com
addition,bankofamerica5.com,,,,exp1.liqu.id
addition,bankofamerica6.com,,,,
addition,bankofamerica7.com,,,,
addition,bankofamerica8.com,,,,
addition,bankofamerica9.com,,,,
addition,bankofamericam.com,103.224.182.241,,park-mx.above.com,ns3.abovedomains.com
addition,bankofamericao.com,103.224.182.246,,park-mx.above.com,ns5.abovedomains.com
addition,bankofamericad.com,15.197.148.33,,,ns63.domaincontrol.com
addition,bankofamericaf.com,15.197.148.33,,,ns35.domaincontrol.com
addition,bankofamericag.com,15.197.148.33,,,ns69.domaincontrol.com
addition,bankofamericaw.com,15.197.148.33,,,ns27.domaincontrol.com
addition,bankofamericay.com,15.197.148.33,,,ns27.domaincontrol.com
addition,bankofamericas.com,171.159.228.21,,,ns101.bac.com
addition,bankofamericaa.com,185.107.56.203,,,ns1.domainmx.com
addition,bankofamericat.com,45.63.17.171,,,ns-cloud-b1.googledomains.com
addition,bankofamericai.com,95.211.117.215,,mail.h-email.net,ns1.hastydns.com
addition,bankofamerica1.com,,,,ns101.bac.com
addition,bankofamerica3.com,,,mxa-0000ec01.gslb.pphosted.com,ns10.bac.com
addition,bankofamericae.com,,,,ns101.bac.com
addition,bankofamericak.com,,,,ns101.bac.com
addition,bankofamerical.com,,,,ns101.bac.com
