fuzzer,domain,dns_a,dns_aaaa,dns_mx,dns_ns
*original,payments.amazon.com,44.215.136.84,,,ns-1096.awsdns-09.org
addition,payments.amazon0.com,3.33.139.32,,,
addition,payments.amazon1.com,,,,
addition,payments.amazon2.com,,,,
addition,payments.amazon3.com,3.33.139.32,,,
addition,payments.amazon9.com,,,,
addition,payments.amazona.com,172.93.194.62,,,
addition,payments.amazon4.com,3.33.139.32,,,
addition,payments.amazon5.com,3.33.139.32,,,
addition,payments.amazon6.com,3.33.139.32,,,
addition,payments.amazon8.com,3.33.139.32,,,
addition,payments.amazond.com,3.33.139.32,,,
addition,payments.amazon7.com,69.162.80.52,,,
addition,payments.amazonb.com,,,,
addition,payments.amazonc.com,,,,
addition,payments.amazone.com,,,,
addition,payments.amazonf.com,,,,
addition,payments.amazong.com,,,,
addition,payments.amazonh.com,,,,
addition,payments.amazoni.com,,,,
addition,payments.amazonj.com,,,,
addition,payments.amazonk.com,,,,
addition,payments.amazonl.com,,,,
addition,payments.amazonm.com,,,,
addition,payments.amazonn.com,,,,
addition,payments.amazono.com,,,,
addition,payments.amazonp.com,,,,
addition,payments.amazonq.com,,,,
addition,payments.amazonr.com,,,,
addition,payments.amazons.com,,,,
addition,payments.amazont.com,,,,
addition,payments.amazonu.com,,,,
addition,payments.amazonv.com,,,,
addition,payments.amazonw.com,,,,
addition,payments.amazonx.com,,,,
addition,payments.amazony.com,,,,
addition,payments.amazonz.com,3.33.139.32,,,
bitsquatting,payments.a-azon.com,,,,
bitsquatting,payments.aeazon.com,,,,
bitsquatting,payments.aiazon.com,,,,
bitsquatting,payments.alazon.com,,,,
bitsquatting,payments.amaron.com,,,,
bitsquatting,payments.amaxon.com,,,,
bitsquatting,payments.amazgn.com,13.248.148.254,,,
bitsquatting,payments.amazkn.com,,,,
bitsquatting,payments.amazmn.com,,,,
bitsquatting,payments.amaznn.com,,,,
bitsquatting,payments.amazof.com,,,,
bitsquatting,payments.amazoj.com,,,,
bitsquatting,payments.amazol.com,,,,
bitsquatting,payments.amazoo.com,,,,
bitsquatting,payments.amczon.com,,,,
bitsquatting,payments.amezon.com,,,,
bitsquatting,payments.amizon.com,,,,
bitsquatting,payments.amqzon.com,,,,
bitsquatting,payments.aoazon.com,,,,
bitsquatting,payments.cmazon.com,103.224.182.251,,park-mx.above.com,ns1.abovedomains.com
bitsquatting,payments.imazon.com,199.192.23.233,,,
bitsquatting,payments.amajon.com,199.59.243.226,,,
bitsquatting,payments.emazon.com,3.33.139.32,,,
bitsquatting,payments.qmazon.com,,,,
homoglyph,payments.amaz0m.com,,,,
homoglyph,payments.amaz0n.com,,,,
homoglyph,payments.amaz0r.com,,,,
homoglyph,payments.amazor.com,13.248.169.48,,,ns1.namefind.com
homoglyph,payments.amazom.com,3.33.139.32,,,
homoglyph,payments.amazorn.com,,,,
homoglyph,payments.amazorr.com,,,,
homoglyph,payments.ammazon.com,,,,
homoglyph,payments.amnazon.com,,,,
homoglyph,payments.anaz0n.com,,,,
homoglyph,payments.anazon.com,,,,
homoglyph,payments.arazon.com,173.67.30.99,,,
homoglyph,payments.anazom.com,3.33.139.32,,,
homoglyph,payments.anazor.com,3.94.41.167,,,nsg1.namebrightdns.com
homoglyph,payments.anmazon.com,,,,
homoglyph,payments.annaz0n.com,,,,
homoglyph,payments.annazom.com,,,,
homoglyph,payments.annazon.com,,,,
homoglyph,payments.annazor.com,,,,
homoglyph,payments.anrazon.com,,,,
homoglyph,payments.armazon.com,,,,
homoglyph,payments.arnaz0n.com,,,,
homoglyph,payments.arnazom.com,,,,
homoglyph,payments.arnazon.com,,,,
homoglyph,payments.arnazor.com,,,,
homoglyph,payments.arraz0n.com,,,,
homoglyph,payments.arrazom.com,,,,
homoglyph,payments.arrazon.com,,,,
homoglyph,payments.arrazor.com,,,,
homoglyph,payments.xn--aaon-19a2035b.com,,,,
homoglyph,payments.xn--aaon-19a4135b.com,,,,
homoglyph,payments.xn--aaon-19a49l.com,,,,
homoglyph,payments.xn--aaon-19a6235b.com,,,,
homoglyph,payments.xn--aaon-19a6643b.com,,,,
homoglyph,payments.xn--aaon-5c5a7w.com,,,,
homoglyph,payments.xn--aaon-5c5ar30h.com,,,,
homoglyph,payments.xn--aaon-5c5avw.com,,,,
homoglyph,payments.xn--aaon-bbc1q.com,,,,
homoglyph,payments.xn--aaon-bbc3112b.com,,,,
homoglyph,payments.xn--aaon-bbc7234b.com,,,,
homoglyph,payments.xn--aaon-bbc7955d.com,,,,
homoglyph,payments.xn--aaon-bbc9334b.com,,,,
homoglyph,payments.xn--aaon-cbb0925b.com,,,,
homoglyph,payments.xn--aaon-cbb2035b.com,,,,
homoglyph,payments.xn--aaon-cbb28l.com,,,,
homoglyph,payments.xn--aaon-cbb4135b.com,,,,
homoglyph,payments.xn--aaon-cbb4543b.com,,,,
homoglyph,payments.xn--aaon-g33a168h.com,,,,
homoglyph,payments.xn--aaon-g33a59h.com,,,,
homoglyph,payments.xn--aaon-g33arf.com,,,,
homoglyph,payments.xn--aaon-g33av0i.com,,,,
homoglyph,payments.xn--aaon-gd5a120h.com,,,,
homoglyph,payments.xn--aaon-gd5a5v.com,,,,
homoglyph,payments.xn--aaon-gd5avw.com,,,,
homoglyph,payments.xn--aaon-h63a01f.com,,,,
homoglyph,payments.xn--aaon-h63ao1f.com,,,,
homoglyph,payments.xn--aaon-h63aq2f.com,,,,
homoglyph,payments.xn--aaon-mbb07l.com,,,,
homoglyph,payments.xn--aaon-mbb0925b.com,,,,
homoglyph,payments.xn--aaon-mbb2035b.com,,,,
homoglyph,payments.xn--aaon-mbb2443b.com,,,,
homoglyph,payments.xn--aaon-mbb8725b.com,,,,
homoglyph,payments.xn--aaon-mjb2494b.com,,,,
homoglyph,payments.xn--aaon-mjb43i.com,,,,
homoglyph,payments.xn--aaon-mjb4594b.com,,,,
homoglyph,payments.xn--aaon-mjb6013b.com,,,,
homoglyph,payments.xn--aaon-mjb6694b.com,,,,
homoglyph,payments.xn--aaon-qd5a5v.com,,,,
homoglyph,payments.xn--aaon-qd5ap20h.com,,,,
homoglyph,payments.xn--aaon-qd5atv.com,,,,
homoglyph,payments.xn--aaon-rfc4363b.com,,,,
homoglyph,payments.xn--aaon-rfc6463b.com,,,,
homoglyph,payments.xn--aaon-rfc8563b.com,,,,
homoglyph,payments.xn--aaon-rfc8971b.com,,,,
homoglyph,payments.xn--aaz0n-2k1b.com,,,,
homoglyph,payments.xn--aaz0n-919a.com,,,,
homoglyph,payments.xn--aaz0n-fl1b.com,,,,
homoglyph,payments.xn--aaz0n-ipc.com,,,,
homoglyph,payments.xn--aaz0n-qk1b.com,,,,
homoglyph,payments.xn--aazn-2qa1116b.com,,,,
homoglyph,payments.xn--aazn-2qa19t.com,,,,
homoglyph,payments.xn--aazn-2qa3216b.com,,,,
homoglyph,payments.xn--aazn-2qa3624b.com,,,,
homoglyph,payments.xn--aazn-2qa9906b.com,,,,
homoglyph,payments.xn--aazn-5c5a42b.com,,,,
homoglyph,payments.xn--aazn-5c5as2b.com,,,,
homoglyph,payments.xn--aazn-73a1173b.com,,,,
homoglyph,payments.xn--aazn-73a1755b.com,,,,
homoglyph,payments.xn--aazn-73a7455b.com,,,,
homoglyph,payments.xn--aazn-73a93o.com,,,,
homoglyph,payments.xn--aazn-73a9555b.com,,,,
homoglyph,payments.xn--aazn-7qa3906b.com,,,,
homoglyph,payments.xn--aazn-7qa5016b.com,,,,
homoglyph,payments.xn--aazn-7qa58t.com,,,,
homoglyph,payments.xn--aazn-7qa7116b.com,,,,
homoglyph,payments.xn--aazn-7qa7524b.com,,,,
homoglyph,payments.xn--aazn-bbc0002b.com,,,,
