dest_ip,metadata_comment
5.231.107.0/24,AS19318 IPv4
216.219.80.0/20,AS19318 IPv4
94.249.244.0/24,AS19318 IPv4
91.208.95.0/24,AS19318 IPv4
206.206.90.0/24,AS19318 IPv4
162.245.190.0/24,AS19318 IPv4
166.0.144.0/24,AS19318 IPv4
50.20.206.0/23,AS19318 IPv4
161.129.64.0/24,AS19318 IPv4
5.231.123.0/24,AS19318 IPv4
94.249.248.0/24,AS19318 IPv4
66.45.224.0/19,AS19318 IPv4
103.197.16.0/22,AS19318 IPv4
94.249.225.0/24,AS19318 IPv4
104.223.39.0/24,AS19318 IPv4
216.225.156.0/22,AS19318 IPv4
67.217.48.0/20,AS19318 IPv4
50.20.202.0/23,AS19318 IPv4
104.37.184.0/21,AS19318 IPv4
94.249.206.0/24,AS19318 IPv4
94.249.245.0/24,AS19318 IPv4
94.249.247.0/24,AS19318 IPv4
89.106.1.0/24,AS19318 IPv4
161.129.65.0/24,AS19318 IPv4
173.240.152.0/23,AS19318 IPv4
162.245.184.0/21,AS19318 IPv4
209.159.144.0/20,AS19318 IPv4
199.231.184.0/21,AS19318 IPv4
23.95.162.0/24,AS19318 IPv4
69.10.32.0/19,AS19318 IPv4
5.231.106.0/24,AS19318 IPv4
162.220.160.0/21,AS19318 IPv4
89.144.34.0/24,AS19318 IPv4
5.231.119.0/24,AS19318 IPv4
194.180.184.0/24,AS19318 IPv4
5.231.110.0/24,AS19318 IPv4
150.241.203.0/24,AS19318 IPv4
161.129.67.0/24,AS19318 IPv4
94.103.174.0/24,AS19318 IPv4
104.223.60.0/24,AS19318 IPv4
94.249.250.0/24,AS19318 IPv4
194.104.156.0/24,AS19318 IPv4
151.242.58.0/24,AS19318 IPv4
94.249.251.0/24,AS19318 IPv4
67.217.48.0/24,AS19318 IPv4
94.249.229.0/24,AS19318 IPv4
92.119.157.0/24,AS19318 IPv4
94.249.203.0/24,AS19318 IPv4
178.18.147.0/24,AS19318 IPv4
174.138.176.0/20,AS19318 IPv4
2a0f:1207::/32,AS19318 IPv6
63.135.164.0/24,AS19318 IPv4
66.23.224.0/20,AS19318 IPv4
162.246.16.0/21,AS19318 IPv4
216.225.153.0/24,AS19318 IPv4
155.2.192.0/24,AS19318 IPv4
198.96.88.0/21,AS19318 IPv4
94.249.202.0/24,AS19318 IPv4
161.129.66.0/24,AS19318 IPv4
94.249.201.0/24,AS19318 IPv4
162.250.120.0/21,AS19318 IPv4
216.219.93.0/24,AS19318 IPv4
94.249.204.0/24,AS19318 IPv4
109.205.213.0/24,AS19318 IPv4
5.231.121.0/24,AS19318 IPv4
94.103.166.0/24,AS19318 IPv4
162.250.125.0/24,AS19318 IPv4
68.168.212.0/24,AS19318 IPv4
23.26.78.0/24,AS19318 IPv4
5.231.117.0/24,AS19318 IPv4
155.117.254.0/23,AS19318 IPv4
208.73.200.0/21,AS19318 IPv4
193.104.33.0/24,AS19318 IPv4
94.249.199.0/24,AS19318 IPv4
162.216.112.0/22,AS19318 IPv4
68.168.208.0/20,AS19318 IPv4
154.194.224.0/23,AS19318 IPv4
104.223.61.0/24,AS19318 IPv4
2a0f:1584:2::/48,AS19318 IPv6
5.231.116.0/24,AS19318 IPv4
157.250.192.0/20,AS19318 IPv4
94.249.249.0/24,AS19318 IPv4
162.33.21.0/24,AS19318 IPv4
173.225.96.0/20,AS19318 IPv4
94.103.173.0/24,AS19318 IPv4
162.33.26.0/24,AS19318 IPv4
5.231.120.0/24,AS19318 IPv4
64.20.37.0/24,AS19318 IPv4
5.231.108.0/24,AS19318 IPv4
198.96.89.0/24,AS19318 IPv4
67.211.208.0/20,AS19318 IPv4
94.249.198.0/24,AS19318 IPv4
94.103.172.0/24,AS19318 IPv4
192.64.80.0/21,AS19318 IPv4
94.249.197.0/24,AS19318 IPv4
216.225.154.0/23,AS19318 IPv4
2a12:a800:11::/48,AS19318 IPv6
161.129.64.0/21,AS19318 IPv4
94.249.252.0/24,AS19318 IPv4
64.20.32.0/19,AS19318 IPv4
151.242.41.0/24,AS19318 IPv4
154.85.22.0/23,AS19318 IPv4
94.249.230.0/24,AS19318 IPv4
2a0a:b382::/32,AS19318 IPv6
74.217.202.0/23,AS19318 IPv4
66.248.197.0/24,AS19318 IPv4
216.158.224.0/20,AS19318 IPv4
206.72.192.0/20,AS19318 IPv4
74.50.64.0/19,AS19318 IPv4
162.33.17.0/24,AS19318 IPv4
66.225.228.0/23,AS19318 IPv4
94.249.227.0/24,AS19318 IPv4
194.179.146.0/23,AS19318 IPv4
69.42.222.0/24,AS19318 IPv4
94.249.228.0/24,AS19318 IPv4
162.245.185.0/24,AS19318 IPv4
171.22.28.0/24,AS19318 IPv4
69.10.32.0/20,AS19318 IPv4
94.249.226.0/24,AS19318 IPv4
45.135.128.0/24,AS19318 IPv4
205.209.96.0/19,AS19318 IPv4
5.231.109.0/24,AS19318 IPv4
69.10.48.0/20,AS19318 IPv4
130.250.190.0/24,AS19318 IPv4
94.249.205.0/24,AS19318 IPv4
162.33.30.0/23,AS19318 IPv4
173.240.148.0/23,AS19318 IPv4
66.248.192.0/24,AS19318 IPv4
173.214.160.0/20,AS19318 IPv4
94.249.243.0/24,AS19318 IPv4
94.249.246.0/24,AS19318 IPv4
5.231.122.0/24,AS19318 IPv4
94.249.200.0/24,AS19318 IPv4
191.96.88.0/22,AS19318 IPv4
204.13.232.0/21,AS19318 IPv4
2604:a00::/32,AS19318 IPv6
5.231.118.0/24,AS19318 IPv4
173.240.158.0/23,AS19318 IPv4
104.218.48.0/21,AS19318 IPv4
