dest_ip,metadata_comment
196.44.116.0/24,AS327814 IPv4
196.44.111.0/24,AS327814 IPv4
2c0f:f618:0:6::/64,AS327814 IPv6
196.44.99.0/24,AS327814 IPv4
196.44.104.0/24,AS327814 IPv4
196.44.101.0/24,AS327814 IPv4
196.44.124.0/24,AS327814 IPv4
196.44.119.0/24,AS327814 IPv4
196.44.115.0/24,AS327814 IPv4
196.44.97.0/24,AS327814 IPv4
196.44.117.0/24,AS327814 IPv4
196.44.108.0/24,AS327814 IPv4
196.44.110.0/24,AS327814 IPv4
196.44.96.0/24,AS327814 IPv4
196.44.114.0/24,AS327814 IPv4
196.44.113.0/24,AS327814 IPv4
196.44.98.0/24,AS327814 IPv4
2c0f:f618:0:2::/64,AS327814 IPv6
2001:43f8:ae0:57d::/64,AS327814 IPv6
196.44.107.0/24,AS327814 IPv4
196.44.100.0/24,AS327814 IPv4
2c0f:f618::/32,AS327814 IPv6
196.44.109.0/24,AS327814 IPv4
2c0f:f618:0:5::/64,AS327814 IPv6
196.44.103.0/24,AS327814 IPv4
196.44.112.0/24,AS327814 IPv4
196.44.105.0/24,AS327814 IPv4
196.44.106.0/24,AS327814 IPv4
196.44.102.0/24,AS327814 IPv4
