dest_ip,metadata_comment
193.68.64.0/20,AS8285 IPv4
193.68.68.0/24,AS8285 IPv4
193.68.73.0/24,AS8285 IPv4
213.21.201.0/24,AS8285 IPv4
213.21.208.0/24,AS8285 IPv4
213.21.192.0/18,AS8285 IPv4
194.8.8.0/24,AS8285 IPv4
2a06:e8c0::/29,AS8285 IPv6
185.118.76.0/22,AS8285 IPv4
194.8.5.0/24,AS8285 IPv4
193.68.80.0/20,AS8285 IPv4
213.21.203.0/24,AS8285 IPv4
194.8.6.0/23,AS8285 IPv4
213.21.224.0/19,AS8285 IPv4
213.21.217.0/24,AS8285 IPv4
213.21.216.0/24,AS8285 IPv4
213.21.248.0/21,AS8285 IPv4
193.68.64.0/19,AS8285 IPv4
193.68.90.0/24,AS8285 IPv4
213.21.199.0/24,AS8285 IPv4
