dest_ip,metadata_comment
174.48.0.0/12,AS7922 IPv4
173.8.0.0/13,AS7922 IPv4
198.178.8.0/21,AS7922 IPv4
96.124.0.0/16,AS7922 IPv4
184.108.0.0/14,AS7922 IPv4
173.160.0.0/13,AS7922 IPv4
50.128.0.0/9,AS7922 IPv4
107.4.0.0/15,AS7922 IPv4
216.122.116.0/22,AS7922 IPv4
98.192.0.0/10,AS7922 IPv4
50.76.0.0/14,AS7922 IPv4
184.112.0.0/12,AS7922 IPv4
71.192.0.0/12,AS7922 IPv4
24.0.0.0/12,AS7922 IPv4
65.97.0.0/19,AS7922 IPv4
24.60.0.0/14,AS7922 IPv4
69.180.0.0/15,AS7922 IPv4
50.73.0.0/16,AS7922 IPv4
66.240.0.0/18,AS7922 IPv4
66.56.0.0/18,AS7922 IPv4
50.221.162.0/24,AS7922 IPv4
64.139.64.0/19,AS7922 IPv4
66.41.0.0/16,AS7922 IPv4
76.96.0.0/11,AS7922 IPv4
24.129.0.0/17,AS7922 IPv4
96.96.0.0/12,AS7922 IPv4
208.39.128.0/18,AS7922 IPv4
2620:fd:8000::/48,AS7922 IPv6
75.144.0.0/13,AS7922 IPv4
75.75.128.0/18,AS7922 IPv4
24.16.0.0/13,AS7922 IPv4
162.17.0.0/16,AS7922 IPv4
172.244.0.0/16,AS7922 IPv4
68.80.0.0/13,AS7922 IPv4
98.32.0.0/11,AS7922 IPv4
147.191.0.0/16,AS7922 IPv4
76.128.0.0/11,AS7922 IPv4
216.122.112.0/22,AS7922 IPv4
75.74.0.0/16,AS7922 IPv4
209.23.192.0/18,AS7922 IPv4
24.118.0.0/16,AS7922 IPv4
24.40.0.0/18,AS7922 IPv4
24.128.0.0/16,AS7922 IPv4
23.30.0.0/15,AS7922 IPv4
71.24.0.0/14,AS7922 IPv4
70.88.0.0/14,AS7922 IPv4
96.64.0.0/11,AS7922 IPv4
24.98.0.0/15,AS7922 IPv4
74.16.0.0/12,AS7922 IPv4
50.220.178.0/24,AS7922 IPv4
24.91.0.0/16,AS7922 IPv4
66.229.0.0/16,AS7922 IPv4
174.140.228.0/23,AS7922 IPv4
23.68.0.0/14,AS7922 IPv4
24.147.0.0/16,AS7922 IPv4
24.153.64.0/19,AS7922 IPv4
204.11.116.0/22,AS7922 IPv4
24.124.128.0/17,AS7922 IPv4
2001:558::/29,AS7922 IPv6
165.137.0.0/16,AS7922 IPv4
24.245.0.0/18,AS7922 IPv4
65.96.0.0/16,AS7922 IPv4
198.0.0.0/16,AS7922 IPv4
73.0.0.0/8,AS7922 IPv4
23.24.0.0/15,AS7922 IPv4
24.130.0.0/15,AS7922 IPv4
69.240.0.0/12,AS7922 IPv4
76.16.0.0/12,AS7922 IPv4
24.125.0.0/16,AS7922 IPv4
24.126.0.0/15,AS7922 IPv4
68.32.0.0/11,AS7922 IPv4
69.136.0.0/13,AS7922 IPv4
66.176.0.0/15,AS7922 IPv4
24.40.64.0/20,AS7922 IPv4
66.30.0.0/15,AS7922 IPv4
107.0.0.0/14,AS7922 IPv4
140.99.132.0/22,AS7922 IPv4
75.64.0.0/13,AS7922 IPv4
169.152.0.0/16,AS7922 IPv4
24.104.128.0/19,AS7922 IPv4
71.224.0.0/12,AS7922 IPv4
24.218.0.0/16,AS7922 IPv4
64.56.32.0/19,AS7922 IPv4
72.55.0.0/17,AS7922 IPv4
198.137.252.0/23,AS7922 IPv4
174.160.0.0/11,AS7922 IPv4
75.75.0.0/17,AS7922 IPv4
96.120.0.0/14,AS7922 IPv4
96.192.0.0/11,AS7922 IPv4
2601::/20,AS7922 IPv6
24.34.0.0/16,AS7922 IPv4
216.45.128.0/17,AS7922 IPv4
74.92.0.0/14,AS7922 IPv4
24.104.0.0/17,AS7922 IPv4
65.34.128.0/17,AS7922 IPv4
66.208.192.0/18,AS7922 IPv4
162.148.0.0/14,AS7922 IPv4
67.160.0.0/11,AS7922 IPv4
173.214.184.0/23,AS7922 IPv4
75.72.0.0/15,AS7922 IPv4
2603:2000::/20,AS7922 IPv6
24.30.0.0/17,AS7922 IPv4
2603:3000::/24,AS7922 IPv6
96.112.0.0/13,AS7922 IPv4
96.128.0.0/10,AS7922 IPv4
71.56.0.0/13,AS7922 IPv4
