dest_ip,metadata_comment
170.80.110.0/24,AS263812 IPv4
190.120.230.0/24,AS263812 IPv4
190.120.231.0/24,AS263812 IPv4
138.186.141.0/24,AS263812 IPv4
2800:ba0:36::/48,AS263812 IPv6
2800:ba0:14::/48,AS263812 IPv6
2800:ba0:30::/48,AS263812 IPv6
45.228.67.0/24,AS263812 IPv4
200.23.128.0/24,AS263812 IPv4
38.165.234.0/24,AS263812 IPv4
38.165.235.0/24,AS263812 IPv4
190.103.177.0/24,AS263812 IPv4
38.165.229.0/24,AS263812 IPv4
38.165.237.0/24,AS263812 IPv4
2800:ba0:28::/48,AS263812 IPv6
2800:ba0:99::/48,AS263812 IPv6
2800:ba0:34::/48,AS263812 IPv6
138.186.142.0/24,AS263812 IPv4
2800:ba0:2::/48,AS263812 IPv6
2800:ba0:6c::/48,AS263812 IPv6
190.103.178.0/24,AS263812 IPv4
2800:ba0:26::/48,AS263812 IPv6
2800:ba0:6a::/48,AS263812 IPv6
38.165.231.0/24,AS263812 IPv4
2800:ba0:20::/48,AS263812 IPv6
38.165.233.0/24,AS263812 IPv4
2800:ba0::/48,AS263812 IPv6
2800:ba0:10::/48,AS263812 IPv6
170.80.109.0/24,AS263812 IPv4
38.123.193.0/24,AS263812 IPv4
138.186.140.0/24,AS263812 IPv4
190.103.176.0/24,AS263812 IPv4
170.80.108.0/24,AS263812 IPv4
2800:ba0:8::/48,AS263812 IPv6
38.165.232.0/24,AS263812 IPv4
2800:ba0:22::/48,AS263812 IPv6
196.16.72.0/23,AS263812 IPv4
2800:ba0:18a::/48,AS263812 IPv6
38.165.236.0/24,AS263812 IPv4
2800:ba0:2e::/48,AS263812 IPv6
2800:ba0:38::/48,AS263812 IPv6
170.80.111.0/24,AS263812 IPv4
138.186.143.0/24,AS263812 IPv4
2800:ba0:24::/48,AS263812 IPv6
2800:ba0:32::/48,AS263812 IPv6
2800:ba0:18::/48,AS263812 IPv6
190.120.229.0/24,AS263812 IPv4
38.165.230.0/24,AS263812 IPv4
196.19.214.0/23,AS263812 IPv4
2800:ba0:ba16::/48,AS263812 IPv6
190.103.179.0/24,AS263812 IPv4
2800:ba0:6::/48,AS263812 IPv6
2800:ba0:16::/48,AS263812 IPv6
38.165.228.0/24,AS263812 IPv4
