dest_ip,metadata_comment
204.12.192.0/18,AS32097 IPv4
2602:fed3:4::/48,AS32097 IPv6
2602:fed3:9::/48,AS32097 IPv6
208.110.64.0/19,AS32097 IPv4
69.197.142.0/24,AS32097 IPv4
208.110.91.0/24,AS32097 IPv4
69.197.134.0/24,AS32097 IPv4
69.197.150.0/24,AS32097 IPv4
173.208.128.0/17,AS32097 IPv4
72.18.214.0/23,AS32097 IPv4
2602:fed3:2::/48,AS32097 IPv6
2602:fed3:8::/48,AS32097 IPv6
69.30.192.0/18,AS32097 IPv4
69.197.152.0/24,AS32097 IPv4
173.208.142.0/24,AS32097 IPv4
209.209.40.0/22,AS32097 IPv4
208.110.87.0/24,AS32097 IPv4
69.30.237.0/24,AS32097 IPv4
2602:fed3:1::/48,AS32097 IPv6
23.128.64.0/24,AS32097 IPv4
2001:4858::/32,AS32097 IPv6
2602:fed3:3::/48,AS32097 IPv6
69.197.128.0/18,AS32097 IPv4
83.147.36.0/22,AS32097 IPv4
23.128.65.0/24,AS32097 IPv4
163.123.180.0/22,AS32097 IPv4
2602:fed3:5::/48,AS32097 IPv6
69.197.140.0/23,AS32097 IPv4
