dest_ip,metadata_comment
2a02:29b8::/32,AS51852 IPv6
38.180.161.0/24,AS51852 IPv4
38.180.46.0/23,AS51852 IPv4
141.255.160.0/21,AS51852 IPv4
2a09:4d45::/32,AS51852 IPv6
38.180.162.0/24,AS51852 IPv4
38.180.15.0/24,AS51852 IPv4
176.223.113.0/24,AS51852 IPv4
38.244.144.0/24,AS51852 IPv4
38.244.145.0/24,AS51852 IPv4
38.180.84.0/23,AS51852 IPv4
46.19.136.0/21,AS51852 IPv4
176.223.111.0/24,AS51852 IPv4
176.223.112.0/24,AS51852 IPv4
185.12.44.0/22,AS51852 IPv4
31.7.56.0/21,AS51852 IPv4
179.43.128.0/18,AS51852 IPv4
190.211.252.0/22,AS51852 IPv4
81.17.16.0/20,AS51852 IPv4
46.102.152.0/24,AS51852 IPv4
