dest_ip,metadata_comment
194.146.14.0/24,AS141039 IPv4
185.202.220.0/24,AS141039 IPv4
185.169.0.0/24,AS141039 IPv4
45.82.33.0/24,AS141039 IPv4
2400:bb40:2001::/48,AS141039 IPv6
192.145.119.0/24,AS141039 IPv4
185.202.221.0/24,AS141039 IPv4
46.183.108.0/24,AS141039 IPv4
193.42.0.0/24,AS141039 IPv4
2400:bb40:2006::/48,AS141039 IPv6
2400:bb40:2011::/48,AS141039 IPv6
45.88.222.0/24,AS141039 IPv4
2400:bb40:2003::/48,AS141039 IPv6
45.88.220.0/24,AS141039 IPv4
2400:bb40:2000::/48,AS141039 IPv6
83.136.182.0/24,AS141039 IPv4
5.182.32.0/24,AS141039 IPv4
45.14.195.0/24,AS141039 IPv4
185.65.50.0/24,AS141039 IPv4
192.145.117.0/24,AS141039 IPv4
193.43.135.0/24,AS141039 IPv4
2407:e8c0:10::/48,AS141039 IPv6
2.59.157.0/24,AS141039 IPv4
45.85.144.0/24,AS141039 IPv4
2400:bb40:2007::/48,AS141039 IPv6
2400:bb40:2008::/48,AS141039 IPv6
192.145.116.0/24,AS141039 IPv4
2400:bb40:2002::/48,AS141039 IPv6
2400:bb40:2010::/48,AS141039 IPv6
192.145.118.0/24,AS141039 IPv4
185.203.219.0/24,AS141039 IPv4
2400:bb40:2005::/48,AS141039 IPv6
2400:bb40:2009::/48,AS141039 IPv6
185.203.218.0/24,AS141039 IPv4
