dest_ip,metadata_comment
204.76.203.0/24,AS51396 IPv4
2a12:5a00::/30,AS51396 IPv6
2a12:8ec4::/30,AS51396 IPv6
2a12:8ec0::/30,AS51396 IPv6
45.135.193.0/24,AS51396 IPv4
2a12:5a04::/30,AS51396 IPv6
2a12:e240::/30,AS51396 IPv6
2a05:b0c6:a200::/39,AS51396 IPv6
2a11:5780::/30,AS51396 IPv6
213.21.232.0/24,AS51396 IPv4
2a12:8100::/30,AS51396 IPv6
154.213.184.0/24,AS51396 IPv4
2a14:7c3::/32,AS51396 IPv6
154.213.187.0/24,AS51396 IPv4
2a14:7c2:ff00::/40,AS51396 IPv6
154.213.185.0/24,AS51396 IPv4
2a12:ccc0::/30,AS51396 IPv6
2a14:7c1::/32,AS51396 IPv6
154.213.189.0/24,AS51396 IPv4
2a12:6744::/30,AS51396 IPv6
2a12:6740::/30,AS51396 IPv6
45.135.194.0/24,AS51396 IPv4
154.213.190.0/24,AS51396 IPv4
2a12:dd47:8500::/40,AS51396 IPv6
154.213.186.0/24,AS51396 IPv4
154.213.188.0/24,AS51396 IPv4
2a11:5784::/30,AS51396 IPv6
2a12:ccc4::/30,AS51396 IPv6
2a14:7c0:f400::/38,AS51396 IPv6
2a12:e244::/30,AS51396 IPv6
2a12:8104::/30,AS51396 IPv6
2a14:7c2::/32,AS51396 IPv6
2a05:b0c7:6000::/36,AS51396 IPv6
