dest_ip,metadata_comment
2001:b011:7800::/38,AS3462 IPv6
125.225.0.0/16,AS3462 IPv4
1.165.0.0/16,AS3462 IPv4
1.34.0.0/16,AS3462 IPv4
111.240.0.0/12,AS3462 IPv4
111.241.0.0/16,AS3462 IPv4
59.127.0.0/16,AS3462 IPv4
111.255.0.0/16,AS3462 IPv4
2001:b030:8000::/36,AS3462 IPv6
220.128.128.0/17,AS3462 IPv4
114.26.0.0/16,AS3462 IPv4
118.164.0.0/16,AS3462 IPv4
220.133.0.0/16,AS3462 IPv4
2001:b032::/37,AS3462 IPv6
1.160.0.0/16,AS3462 IPv4
114.43.0.0/16,AS3462 IPv4
122.121.0.0/16,AS3462 IPv4
2001:b001::/32,AS3462 IPv6
2001:b011::/37,AS3462 IPv6
211.72.233.0/24,AS3462 IPv4
2001:b011:f200::/39,AS3462 IPv6
1.166.0.0/16,AS3462 IPv4
122.116.0.0/16,AS3462 IPv4
104.107.56.0/22,AS3462 IPv4
2001:b031:5c00::/38,AS3462 IPv6
203.66.0.0/16,AS3462 IPv4
210.61.0.0/16,AS3462 IPv4
218.165.0.0/16,AS3462 IPv4
114.34.0.0/16,AS3462 IPv4
59.119.0.0/16,AS3462 IPv4
168.95.0.0/16,AS3462 IPv4
114.32.0.0/16,AS3462 IPv4
2001:b030:fc00::/39,AS3462 IPv6
2001:b011:bc00::/38,AS3462 IPv6
122.118.0.0/16,AS3462 IPv4
111.252.0.0/16,AS3462 IPv4
114.47.0.0/16,AS3462 IPv4
2001:b011:5c00::/38,AS3462 IPv6
218.160.0.0/16,AS3462 IPv4
36.233.0.0/16,AS3462 IPv4
61.224.0.0/16,AS3462 IPv4
107.155.30.0/24,AS3462 IPv4
1.167.0.0/16,AS3462 IPv4
59.123.0.0/16,AS3462 IPv4
1.169.22.0/24,AS3462 IPv4
211.75.0.0/16,AS3462 IPv4
36.230.0.0/16,AS3462 IPv4
36.236.0.0/16,AS3462 IPv4
114.25.0.0/16,AS3462 IPv4
111.243.0.0/16,AS3462 IPv4
61.224.0.0/14,AS3462 IPv4
2001:b030:1000::/37,AS3462 IPv6
36.229.0.0/16,AS3462 IPv4
1.171.0.0/16,AS3462 IPv4
2001:b011:1000::/37,AS3462 IPv6
210.71.128.0/17,AS3462 IPv4
2001:b031::/37,AS3462 IPv6
114.35.0.0/16,AS3462 IPv4
2001:b031:7800::/38,AS3462 IPv6
118.163.0.0/16,AS3462 IPv4
59.125.0.0/16,AS3462 IPv4
61.231.0.0/16,AS3462 IPv4
220.141.0.0/16,AS3462 IPv4
118.170.0.0/16,AS3462 IPv4
220.128.77.0/24,AS3462 IPv4
111.250.0.0/16,AS3462 IPv4
2001:b032:7000::/37,AS3462 IPv6
1.161.0.0/16,AS3462 IPv4
36.235.0.0/16,AS3462 IPv4
36.238.0.0/16,AS3462 IPv4
2001:b011:fc00::/39,AS3462 IPv6
111.249.0.0/16,AS3462 IPv4
125.227.0.0/16,AS3462 IPv4
220.128.59.0/24,AS3462 IPv4
2001:b000:100::/40,AS3462 IPv6
36.232.0.0/16,AS3462 IPv4
2001:b031:7000::/37,AS3462 IPv6
2001:b030:b000::/38,AS3462 IPv6
118.166.0.0/16,AS3462 IPv4
2001:b011:fe00::/39,AS3462 IPv6
60.249.0.0/16,AS3462 IPv4
61.222.94.0/24,AS3462 IPv4
2001:b011:7c00::/38,AS3462 IPv6
218.164.0.0/16,AS3462 IPv4
36.233.254.0/24,AS3462 IPv4
122.127.0.0/16,AS3462 IPv4
218.171.0.0/16,AS3462 IPv4
61.220.0.0/16,AS3462 IPv4
36.228.0.0/16,AS3462 IPv4
2001:b030:f200::/39,AS3462 IPv6
218.166.0.0/16,AS3462 IPv4
202.39.128.0/17,AS3462 IPv4
61.216.0.0/16,AS3462 IPv4
36.237.0.0/16,AS3462 IPv4
202.39.64.0/20,AS3462 IPv4
61.230.0.0/16,AS3462 IPv4
2001:b030:7000::/37,AS3462 IPv6
220.129.0.0/16,AS3462 IPv4
2001:b011:d800::/38,AS3462 IPv6
192.254.86.0/24,AS3462 IPv4
220.130.0.0/16,AS3462 IPv4
220.128.79.0/24,AS3462 IPv4
2001:b031:fa00::/39,AS3462 IPv6
103.21.60.0/23,AS3462 IPv4
122.126.0.0/16,AS3462 IPv4
59.115.0.0/16,AS3462 IPv4
2001:b031:2000::/36,AS3462 IPv6
111.244.128.0/17,AS3462 IPv4
2001:b030:7c00::/38,AS3462 IPv6
59.114.0.0/16,AS3462 IPv4
211.20.0.0/16,AS3462 IPv4
220.128.62.0/24,AS3462 IPv4
2001:b030:fe00::/39,AS3462 IPv6
2001:b031:d000::/38,AS3462 IPv6
1.168.0.0/16,AS3462 IPv4
220.132.0.0/16,AS3462 IPv4
59.116.0.0/16,AS3462 IPv4
59.121.0.0/16,AS3462 IPv4
103.21.62.0/23,AS3462 IPv4
210.59.128.0/17,AS3462 IPv4
220.134.0.0/16,AS3462 IPv4
220.131.0.0/16,AS3462 IPv4
59.124.0.0/16,AS3462 IPv4
118.165.0.0/16,AS3462 IPv4
220.135.0.0/16,AS3462 IPv4
2001:b030:a400::/38,AS3462 IPv6
