dest_ip,metadata_comment
2a12:8fc6:cc00::/48,AS34465 IPv6
23.147.136.0/24,AS34465 IPv4
2a12:8fc6:c31a::/48,AS34465 IPv6
2a12:8fc6:daa0::/48,AS34465 IPv6
2a12:8fc6:dae0::/48,AS34465 IPv6
2a12:8fc6:a1c3::/48,AS34465 IPv6
2a12:8fc6:aa00::/48,AS34465 IPv6
64.40.197.0/24,AS34465 IPv4
2a12:8fc6:a517::/48,AS34465 IPv6
2a12:8fc6:bab0::/48,AS34465 IPv6
2a12:8fc6:ace1::/48,AS34465 IPv6
102.209.243.0/24,AS34465 IPv4
2a12:8fc6:ee01::/48,AS34465 IPv6
64.40.196.0/24,AS34465 IPv4
2a12:8fc6:ceca::/48,AS34465 IPv6
2a12:8fc6:cd04::/48,AS34465 IPv6
2a12:8fc6:bdee::/48,AS34465 IPv6
2a12:8fc6:cae1::/48,AS34465 IPv6
2a12:8fc6:c341::/48,AS34465 IPv6
2a12:8fc6:be01::/48,AS34465 IPv6
2a12:8fc6:ae44::/48,AS34465 IPv6
64.40.198.0/24,AS34465 IPv4
2a12:8fc6:efdf::/48,AS34465 IPv6
2a12:8fc6:ace3::/48,AS34465 IPv6
2a12:8fc6:cc21::/48,AS34465 IPv6
2a12:8fc6:5ee::/48,AS34465 IPv6
102.222.156.0/24,AS34465 IPv4
185.188.28.0/24,AS34465 IPv4
2a12:8fc6:ace2::/48,AS34465 IPv6
2a12:8fc6:caa0::/48,AS34465 IPv6
2a12:8fc6:dbaa::/48,AS34465 IPv6
154.51.12.0/24,AS34465 IPv4
2602:29f:270::/44,AS34465 IPv6
2a12:8fc6:db00::/48,AS34465 IPv6
2a12:8fc6:eaca::/48,AS34465 IPv6
2a12:8fc6:fae0::/48,AS34465 IPv6
64.40.199.0/24,AS34465 IPv4
2a12:8fc6:a051::/48,AS34465 IPv6
2a12:8fc6:ca1c::/48,AS34465 IPv6
