dest_ip,metadata_comment
155.102.34.0/24,AS24429 IPv4
2404:2280:156::/48,AS24429 IPv6
155.102.2.0/24,AS24429 IPv4
163.181.110.0/24,AS24429 IPv4
2404:2280:193::/48,AS24429 IPv6
8.148.39.0/24,AS24429 IPv4
155.102.23.0/24,AS24429 IPv4
163.181.171.0/24,AS24429 IPv4
163.181.181.0/24,AS24429 IPv4
155.102.155.0/24,AS24429 IPv4
155.102.61.0/24,AS24429 IPv4
2404:2280:15d::/48,AS24429 IPv6
163.181.151.0/24,AS24429 IPv4
47.246.7.0/24,AS24429 IPv4
2404:2280:158::/48,AS24429 IPv6
2404:2280:1b0::/48,AS24429 IPv6
163.181.38.0/24,AS24429 IPv4
163.181.32.0/24,AS24429 IPv4
2404:2280:1ed::/48,AS24429 IPv6
155.102.146.0/24,AS24429 IPv4
163.181.249.0/24,AS24429 IPv4
2404:2280:115::/48,AS24429 IPv6
2404:2280:12e::/48,AS24429 IPv6
163.181.167.0/24,AS24429 IPv4
47.246.8.0/24,AS24429 IPv4
155.102.131.0/24,AS24429 IPv4
163.181.73.0/24,AS24429 IPv4
155.102.62.0/24,AS24429 IPv4
39.125.80.0/24,AS24429 IPv4
2404:2280:147::/48,AS24429 IPv6
155.102.42.0/24,AS24429 IPv4
163.181.197.0/24,AS24429 IPv4
155.102.39.0/24,AS24429 IPv4
47.246.4.0/24,AS24429 IPv4
31.56.124.0/24,AS24429 IPv4
163.181.56.0/24,AS24429 IPv4
163.181.61.0/24,AS24429 IPv4
155.102.40.0/24,AS24429 IPv4
47.246.0.0/24,AS24429 IPv4
170.33.98.0/24,AS24429 IPv4
163.181.128.0/24,AS24429 IPv4
163.181.162.0/24,AS24429 IPv4
155.102.18.0/24,AS24429 IPv4
39.97.206.0/24,AS24429 IPv4
155.102.29.0/24,AS24429 IPv4
2404:2280:1eb::/48,AS24429 IPv6
163.181.180.0/24,AS24429 IPv4
47.246.61.0/24,AS24429 IPv4
155.102.43.0/24,AS24429 IPv4
2404:2280:11f::/48,AS24429 IPv6
2404:2280:1b9::/48,AS24429 IPv6
2404:2280:127::/48,AS24429 IPv6
155.102.193.0/24,AS24429 IPv4
2404:2280:15c::/48,AS24429 IPv6
155.102.136.0/24,AS24429 IPv4
2404:2280:134::/48,AS24429 IPv6
2404:2280:160::/48,AS24429 IPv6
155.102.44.0/24,AS24429 IPv4
2404:2280:1fa::/48,AS24429 IPv6
163.181.157.0/24,AS24429 IPv4
2404:2280:18e::/48,AS24429 IPv6
2404:2280:1c6::/48,AS24429 IPv6
163.181.172.0/24,AS24429 IPv4
163.181.198.0/24,AS24429 IPv4
163.181.248.0/24,AS24429 IPv4
47.246.50.0/24,AS24429 IPv4
47.246.1.0/24,AS24429 IPv4
8.148.38.0/24,AS24429 IPv4
163.181.245.0/24,AS24429 IPv4
163.181.60.0/24,AS24429 IPv4
163.181.126.0/24,AS24429 IPv4
2404:2280:1cc::/48,AS24429 IPv6
2404:2280:1c8::/48,AS24429 IPv6
2404:2280:1dc::/48,AS24429 IPv6
163.181.250.0/24,AS24429 IPv4
163.181.80.0/24,AS24429 IPv4
163.181.188.0/24,AS24429 IPv4
39.97.204.0/22,AS24429 IPv4
47.246.22.0/24,AS24429 IPv4
47.246.12.0/24,AS24429 IPv4
2404:2280:1b8::/48,AS24429 IPv6
155.102.157.0/24,AS24429 IPv4
