service_name,service_path,metadata_tool_name,metadata_tool_category,metadata_tool_type,metadata_severity,metadata_comment,metadata_reference
Zoho Assist-Remote Support,*\ZAService.exe*,Zoho Assist,RMM,greyware_tool,high,Zoho Assist https://www.zoho.com/pt-br/assist/,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/PSMapExec.csv
