dest_port,metadata_comment,metadata_confidence,metatada_category,metadata_detection_type,metadata_link,metadata_reference
4043,HVNC Client & Server (Modified Tinynuke),medium,RMM,hunting,,https://github.com/mthcht/awesome-lists/tree/main/Lists
