dest_ip,metadata_comment
173.245.48.0/20,From https://www.cloudflare.com/ips-v4
103.21.244.0/22,From https://www.cloudflare.com/ips-v4
103.22.200.0/22,From https://www.cloudflare.com/ips-v4
103.31.4.0/22,From https://www.cloudflare.com/ips-v4
141.101.64.0/18,From https://www.cloudflare.com/ips-v4
108.162.192.0/18,From https://www.cloudflare.com/ips-v4
190.93.240.0/20,From https://www.cloudflare.com/ips-v4
188.114.96.0/20,From https://www.cloudflare.com/ips-v4
197.234.240.0/22,From https://www.cloudflare.com/ips-v4
198.41.128.0/17,From https://www.cloudflare.com/ips-v4
162.158.0.0/15,From https://www.cloudflare.com/ips-v4
104.16.0.0/13,From https://www.cloudflare.com/ips-v4
104.24.0.0/14,From https://www.cloudflare.com/ips-v4
172.64.0.0/13,From https://www.cloudflare.com/ips-v4
131.0.72.0/22,From https://www.cloudflare.com/ips-v4
2400:cb00::/32,From https://www.cloudflare.com/ips-v6
2606:4700::/32,From https://www.cloudflare.com/ips-v6
2803:f800::/32,From https://www.cloudflare.com/ips-v6
2405:b500::/32,From https://www.cloudflare.com/ips-v6
2405:8100::/32,From https://www.cloudflare.com/ips-v6
2a06:98c0::/29,From https://www.cloudflare.com/ips-v6
2c0f:f248::/32,From https://www.cloudflare.com/ips-v6
