dest_ip
13.89.178.0/28
20.44.8.208/28
52.182.139.208/28
172.202.90.196/32
172.212.135.136/29
172.212.135.144/30
172.212.208.0/25
172.212.242.240/29
172.212.246.128/25
172.212.247.0/26
