service_name,service_path,metadata_tool_name,metadata_tool_category,metadata_tool_type,metadata_severity,metadata_comment,metadata_reference
Supremo,*\Program Files (x86)\Supremo\SupremoService.exe,Supremo,RMM,greyware_tool,medium,https://www.supremocontrol.com,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Supremo.csv
SupremoService,*\Program Files (x86)\Supremo\SupremoService.exe,Supremo,RMM,greyware_tool,medium,https://www.supremocontrol.com,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Supremo.csv
Supremo,,SupRemo,RMM,greyware_tool,medium,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Supremo.csv
