signature,metadata_category,metadata_comment
Virus:DOS/Palmaboot.B,Virus,
Virus:DOS/Parity_Check,Virus,
Virus:DOS/Pinquin.914,Virus,
Virus:DOS/Pinquin.915,Virus,
Virus:DOS/PrintScreen,Virus,
Virus:DOS/Raiden.1433,Virus,
Virus:DOS/Saturn.4553,Virus,
Virus:DOS/Sepultura.E,Virus,
Virus:DOS/SillyBoot.A,Virus,
Virus:DOS/SillyBoot.B,Virus,
Virus:DOS/Sphinx.2751,Virus,
Virus:DOS/Stalker.320,Virus,
Virus:DOS/Stoned_JandM.A,Virus,
Virus:DOS/Stoned_JandM.B,Virus,
Virus:DOS/System.1320,Virus,
Virus:DOS/TwelveTricks,Virus,
Virus:DOS/Uranus.2048,Virus,
Virus:DOS/Uranus.2050,Virus,
Virus:DOS/Voodoo.3662,Virus,
Virus:DOS/Voodoo.3666,Virus,
Virus:DOS/Warning.512,Virus,
Virus:DOS/AntiCMOS.B,Virus,
Virus:DOS/Arianna.2684,Virus,
Virus:DOS/Arianna.3375,Virus,
Virus:DOS/Arianna.3426,Virus,
Virus:DOS/AusTerm.3490,Virus,
Virus:DOS/BootEXE_451.B,Virus,
Virus:DOS/Coupdem.2260,Virus,
Virus:DOS/Crepate.1944,Virus,
Virus:DOS/Crepate.2910,Virus,
Virus:DOS/Cruel_1024.B,Virus,
Virus:DOS/Destage.1200,Virus,
Virus:DOS/Ekoterr.2000,Virus,
Virus:DOS/Emperor.5826,Virus,
Virus:DOS/Hemlock.3168,Virus,
Virus:DOS/Hemlock.3183,Virus,
Virus:DOS/Horse_Boot.D,Virus,
Virus:DOS/Horse_Boot.G,Virus,
Virus:DOS/JackTheRipper,Virus,
Virus:DOS/JumpBoot.475,Virus,
Virus:DOS/Kitana_110.B,Virus,
Virus:DOS/Kitana_116.D,Virus,
Virus:DOS/Kitana_118.C,Virus,
Virus:DOS/Kitana_118.D,Virus,
Virus:DOS/Kitana_120.B,Virus,
Virus:DOS/Kitana_142.B,Virus,
Virus:DOS/Kitana_153.B,Virus,
Virus:DOS/Konkoor.3072,Virus,
Virus:DOS/Kuarahy.4771,Virus,
Virus:DOS/Matthew.3044,Virus,
Virus:DOS/Natalie.1192,Virus,
Virus:DOS/Nutcracker.A,Virus,
Virus:DOS/Nutcracker.B,Virus,
Virus:DOS/OneHalf.3728,Virus,
Virus:DOS/Rainbow.1998,Virus,
Virus:DOS/Rajaat_512.B,Virus,
Virus:DOS/SchoolBoot.A,Virus,
Virus:DOS/Stoned_Arcv.C,Virus,
Virus:DOS/Swiss_Boot.C,Virus,
Virus:DOS/Swiss_Boot.D,Virus,
Virus:DOS/TotalChaos.B,Virus,
Virus:DOS/Weird_Al.512,Virus,
Virus:DOS/AreThree.2048,Virus,
Virus:DOS/Autumnal.3072,Virus,
Virus:DOS/Boot_Intruder,Virus,
Virus:DOS/Bupt_Body,Virus,
Virus:DOS/Carnival.2346,Virus,
Virus:DOS/Clisti_1025.A,Virus,
Virus:DOS/Clisti_1025.B,Virus,
Virus:DOS/Copyleft.4722,Virus,
Virus:DOS/Disk_Killer.B,Virus,
Virus:DOS/Emperror.5834,Virus,
Virus:DOS/FallingLetters,Virus,
Virus:DOS/HMABoot_512.A,Virus,
Virus:DOS/Harrier.14851,Virus,
Virus:DOS/Keypress.2728,Virus,
Virus:DOS/King_Lizard.A,Virus,
Virus:DOS/King_Lizard.C,Virus,
Virus:DOS/Luciferboot.A,Virus,
Virus:DOS/Macgyver.4112,Virus,
Virus:DOS/Marzia_2048.A,Virus,
Virus:DOS/Narcosis.1431,Virus,
Virus:DOS/NoKernel.4575,Virus,
Virus:DOS/NoKernel.4893,Virus,
Virus:DOS/NoKernel.5841,Virus,
Virus:DOS/NoKernel.6000,Virus,
Virus:DOS/NoKernel.6047,Virus,
Virus:DOS/OneHalf_3544.G,Virus,
Virus:DOS/Parity_Boot.A,Virus,
Virus:DOS/Parity_Boot.I,Virus,
Virus:DOS/Parity_Boot.J,Virus,
Virus:DOS/Pieck_II.2016,Virus,
Virus:DOS/Playgame,Virus,
Virus:DOS/Predator.2248,Virus,
Virus:DOS/PrintScreen.B,Virus,
Virus:DOS/PrintScreen.C,Virus,
Virus:DOS/PrintScreen.D,Virus,
Virus:DOS/PrintScreen.E,Virus,
Virus:DOS/PrintScreen.F,Virus,
Virus:DOS/PrintScreen.G,Virus,
Virus:DOS/PrintScreen.H,Virus,
Virus:DOS/PrintScreen.I,Virus,
Virus:DOS/PrintScreen.J,Virus,
Virus:DOS/PrintScreen.K,Virus,
Virus:DOS/PrintScreen.L,Virus,
Virus:DOS/PrintScreen.M,Virus,
Virus:DOS/Renegade.4946,Virus,
Virus:DOS/Shrapnel.6067,Virus,
Virus:DOS/Stoned_NoInt.A,Virus,
Virus:DOS/Stoned_PCAT.H,Virus,
Virus:DOS/Tchechen,Virus,
Virus:DOS/Vecna.1450,Virus,
Virus:DOS/Voodoo11.3666,Virus,
Virus:DOS/BlackHack.2681,Virus,
Virus:DOS/Chinese_Fish.A,Virus,
Virus:DOS/Fanthomas.1443,Virus,
Virus:DOS/Finnish_Sprayer,Virus,
Virus:DOS/Invisible.3323,Virus,
Virus:DOS/Karnivali.1972,Virus,
Virus:DOS/Karnivali.1986,Virus,
Virus:DOS/Lupomania.2672,Virus,
Virus:DOS/Matthew_3037.B,Virus,
Virus:DOS/Michelangelo.P,Virus,
Virus:DOS/President.1504,Virus,
Virus:DOS/Stealth_Boot.F,Virus,
Virus:DOS/Stealth_Boot.H,Virus,
Virus:DOS/Stealth_Boot.P,Virus,
Virus:DOS/Stealth_Boot.Q,Virus,
Virus:DOS/Stealth_Boot.R,Virus,
Virus:DOS/Stoned_Bunny.B,Virus,
Virus:DOS/Stoned_Bunny.C,Virus,
Virus:DOS/Stoned_March6.C,Virus,
Virus:DOS/Stoned_Monkey.A,Virus,
Virus:DOS/Stoned_Monkey.B,Virus,
Virus:DOS/Stoned_Volga.A,Virus,
Virus:DOS/Stoned_Volga.B,Virus,
Virus:DOS/Stoned_Volga.C,Virus,
Virus:DOS/Stoned_Volga.D,Virus,
Virus:DOS/Stoned_Volga.E,Virus,
Virus:DOS/Stoned_Volga.F,Virus,
Virus:DOS/Stoned_Volga.G,Virus,
Virus:DOS/Stoned_Volga.H,Virus,
Virus:DOS/Stoned_Volga.I,Virus,
Virus:DOS/Stoned_Volga.J,Virus,
Virus:DOS/Stoned_Volga.K,Virus,
Virus:DOS/TaeKwonDoe.101,Virus,
Virus:DOS/Tequila_2048.F,Virus,
Virus:DOS/Tequila_2468.K,Virus,
Virus:DOS/Three_Devils.A,Virus,
Virus:DOS/Three_Devils.B,Virus,
Virus:DOS/ZhengZhou.3571,Virus,
Virus:DOS/Baphomet_1536.C,Virus,
Virus:DOS/HDKiller,Virus,
Virus:DOS/Lucifer_II.4632,Virus,
Virus:DOS/MegaStealth.932,Virus,
Virus:DOS/Michelangelo.AC,Virus,
Virus:DOS/Michelangelo.AF,Virus,
Virus:DOS/Nutcracker.2000,Virus,
Virus:DOS/Nutcracker.2725,Virus,
Virus:DOS/Nutcracker.7458,Virus,
Virus:DOS/Plagiarist.2051,Virus,
Virus:DOS/Stoned_Angela.D,Virus,
Virus:DOS/Stoned_Monkey.C,Virus,
Virus:DOS/Baphometh_1536.G,Virus,
Virus:DOS/Hare.7750,Virus,
Virus:DOS/LivingDeath.3766,Virus,
Virus:DOS/Nutcracker.3500,Virus,
Virus:DOS/Nutcracker_AB0.A,Virus,
Virus:DOS/Nutcracker_AB0.B,Virus,
Virus:DOS/Peacekeeper.4270,Virus,
Virus:DOS/PingPong_Whirl.C,Virus,
Virus:DOS/Stoned_NearDark.B,Virus,
Virus:DOS/WindowMaker.5747,Virus,
Virus:DOS/ZhengZhou_3571.B,Virus,
Virus:DOS/ZhengZhou_3584.A,Virus,
Virus:DOS/Diskboomer,Virus,
Virus:DOS/Kyokushinkai.1536,Virus,
Virus:DOS/Kyokushinkai.2048,Virus,
Virus:DOS/Kyokushinkai.3072,Virus,
Virus:DOS/Nutcracker_3500.B,Virus,
Virus:DOS/Nutcracker_3500.C,Virus,
Virus:DOS/Stoned_Leszoptad.A,Virus,
Virus:DOS/NRLG_Starr.928,Virus,
Virus:DOS/Screaming_Fist.894,Virus,
Virus:DOS/Austr_Parasite.1024,Virus,
Virus:DOS/Digital_glue_4000.A,Virus,
Virus:DOS/Digital_glue_4000.B,Virus,
Virus:DOS/Kyokushinkai_2048.E,Virus,
Virus:DOS/Screaming_Fist.1031,Virus,
Virus:DOS/Civil_Defence_6656.A,Virus,
Virus:DOS/Civil_Defense_6656.B,Virus,
Virus:DOS/Civil_Defense_6656.C,Virus,
Virus:DOS/Gotter.A,Virus,
Virus:DOS/Unashamed.A,Virus,
Virus:DOS/Chance.A,Virus,
Virus:DOS/Cruel.A,Virus,
Virus:DOS/Nop,Virus,
Virus:DOS/RPS,Virus,
Virus:DOS/RSY,Virus,
Virus:DOS/Rao,Virus,
Virus:DOS/SVS,Virus,
Virus:DOS/WET,Virus,
Virus:DOS/ASBV,Virus,
Virus:DOS/Ap.I,Virus,
Virus:DOS/Ap.J,Virus,
Virus:DOS/Ap.K,Virus,
Virus:DOS/Ap.L,Virus,
Virus:DOS/Ap.M,Virus,
Virus:DOS/Cops,Virus,
Virus:DOS/Jktk,Virus,
Virus:DOS/PG.A,Virus,
Virus:DOS/PG.B,Virus,
Virus:DOS/Ufro,Virus,
Virus:DOS/Brr.B,Virus,
Virus:DOS/Clock,Virus,
Virus:DOS/Dream,Virus,
Virus:DOS/IRandMJ,Virus,
Virus:DOS/Int10,Virus,
Virus:DOS/IntCE,Virus,
Virus:DOS/KOH.A,Virus,
Virus:DOS/KOH.B,Virus,
Virus:DOS/SVS.B,Virus,
Virus:DOS/ABCD.A,Virus,
Virus:DOS/Andrew,Virus,
Virus:DOS/Brasil,Virus,
Virus:DOS/Drivel,Virus,
Virus:DOS/Form.H,Virus,
Virus:DOS/Form.I,Virus,
Virus:DOS/Murgas,Virus,
Virus:DOS/Pirate,Virus,
Virus:DOS/Saigon,Virus,
Virus:DOS/Verify,Virus,
Virus:DOS/ATCorp,Virus,
Virus:DOS/Arianna,Virus,
Virus:DOS/Azusa.A,Virus,
Virus:DOS/Azusa.E,Virus,
Virus:DOS/DarkElf,Virus,
Virus:DOS/Devil.C,Virus,
Virus:DOS/DullBoy,Virus,
Virus:DOS/Edwin.A,Virus,
Virus:DOS/Gullich,Virus,
Virus:DOS/Havoc.L,Virus,
Virus:DOS/Hoppity,Virus,
Virus:DOS/Implant,Virus,
Virus:DOS/MPHTI.A,Virus,
Virus:DOS/Payback,Virus,
Virus:DOS/Strange,Virus,
Virus:DOS/Tomalak,Virus,
Virus:DOS/Tornado,Virus,
Virus:DOS/Uniform,Virus,
Virus:DOS/Aircop.A,Virus,
Virus:DOS/Aircop.C,Virus,
Virus:DOS/Asterisk,Virus,
Virus:DOS/Bhorse.E,Virus,
Virus:DOS/Bhorse.F,Virus,
Virus:DOS/Camaleon,Virus,
Virus:DOS/Chance.B,Virus,
Virus:DOS/DaBoys.B,Virus,
Virus:DOS/Facade.C,Virus,
Virus:DOS/HappyBox,Virus,
Virus:DOS/MBRExe.B,Virus,
Virus:DOS/Memeater,Virus,
Virus:DOS/NCTU_LYH,Virus,
Virus:DOS/Parity.C,Virus,
Virus:DOS/Stoned.J,Virus,
Virus:DOS/Stoned.L,Virus,
Virus:DOS/Stoned.Q,Virus,
Virus:DOS/Windmill,Virus,
Virus:DOS/Damanaegi,Virus,
Virus:DOS/Den_Zuk.A,Virus,
Virus:DOS/Den_Zuk.B,Virus,
Virus:DOS/Den_Zuk.C,Virus,
Virus:DOS/Den_Zuk.F,Virus,
Virus:DOS/Den_Zuk.H,Virus,
Virus:DOS/Den_Zuk.I,Virus,
Virus:DOS/Incubus.A,Virus,
Virus:DOS/Invader.E,Virus,
Virus:DOS/Payback.C,Virus,
Virus:DOS/Biosvlad.A,Virus,
Virus:DOS/AntiCMOS.D,Virus,
Virus:DOS/CMOS_Death,Virus,
Virus:DOS/Cannabis.C,Virus,
Virus:DOS/Cannabis.E,Virus,
Virus:DOS/Cannabis.G,Virus,
Virus:DOS/PingPong.D,Virus,
Virus:DOS/PingPong.F,Virus,
Virus:DOS/PingPong.G,Virus,
Virus:DOS/RP_Lazar.B,Virus,
Virus:DOS/DanEjemplo.A,Virus,
Virus:DOS/Invisible.A,Virus,
Virus:DOS/Invisible.B,Virus,
Virus:DOS/Sailor.A,Virus,
Virus:DOS/Daemaen.1894,Virus,
Virus:DOS/Smile_4320.A,Virus,
Virus:DOS/Vecna_Tron.B,Virus,
Virus:DOS/Sailor.B,Virus,
Virus:DOS/Stoned_Arcv.B,Virus,
Virus:DOS/Baphometh.1536,Virus,
Virus:DOS/Fist.927,Virus,
Virus:DOS/Marzia_2048.WW,Virus,
Virus:DOS/Stealth_Boot.B,Virus,
Virus:DOS/Tpvo.3783,Virus,
Virus:DOS/Crusher.A,Virus,
Virus:DOS/Havoc.A,Virus,
Virus:DOS/Havoc.X,Virus,
Virus:DOS/Natas.4826,Virus,
Virus:DOS/Stoned_Leszop.B,Virus,
Virus:DOS/Tequila.C,Virus,
Virus:DOS/Ustc.7860,Virus,
Virus:DOS/Yosha.440,Virus,
Virus:DOS/Dark_Angel,Virus,
Virus:DOS/Messew.3158,Virus,
Virus:DOS/Stoned_BlackWorm,Virus,
Virus:DOS/BootCom.347,Virus,
Virus:DOS/BootCom.512,Virus,
Virus:DOS/BootEXE.444,Virus,
Virus:DOS/Cricri.4616,Virus,
Virus:DOS/Malaga.2610,Virus,
Virus:DOS/Breeder.5152,Virus,
Virus:DOS/Civil_6656.A,Virus,
Virus:DOS/Civil_6672.F,Virus,
Virus:DOS/Rainbow.2337,Virus,
Virus:DOS/Rainbow.2351,Virus,
Virus:DOS/Stoned_Sepultura.A,Virus,
Virus:DOS/Stoned_Sepultura.B,Virus,
Virus:DOS/Stoned_Sepultura.C,Virus,
Virus:DOS/Stoned_Sepultura.D,Virus,
Virus:DOS/Fighter.7408,Virus,
Virus:DOS/Stoned_March6!Tocoto.B,Virus,
Virus:DOS/Ginger.2620,Virus,
Virus:DOS/Nutcracker_AB2.3472,Virus,
Virus:Linux/OSF.A,Virus,
Virus:DOS/Angela.F,Virus,
Virus:BAT/Batalia6,Virus,
Virus:BAT/Razor.A@mm,Virus,
Virus:VBS/Gobotools.dr,Virus,
Virus:DOS/12416,Virus,
Virus:INF/Ultras.A,Virus,
Virus:DOS/Invert.622,Virus,
Virus:Linux/Manpages,Virus,
Virus:Linux/Orig,Virus,
Virus:Linux/Probe.A,Virus,
Virus:Linux/Probe.B,Virus,
Virus:Linux/Radix.A,Virus,
Virus:Linux/Snoopy.C,Virus,
Virus:Linux/Svat.A,Virus,
Virus:Linux/Swat.A,Virus,
Virus:Linux/Swat.B,Virus,
Virus:Linux/Swat.C,Virus,
Virus:Linux/Winter.dr,Virus,
Virus:DOS/Ramble.A.dr,Virus,
Virus:VBS/Chick.B@mm,Virus,
Virus:VBS/Chick.C@mm,Virus,
Virus:VBS/Chick.D@mm,Virus,
Virus:VBS/Chick.E@mm,Virus,
Virus:VBS/Chick.F@m,Virus,
Virus:VBS/Chick.F@mm,Virus,
Virus:Win16/Lizard.1967,Virus,
Virus:Win2K/Team.A,Virus,
Virus:Win2K/Team.B,Virus,
Virus:Win32/Aidlot.A,Virus,
Virus:Win32/Alvoc.B,Virus,
Virus:Win32/Alvoc.C,Virus,
Virus:Win32/Alvoc.D,Virus,
Virus:Win32/Bee.B,Virus,
Virus:Win32/Belod.8192,Virus,
Virus:Win32/Bogres_12888.B,Virus,
Virus:Win32/Bogres_8192.C,Virus,
Virus:Win32/CabInfector.A,Virus,
Virus:Win32/Chiton.A.dr,Virus,
Virus:Win32/Chiton.B.dr,Virus,
Virus:Win32/Chiton.C.dr,Virus,
Virus:Win32/Chiton.E.dr,Virus,
Virus:Win32/Emotion_4608.A,Virus,
Virus:Win32/Emotion_4608.B,Virus,
Virus:Win32/Enermix.A,Virus,
Virus:Win32/Etymo.1308.dr,Virus,
Virus:Win32/Etymo.1336.dr,Virus,
Virus:Win32/Fono.dr,Virus,
Virus:Win32/Freefall.A,Virus,
Virus:Win32/Funlove.dr,Virus,
Virus:Win32/Ginra.3413,Virus,
Virus:Win32/Ginra.3657,Virus,
Virus:Win32/Ginseng.dr,Virus,
Virus:Win32/Glyn.dr,Virus,
Virus:Win32/Godog.dr,Virus,
Virus:Win32/Godog,Virus,
Virus:Win32/Hiv.6340,Virus,
Virus:Win32/Sulpex.A,Virus,
Virus:Win32/Sulpex.B,Virus,
Virus:Win32/Trafix,Virus,
Virus:Win32/Vedex.A,Virus,
Virus:Win32/Vedex.B,Virus,
Virus:Win32/Vedex.C,Virus,
Virus:Win32/Vedex.D,Virus,
Virus:Win32/Vedex.E,Virus,
Virus:Win32/Vedex.F,Virus,
Virus:Win32/Xinfect.D,Virus,
Virus:Win32/20480.B,Virus,
Virus:Win32/Hadefix.A,Virus,
Virus:Win32/Hadefix.B,Virus,
Virus:Win32/Hadefix.C,Virus,
Virus:Win32/Hadefix.D,Virus,
Virus:Win32/Hadefix.E,Virus,
Virus:Win32/Harrier.18210,Virus,
Virus:Win32/Jetto.A,Virus,
Virus:Win32/Jetto.B,Virus,
Virus:Win32/Jetto.C,Virus,
Virus:Win32/Metrion,Virus,
Virus:Win32/Rozak.B,Virus,
Virus:Win32/Alcaul.B,Virus,
Virus:Win32/Alcaul.E,Virus,
Virus:Win32/Alcop,Virus,
Virus:Win32/Apparition.78989,Virus,
Virus:Win32/Detroie,Virus,
Virus:Win32/Eter_7168.A,Virus,
Virus:Win32/Eter_7168.B,Virus,
Virus:Win32/Eter.8704,Virus,
Virus:Win32/Givin.A,Virus,
Virus:Win32/Gosusub,Virus,
Virus:Win32/Lassa.40960,Virus,
Virus:Win32/Metrion.37204,Virus,
Virus:Win32/Metrion_37204.B,Virus,
Virus:Win32/Semisoft.58880,Virus,
Virus:Win32/Unzi,Virus,
Virus:Win32/Xanax.A@mm,Virus,
Virus:Win32/Yai.A,Virus,
Virus:Win32/Hatred.A.dr,Virus,
Virus:Win32/Headtrip.A,Virus,
Virus:Win32/Hooy.8192.dr,Virus,
Virus:Win32/Inrar.D,Virus,
Virus:Win32/Inrar.C,Virus,
Virus:Win32/Invictus.A,Virus,
Virus:Win32/Invictus.B,Virus,
Virus:Win32/Kaze.2056.dr,Virus,
Virus:Win32/Kaze.3228.dr,Virus,
Virus:Win32/Kaze.4236.dr,Virus,
Virus:Win32/Kriz.4029.dr,Virus,
Virus:Win32/Kriz.4037.dr,Virus,
Virus:Win32/Kriz.4057.dr,Virus,
Virus:Win32/Kriz.4075.dr,Virus,
Virus:Win32/Kriz.4099.dr,Virus,
Virus:Win32/Kriz.4271.dr,Virus,
Virus:Win32/Legacy.dr,Virus,
Virus:Win32/Mincer.dr,Virus,
Virus:Win32/Nathan.3412.dr,Virus,
Virus:Win32/PGPME.dr,Virus,
Virus:Win32/Padic.dr,Virus,
Virus:Win32/Parite.B.dll,Virus,
Virus:Win32/Parite.C,Virus,
Virus:Win32/Rainsong.3910.dr,Virus,
Virus:Win32/Seesix.A,Virus,
Virus:Win32/Sisto.A.dr,Virus,
Virus:Win32/Slow.B.intd,Virus,
Virus:Win32/Stream.A,Virus,
Virus:Win32/Tachi.A.intd,Virus,
Virus:Win32/Weird_10240.A,Virus,
Virus:Win32/Weird.10240.dr,Virus,
Virus:Win32/Wg.12888.dr,Virus,
Virus:Win32/Zhymn.A.dr,Virus,
Virus:Win32/Zhymn.B.dr,Virus,
Virus:Win32/Zmorph.dr,Virus,
Virus:Win32/Zperm.dr,Virus,
Virus:Win95/CIH.1103,Virus,
Virus:Win95/CIH.1129,Virus,
Virus:Win95/CIH.1297,Virus,
Virus:Win95/CIH.1363,Virus,
Virus:Win95/CIH.intd,Virus,
Virus:Win95/MrKlunky.6779,Virus,
Virus:Win95/SV.2332.dr,Virus,
Virus:WinHLP/Pluma.B,Virus,
Virus:WinHLP/Pluma.C,Virus,
Virus:BAT/Mosquito.C,Virus,
Virus:BAT/Damn.B,Virus,
Virus:DOS/Delfiles.I,Virus,
Virus:DOS/Delfiles.G,Virus,
Virus:DOS/Miratrnd,Virus,
Virus:DOS/EraseEXE.B,Virus,
Virus:DOS/Miratmx,Virus,
Virus:DOS/Delfiles.H,Virus,
Virus:DOS/Delfiles.J,Virus,
Virus:DOS/Deadfish.A,Virus,
Virus:DOS/Miratyap,Virus,
Virus:DOS/Zombie.16384.dr,Virus,
Virus:Win32/Roma.2929.intd,Virus,
Virus:Win32/Mix.dr,Virus,
Virus:DOS/Hiwaga.B.dr,Virus,
Virus:DOS/Hiwaga.C.dr,Virus,
Virus:DOS/Stoned.dr,Virus,
Virus:VBS/Chick.H@mm,Virus,
Virus:VBS/Chick.I@mm,Virus,
Virus:Win32/Shien,Virus,
Virus:Win32/Zmist.dr,Virus,
Virus:Win32/Flatei.A,Virus,
Virus:Linux/Siilov.dr,Virus,
Virus:DOS/Munya.A.dr,Virus,
Virus:Win32/ZWQQ,Virus,
Virus:Win32/Alpoor,Virus,
Virus:Win32/Ipamor.A,Virus,
Virus:Win32/Chiton.F.dr,Virus,
Virus:Win95/Epoxy.8809,Virus,
Virus:Win32/Alpoor.B,Virus,
Virus:Win32/14336.C,Virus,
Virus:Win32/14336.D,Virus,
Virus:Win32/28672,Virus,
Virus:Win32/Alcaul.G,Virus,
Virus:DOS/7158,Virus,
Virus:Win32/Michidi.intd,Virus,
Virus:Win32/Klez.dam,Virus,
Virus:Win32/Enerlam.dam,Virus,
Virus:Win32/Yellor.A,Virus,
Virus:Win32/Yellor.B,Virus,
Virus:Win32/Metrion.C,Virus,
Virus:Win32/Hantaner,Virus,
Virus:Win32/Godev,Virus,
Virus:VBS/Talorm.dr,Virus,
Virus:Win32/Warray,Virus,
Virus:Win32/Gismod,Virus,
Virus:Win32/Porex.B,Virus,
Virus:Win32/Hoa.A,Virus,
Virus:Win95/Vlades_30208.A,Virus,
Virus:Win32/Cabanas!debug,Virus,
Virus:Win32/Cabanas!release,Virus,
Virus:DOS/Bigbug.9500,Virus,
Virus:DOS/Ascii.613.dr,Virus,
Virus:VBS/Nirvach.A,Virus,
Virus:Win32/Homer.C,Virus,
Virus:Win32/Idtsys.A,Virus,
Virus:Win32/Sadhound.A.dr,Virus,
Virus:Win32/Kazaver,Virus,
Virus:Win32/Lamicho.C,Virus,
Virus:Win95/Whal.dr,Virus,
Virus:Win95/Begemot,Virus,
Virus:Win95/Ordy.A,Virus,
Virus:Win32/Tweder,Virus,
Virus:Win32/Cewalk,Virus,
Virus:Win32/Evul_8192.F,Virus,
Virus:Win32/Antitcpa.A,Virus,
Virus:WinNT/RemExp.101888,Virus,
Virus:Win32/Godog.intd,Virus,
Virus:Win32/Flatei.C,Virus,
Virus:Win32/Teddybear.A,Virus,
Virus:Win32/Emesix.A,Virus,
Virus:Win32/Ipamor,Virus,
Virus:Win32/Systemp,Virus,
Virus:Win32/Perun.B,Virus,
Virus:Win32/Ipamor.B,Virus,
Virus:Win32/Std.A,Virus,
Virus:Win32/Std.D,Virus,
Virus:Win32/Std.E,Virus,
Virus:Win32/Std.E2,Virus,
Virus:Win32/Zmk.C,Virus,
Virus:Win32/Taris,Virus,
Virus:Win32/Murvb,Virus,
Virus:Win32/Ylang_1536.D.dr,Virus,
Virus:BAT/Silly.BK,Virus,
Virus:BAT/BWG.H,Virus,
Virus:Win32/Undersor,Virus,
Virus:Win32/Trion.C,Virus,
Virus:Win32/Spreder,Virus,
Virus:Win32/Porner,Virus,
Virus:Win32/Tamin,Virus,
Virus:Win32/Valentex,Virus,
Virus:Win32/Soder,Virus,
Virus:Win32/Modo,Virus,
Virus:Win32/Skor,Virus,
Virus:Win32/Passma.C,Virus,
Virus:Win32/Kroter,Virus,
Virus:Win32/Veva,Virus,
Virus:DOS/StealthBoot.dr,Virus,
Virus:Win32/Arcer.A,Virus,
Virus:Win32/Sality.A,Virus,
Virus:Win32/Spit_8192.E,Virus,
Virus:Win32/Poshkill.1521.dr,Virus,
Virus:Win32/Legacy.14707.dr,Virus,
Virus:Win32/Younga.3121.dr,Virus,
Virus:Win32/Vibam.A,Virus,
Virus:Win32/Savior.1568.dr,Virus,
Virus:Win32/Oimis.2076.dr,Virus,
Virus:Win32/KME.A.dr,Virus,
Virus:Win32/KME.B.dr,Virus,
Virus:Win32/Stepar.15724.dr,Virus,
Virus:Win32/Stepar.15694.dr,Virus,
Virus:Win32/Stepar.15350.dr,Virus,
Virus:Win32/Stepar.14903.dr,Virus,
Virus:Win32/Stepar.16254.dr,Virus,
Virus:Win32/Stepar.16224.dr,Virus,
Virus:Win32/Stepar.15349.dr,Virus,
Virus:Win32/Stepar.15383.dr,Virus,
Virus:Win32/Stepar.15879.dr,Virus,
Virus:Win32/Orez.6291.dr,Virus,
Virus:Win32/Slaman.A,Virus,
Virus:Win32/Warray.B,Virus,
Virus:Win32/Alcaul.I,Virus,
Virus:Win32/Magic_7045.J,Virus,
Virus:Win32/Borler.A,Virus,
Virus:Win32/Bobep.A,Virus,
Virus:Win32/Dumbcomp.A.intd,Virus,
Virus:Win32/Dumbcomp.B.intd,Virus,
Virus:Win32/Dumbcomp.C.intd,Virus,
Virus:Win32/Dumbcomp.D.intd,Virus,
Virus:Win32/Neoval.A,Virus,
Virus:Win32/Qozah.3370.dr,Virus,
Virus:Win32/Sality.C,Virus,
Virus:Win32/Evol.dr,Virus,
Virus:Win32/Htrip.C,Virus,
Virus:Win32/Matser,Virus,
Virus:Win32/Delfer.A,Virus,
Virus:Win32/Kespy.B,Virus,
Virus:Win32/Lash.D,Virus,
Virus:Win32/Limper.A,Virus,
Virus:Win32/Sality.D,Virus,
Virus:Win32/Sality.B,Virus,
Virus:Win32/Seppuku.6973.dr,Virus,
Virus:Win32/Nosyst.A,Virus,
Virus:Win32/Nosyst.B,Virus,
Virus:Win32/Nosyst.C,Virus,
Virus:Win32/Pifbit,Virus,
Virus:Win32/Xinfect.I,Virus,
Virus:Win32/XPLag.A,Virus,
Virus:Win32/Belod.D,Virus,
Virus:Win32/Evul_8192.H,Virus,
Virus:Win32/18431,Virus,
Virus:Win32/Hantaner.D,Virus,
Virus:Win32/Hantaner.C,Virus,
Virus:Win32/Gogo.B,Virus,
Virus:Win32/Estatic,Virus,
Virus:Win32/Dahorse.A,Virus,
Virus:Win32/Ziquy,Virus,
Virus:Win32/WinSuk.intd,Virus,
Virus:Win32/Peansen.2133,Virus,
Virus:Win16/Apparition.E,Virus,
Virus:Win95/Darkside.1491.dr,Virus,
Virus:Win95/Etymo.1336.dr,Virus,
Virus:Win95/Zom.418.intd,Virus,
Virus:Win32/Eter.B,Virus,
Virus:Win32/Eter.C,Virus,
Virus:Win32/Eter.A,Virus,
Virus:Win32/Gezad,Virus,
Virus:Win32/Lamfest,Virus,
Virus:Win32/Blakan.2016.dr,Virus,
Virus:Win32/Idele.2104.dr,Virus,
Virus:Win32/Idele.2160.dr,Virus,
Virus:Win32/Opdoc.1122.dr,Virus,
Virus:Win32/Opdoc.1248.dr,Virus,
Virus:Win32/Jasemin.A.dr,Virus,
Virus:Win32/Jasemin.B.dr,Virus,
Virus:Win32/VB.D,Virus,
Virus:Win32/Wiken.B,Virus,
Virus:Win32/Wiken.A,Virus,
Virus:Win32/Delfer.B,Virus,
Virus:Win32/Clatch,Virus,
Virus:Win32/Kility,Virus,
Virus:DOS/4032.B,Virus,
Virus:Win32/Halen.dam,Virus,
Virus:Win95/Corruptor,Virus,
Virus:Win95/Bogres.dr,Virus,
Virus:Win32/Aelf.A,Virus,
Virus:Win32/Delov.A,Virus,
