service_name,service_path,metadata_tool_name,metadata_tool_category,metadata_tool_type,metadata_severity,metadata_comment,metadata_reference
ITSMService,,ComodoRMM (Itarian RMM),RMM,greyware_tool,high,https://us.itarian.com/app/#/licensed-applications/endpoint_manager/device_management,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/ComodoRMM.csv
ItsmRsp,,ComodoRMM (Itarian RMM),RMM,greyware_tool,high,https://us.itarian.com/app/#/licensed-applications/endpoint_manager/device_management,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/ComodoRMM.csv
RmmService,,ComodoRMM (Itarian RMM),RMM,greyware_tool,high,https://us.itarian.com/app/#/licensed-applications/endpoint_manager/device_management,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/ComodoRMM.csv
