dest_port,metadata_comment,metadata_confidence,metatada_category,metadata_detection_type,metadata_link,metadata_reference
20778,chat room with ComodoRMM (Itarian RMM) - itarian\endpoint manager\rhost.exe,low,RMM,hunting,,https://github.com/mthcht/awesome-lists/tree/main/Lists
