http_user_agent,metadata_description,metadata_tool,metadata_category,metadata_link,metadata_priority,metadata_fp_risk,metadata_severity,metadata_usage,metadata_flow_direction
SensorsAnalytics CPP SDK 0.3,aweray Remote Desktop defaut UA,aweray,RMM,https://sun.aweray.com,high,low,medium,Hunting,network flow direction internal --> external
