dest_ip,metadata_comment
1.186.0.0/16, MSFT Public IP Address Block
4.128.0.0/12, MSFT Public IP Address Block
4.144.0.0/12, MSFT Public IP Address Block
4.160.0.0/12, MSFT Public IP Address Block
4.176.0.0/12, MSFT Public IP Address Block
4.192.0.0/12, MSFT Public IP Address Block
4.208.0.0/12, MSFT Public IP Address Block
4.224.0.0/12, MSFT Public IP Address Block
4.240.0.0/12, MSFT Public IP Address Block
9.129.0.0/16, MSFT Public IP Address Block
9.130.0.0/16, MSFT Public IP Address Block
9.131.0.0/16, MSFT Public IP Address Block
9.132.0.0/16, MSFT Public IP Address Block
9.133.0.0/16, MSFT Public IP Address Block
9.135.0.0/16, MSFT Public IP Address Block
9.136.0.0/16, MSFT Public IP Address Block
9.140.0.0/16, MSFT Public IP Address Block
9.141.0.0/16, MSFT Public IP Address Block
9.143.0.0/16, MSFT Public IP Address Block
9.145.0.0/16, MSFT Public IP Address Block
9.146.0.0/16, MSFT Public IP Address Block
9.149.0.0/16, MSFT Public IP Address Block
9.157.0.0/16, MSFT Public IP Address Block
9.158.0.0/15, MSFT Public IP Address Block
9.160.0.0/16, MSFT Public IP Address Block
9.163.0.0/16, MSFT Public IP Address Block
9.164.0.0/16, MSFT Public IP Address Block
9.166.0.0/16, MSFT Public IP Address Block
9.167.0.0/16, MSFT Public IP Address Block
9.169.0.0/16, MSFT Public IP Address Block
9.173.0.0/16, MSFT Public IP Address Block
9.177.0.0/16, MSFT Public IP Address Block
9.185.0.0/16, MSFT Public IP Address Block
9.190.0.0/16, MSFT Public IP Address Block
9.192.0.0/15, MSFT Public IP Address Block
9.198.0.0/16, MSFT Public IP Address Block
9.205.0.0/16, MSFT Public IP Address Block
9.220.0.0/16, MSFT Public IP Address Block
9.223.0.0/16, MSFT Public IP Address Block
9.228.0.0/16, MSFT Public IP Address Block
9.229.0.0/16, MSFT Public IP Address Block
9.231.0.0/16, MSFT Public IP Address Block
9.234.0.0/15, MSFT Public IP Address Block
9.248.0.0/16, MSFT Public IP Address Block
13.64.0.0/11, MSFT Public IP Address Block
13.96.0.0/13, MSFT Public IP Address Block
13.104.0.0/14, MSFT Public IP Address Block
13.117.0.0/16, MSFT Public IP Address Block
13.118.0.0/15, MSFT Public IP Address Block
13.123.0.0/16, MSFT Public IP Address Block
13.240.0.0/16, MSFT Public IP Address Block
13.241.0.0/16, MSFT Public IP Address Block
13.242.0.0/15, MSFT Public IP Address Block
20.0.0.0/11, MSFT Public IP Address Block
20.33.0.0/16, MSFT Public IP Address Block
20.34.0.0/15, MSFT Public IP Address Block
20.36.0.0/14, MSFT Public IP Address Block
20.40.0.0/13, MSFT Public IP Address Block
20.48.0.0/12, MSFT Public IP Address Block
20.64.0.0/10, MSFT Public IP Address Block
20.128.0.0/16, MSFT Public IP Address Block
20.130.0.0/16, MSFT Public IP Address Block
20.135.0.0/16, MSFT Public IP Address Block
20.136.0.0/16, MSFT Public IP Address Block
20.140.0.0/15, MSFT Public IP Address Block
20.143.0.0/16, MSFT Public IP Address Block
20.144.0.0/14, MSFT Public IP Address Block
20.150.0.0/15, MSFT Public IP Address Block
20.152.0.0/16, MSFT Public IP Address Block
20.153.0.0/16, MSFT Public IP Address Block
20.157.0.0/16, MSFT Public IP Address Block
20.158.0.0/15, MSFT Public IP Address Block
20.160.0.0/12, MSFT Public IP Address Block
20.176.0.0/14, MSFT Public IP Address Block
20.180.0.0/14, MSFT Public IP Address Block
20.184.0.0/13, MSFT Public IP Address Block
20.192.0.0/10, MSFT Public IP Address Block
23.96.0.0/13, MSFT Public IP Address Block
31.80.0.0/13, MSFT Public IP Address Block
40.17.0.0/16, MSFT Public IP Address Block
40.21.0.0/16, MSFT Public IP Address Block
40.25.0.0/16, MSFT Public IP Address Block
40.33.0.0/16, MSFT Public IP Address Block
40.34.0.0/16, MSFT Public IP Address Block
40.47.0.0/16, MSFT Public IP Address Block
40.64.0.0/10, MSFT Public IP Address Block
