TaskName,TaskCommand,TaskArguments,metadata_tool,metadata_tool_category,metadata_tool_type,metadata_link,metadata_severity,metadata_comment,metadata_reference
\Bomgar Task *,,,Bomgar,RMM,greyware_tool,beyondtrustcloud.com,high,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/Bomgar.csv
