rule_name,metadata_tool,metadata_tool_type,metadata_tool_category,metadata_severity,metadata_link,metadata_detection_type,metadata_reference,metadata_comment
vncviewer.exe,UltraVNC,greyware_tool,RMM,high,https://uvnc.com/downloads/ultravnc.html,Hunting,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/U-W/UltraVNC.csv,
