domain,metadata_comment,ip
collab.lb01.lb.pt.y-sec.org,Possible BurpSuite Collaborator Domain (Unverified),3.67.200.135
collab.loggr.uk,Possible BurpSuite Collaborator Domain (Unverified),64.226.105.1
collab.mb31.mb.pt.y-sec.org,Possible BurpSuite Collaborator Domain (Unverified),3.76.175.23
collab.mod0.ch,Possible BurpSuite Collaborator Domain (Unverified),212.51.144.131
collab.offsec-lab.xyz,Possible BurpSuite Collaborator Domain (Unverified),54.159.33.160
collab.omni.tools,Possible BurpSuite Collaborator Domain (Unverified),35.178.84.50
collab.onsecurity.tech,Possible BurpSuite Collaborator Domain (Unverified),142.93.47.161
collab.pen-net.de,Possible BurpSuite Collaborator Domain (Unverified),193.101.132.13
collab.pentrust.de,Possible BurpSuite Collaborator Domain (Unverified),195.201.131.136
collab.pt-network.io,Possible BurpSuite Collaborator Domain (Unverified),51.89.240.145
collab.pwne.xyz,Possible BurpSuite Collaborator Domain (Unverified),142.93.174.76
collab.rara-af.fi,Possible BurpSuite Collaborator Domain (Unverified),185.20.136.109
collab.rougesquad.com,Possible BurpSuite Collaborator Domain (Unverified),3.96.202.17
collab.sectest.io,Possible BurpSuite Collaborator Domain (Unverified),173.237.206.167
collab.ssgllc.us,Possible BurpSuite Collaborator Domain (Unverified),165.227.26.79
collab.ssrf.fi,Possible BurpSuite Collaborator Domain (Unverified),80.69.172.139
collab.test-2027.shop,Possible BurpSuite Collaborator Domain (Unverified),16.18.105.30
collab.test-slcc.fr,Possible BurpSuite Collaborator Domain (Unverified),51.77.151.114
collab.tevora.org,Possible BurpSuite Collaborator Domain (Unverified),164.92.87.249
collab.trench-services.de,Possible BurpSuite Collaborator Domain (Unverified),217.243.138.104
collab.urmcyber.xyz,Possible BurpSuite Collaborator Domain (Unverified),167.99.92.95
collab.vpn.s-force.nl,Possible BurpSuite Collaborator Domain (Unverified),149.210.173.3
collab.xanthus.dev,Possible BurpSuite Collaborator Domain (Unverified),35.182.250.134
collab.zeroday.dk,Possible BurpSuite Collaborator Domain (Unverified),159.223.217.104
collabo.oast-burp.site,Possible BurpSuite Collaborator Domain (Unverified),211.188.55.128
collabo.tarchimb.com,Possible BurpSuite Collaborator Domain (Unverified),46.224.91.205
collaborateur.net,Possible BurpSuite Collaborator Domain (Unverified),52.25.65.218
collaborator-appsec.grabsecurity.com,Possible BurpSuite Collaborator Domain (Unverified),13.215.176.39
collaborator.assured.se,Possible BurpSuite Collaborator Domain (Unverified),16.171.164.1
collaborator.ent.medel.com,Possible BurpSuite Collaborator Domain (Unverified),18.197.69.210
collaborator.hckempresas.com,Possible BurpSuite Collaborator Domain (Unverified),20.16.108.198
collaborator.hydra1337.com,Possible BurpSuite Collaborator Domain (Unverified),18.156.85.44
collaborator.ionizetest.com,Possible BurpSuite Collaborator Domain (Unverified),3.25.181.200
collaborator.lanscope-as.com,Possible BurpSuite Collaborator Domain (Unverified),52.192.24.121
collaborator.meowsec.co,Possible BurpSuite Collaborator Domain (Unverified),52.166.203.119
collaborator.proactivedefense.jp,Possible BurpSuite Collaborator Domain (Unverified),52.196.62.49
collaborator.randoritest.fr,Possible BurpSuite Collaborator Domain (Unverified),212.83.177.83
collaborator.raveneye.com,Possible BurpSuite Collaborator Domain (Unverified),44.213.223.235
collaborator.redlens.link,Possible BurpSuite Collaborator Domain (Unverified),34.231.38.158
collaborator.rest,Possible BurpSuite Collaborator Domain (Unverified),51.81.89.76
collaborator.securexh.com,Possible BurpSuite Collaborator Domain (Unverified),18.190.123.1
collaborator.services.armadin.net,Possible BurpSuite Collaborator Domain (Unverified),136.114.0.95
collaborator.tmcyberutils.co.uk,Possible BurpSuite Collaborator Domain (Unverified),20.108.2.76
collaborator01.optivlabs.com,Possible BurpSuite Collaborator Domain (Unverified),168.215.65.90
collabplz.afine.com,Possible BurpSuite Collaborator Domain (Unverified),158.220.115.41
collabtest.secassur.com,Possible BurpSuite Collaborator Domain (Unverified),44.239.161.247
com.polizei.pl,Possible BurpSuite Collaborator Domain (Unverified),45.131.66.150
companies.lobt-gon-qi.site,Possible PentAGI Domain (Unverified),38.242.150.215
conceptatech.live,Possible PureRAT Domain (Unverified),91.92.243.36
cont3xt.rapid44.com,Possible Hak5 Cloud C2 Domain (Unverified),85.215.180.194
contact.rockcreekfiredistrict.org,Possible BurpSuite Collaborator Domain (Unverified),162.243.213.181
contracte.fli.ro,Possible Metasploit Domain (Unverified),82.23.183.184
control.521904.xyz,Possible CyberStrikeAI Domain (Unverified),134.195.196.190
corporateamz.com,Possible CyberStrikeAI Domain (Unverified),159.198.74.140
cosmicmangoclub.com,Possible Ligolo-ng Domain (Unverified),85.9.218.238
cpa.liill.com,Possible wstunnel Domain (Unverified),202.91.35.172
cpcalendars.liveforexoption.com,Possible Mythic Domain (Unverified),155.138.198.108
cr.minim5.com,Possible PentAGI Domain (Unverified),137.131.17.202
creativepoddesign.com,Possible DinDoor Domain (Unverified),195.66.213.23
crm.apexstrategygroup.us,Possible PureRAT Domain (Unverified),195.20.115.80
crow.axispentest.com,Possible BurpSuite Collaborator Domain (Unverified),217.154.55.56
csp.online-pdf090459.ronchni.it,Possible DevilGinx Domain (Unverified),185.212.128.59
csp.online-pdf090459.ronchni.it,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.59
ctl.sk,Possible BurpSuite Collaborator Domain (Unverified),159.223.28.15
cubabet.duckdns.org,Possible Metasploit Domain (Unverified),181.225.255.18
cuboq.com,Possible CyberStrikeAI Domain (Unverified),89.117.94.6
cz3.in,Possible BurpSuite Collaborator Domain (Unverified),146.59.195.165
d.huskpup.com,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.98
d.vmbc.azure.rabo.cloud,Possible BurpSuite Collaborator Domain (Unverified),20.50.136.43
damonvogel.com,Possible Hak5 Cloud C2 Domain (Unverified),192.227.249.141
dashboard.netmaker.astrosys.com,Possible Cairn Domain (Unverified),157.245.6.235
dashy.mahitech.in,Possible Mythic Domain (Unverified),141.148.194.147
datashield.systems,Possible BurpSuite Collaborator Domain (Unverified),135.125.1.85
dbgcolab.xfcolab.ca,Possible BurpSuite Collaborator Domain (Unverified),64.140.126.59
dd.x-pt.net,Possible BurpSuite Collaborator Domain (Unverified),20.77.132.132
de-mirror.api.celestialhq.net,Possible CyberStrikeAI Domain (Unverified),87.120.126.142
de1.fistvpn.online,Possible CHAOS Domain (Unverified),144.31.106.168
deeptutor.honghub.cloud,Possible CyberStrikeAI Domain (Unverified),39.96.117.17
demo2.pipsfly.hk,Possible Mythic Domain (Unverified),154.38.116.247
depotclient-int.shop,Possible PureRAT Domain (Unverified),217.60.195.25
derp.fuckeverything233.top,Possible Sliver Domain (Unverified),45.125.67.196
despairinspair.duckdns.org,Possible DcRat Domain (Unverified),77.110.124.109
dev.vibecu.org,Possible Hak5 Cloud C2 Domain (Unverified),52.11.165.176
dev.vinarimikovice.eu,Possible PentAGI Domain (Unverified),178.104.211.253
device-cb7b3e89-58a8-4b26-a16e-9674d78e4562.remotewd.com,Possible PentAGI Domain (Unverified),121.17.245.130
devlocal.it,Possible Metasploit Domain (Unverified),81.57.0.167
dexotaridaxi.digital,Possible Hookbot/Pegasus Domain (Unverified),31.77.12.106
df-ns.net,Possible BurpSuite Collaborator Domain (Unverified),35.177.199.204
dh.ttrs7.cc,Possible DcRat Domain (Unverified),143.92.61.231
direct.brucesinghinvest.icu,Possible SocGholish Domain (Unverified),51.15.16.116
discomentalguyn.live,Possible PureRAT Domain (Unverified),217.217.97.65
dns0.bbhunting.com,Possible BurpSuite Collaborator Domain (Unverified),64.23.147.211
dolbocloud.mooo.com,Possible AdaptixC2 Domain (Unverified),31.77.161.250
dossier-inzien.com,Possible PureRAT Domain (Unverified),217.60.195.139
dp.teigigutesiegel.at,Possible Hak5 Cloud C2 Domain (Unverified),91.239.118.157
dpsk5.kjj.one,Possible PureRAT Domain (Unverified),137.220.194.12
dr.ra.moomkn.us,Possible PentAGI Domain (Unverified),66.29.147.206
dranlomewall.online,Possible PureRAT Domain (Unverified),38.240.48.155
drieder.com,Possible BurpSuite Collaborator Domain (Unverified),83.137.117.44
drop.pwny.world,Possible Sliver Domain (Unverified),82.165.79.60
dstats.qzz.io,Possible Mirai Botnet Domain (Unverified),143.20.185.213
duchaslatina.com,Possible Xalgorix Domain (Unverified),158.69.112.34
due.re,Possible BurpSuite Collaborator Domain (Unverified),135.181.86.221
dujiao.tokencli.us,Possible PentAGI Domain (Unverified),137.220.145.6
dzg.he4966.cn,Possible Supershell Domain (Unverified),117.72.72.254
e.huskpup.com,Possible BurpSuite Collaborator Domain (Unverified),38.100.163.114
e.sigint.nyc,Possible BurpSuite Collaborator Domain (Unverified),206.189.205.156
ecommerce-fa.ru,Possible AdaptixC2 Domain (Unverified),91.200.84.198
ecs.varrysections.digital,Possible Evilginx/EvilGoPhish Domain (Unverified),74.0.32.137
edc.tb.tw.cn,Possible CyberStrikeAI Domain (Unverified),149.88.73.245
ee.caogancao.com,Possible PureRAT Domain (Unverified),134.122.187.68
eh-srm.com,Possible BurpSuite Collaborator Domain (Unverified),54.75.57.132
ejp.lion888.eu.org,Possible Sliver Domain (Unverified),166.88.95.90
elmharborco.eu,Possible Evilginx/EvilGoPhish Domain (Unverified),66.29.134.188
emberforestlodge.com,Possible Ligolo-ng Domain (Unverified),209.151.153.168
embervalleyrealm.com,Possible Ligolo-ng Domain (Unverified),94.237.62.98
ennmakeup.com,Possible BurpSuite Collaborator Domain (Unverified),165.227.26.79
env4-dreambaby.hosted-power.dev,Possible Ligolo-ng Domain (Unverified),94.237.41.43
epicspinvillage.com,Possible Ligolo-ng Domain (Unverified),94.237.54.152
escrowsea.com,Possible BurpSuite Collaborator Domain (Unverified),49.0.66.52
esdvx.com,Possible Ligolo-ng Domain (Unverified),192.169.7.110
estrenosok.com,Possible Ligolo-ng Domain (Unverified),192.64.119.210
eusijeo.myds.me,Possible DcRat Domain (Unverified),46.246.6.18
events.api.dlh.industrydocspro900.business,Possible DevilGinx Domain (Unverified),185.212.128.168
events.api.dlh.industrydocspro900.business,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.168
evidence.duki.com.es,Possible PentAGI Domain (Unverified),65.108.90.168
exceptions.omniroutelogisticss.ltd,Possible Evilginx/EvilGoPhish Domain (Unverified),45.154.98.207
excommunicado.forum,Possible DinDoor Domain (Unverified),87.58.199.75
exe.cool,Possible Havoc Domain (Unverified),178.128.14.67
external.internal.pingbackmetrics.com,Possible BurpSuite Collaborator Domain (Unverified),37.220.220.134
falcon.sfy.nl,Possible BurpSuite Collaborator Domain (Unverified),37.17.216.149
fastvpn.top,Possible CyberStrikeAI Domain (Unverified),47.242.1.128
fatiaota.shop,Possible PureRAT Domain (Unverified),91.92.42.22
fc.ccsjbbf.com,Possible CyberStrikeAI Domain (Unverified),23.248.249.92
fc.ccsjbfc.com,Possible CyberStrikeAI Domain (Unverified),23.248.249.91
fde.xyz,Possible BurpSuite Collaborator Domain (Unverified),51.75.170.156
fenfa.lywcwt.com,Possible CyberStrikeAI Domain (Unverified),81.70.164.167
fewszsawasdas.com,Possible DcRat Domain (Unverified),45.202.0.48
ff-ipack.ru,Possible AsyncRAT Domain (Unverified),138.16.178.77
files.scoutingsystem.com,Possible BurpSuite Collaborator Domain (Unverified),206.81.17.217
firstanz.cc,Possible Ransomhub Python C2 Domain (Unverified),38.146.28.93
fish.discafis.org,Possible Mythic Domain (Unverified),172.86.85.185
fl.east.usa.torguardvpnaccess.com,Possible DcRat Domain (Unverified),146.70.51.154
floraand.com,Possible DinDoor Domain (Unverified),2.27.248.237
florasti.com,Possible DinDoor Domain (Unverified),23.94.252.55
flowise.85.121.148.151.sslip.io,Possible CyberStrikeAI Domain (Unverified),85.121.148.151
flyingsnow.hyper99.top,Possible CyberStrikeAI Domain (Unverified),154.12.94.90
form-rrholding.com,Possible PureRAT Domain (Unverified),84.200.91.170
form3-infosec.com,Possible BurpSuite Collaborator Domain (Unverified),18.130.37.164
frameworkupgrader.com,Possible DinDoor Domain (Unverified),91.92.43.195
fs-pc.p0o0q.cc,Possible CyberStrikeAI Domain (Unverified),43.128.229.219
fsoc.it,Possible BurpSuite Collaborator Domain (Unverified),51.158.168.77
fuggedaboutit.forum,Possible DinDoor Domain (Unverified),94.26.0.7
fujeigroup.com,Possible AsyncRAT Domain (Unverified),195.177.94.101
fvksef.devagroup.com.pl,Possible Pyramid Domain (Unverified),54.38.94.225
fwqxzb.com,Possible DcRat Domain (Unverified),45.202.0.111
g2api.078463.xyz,Possible CyberStrikeAI Domain (Unverified),192.3.239.5
g2api.078463.xyz,Possible PentAGI Domain (Unverified),192.3.239.5
gaokao666.xyz,Possible CyberStrikeAI Domain (Unverified),101.33.76.38
gasdumco.com,Possible CyberStrikeAI Domain (Unverified),104.234.26.225
gcac.sss.itsec.jp,Possible AdaptixC2 Domain (Unverified),153.142.13.183
ge-1.celestialhq.net,Possible CyberStrikeAI Domain (Unverified),87.120.126.142
german2.zabanishumresh.com,Possible PentAGI Domain (Unverified),87.120.126.231
geyikblog.com,Possible CyberStrikeAI Domain (Unverified),177.211.86.210
gfsverify.com,Possible Evilginx/EvilGoPhish Domain (Unverified),43.162.114.107
ghps.dnsplus.uk,Possible PentAGI Domain (Unverified),152.53.134.156
gimle.pentagirls.gay,Possible PentAGI Domain (Unverified),192.99.194.141
github.luxe,Possible PentAGI Domain (Unverified),154.12.51.133
github.realmicrosoftest.com,Possible AdaptixC2 Domain (Unverified),83.229.120.106
gitra1n.com,Possible Hak5 Cloud C2 Domain (Unverified),172.105.85.61
glassfyuserwork.com,Possible DinDoor Domain (Unverified),141.255.164.33
gldbrt.com,Possible AsyncRAT Domain (Unverified),213.209.159.91
gldbrt.com,Possible PureRAT Domain (Unverified),213.209.159.91
goldenwing.crabdance.com,Possible AdaptixC2 Domain (Unverified),31.77.161.250
golnk.xyz,Possible BurpSuite Collaborator Domain (Unverified),91.120.23.153
gpm.tuanphat.vn,Possible Xalgorix Domain (Unverified),116.101.238.175
greedfortrip.com,Possible DinDoor Domain (Unverified),209.99.190.97
groomleaf.com,Possible DinDoor Domain (Unverified),93.152.223.158
groomnook.com,Possible DinDoor Domain (Unverified),2.27.248.234
guyan.icu,Possible CyberStrikeAI Domain (Unverified),38.55.194.110
h.intrudirlabs.com,Possible BurpSuite Collaborator Domain (Unverified),154.53.54.17
hackthegerm.com,Possible Hak5 Cloud C2 Domain (Unverified),3.104.135.43
hacktics.boo,Possible BurpSuite Collaborator Domain (Unverified),135.236.154.125
hak5.area404.nl,Possible Hak5 Cloud C2 Domain (Unverified),144.91.64.114
hardlicc.top,Possible CyberStrikeAI Domain (Unverified),139.224.40.24
hb3i.info,Possible PureRAT Domain (Unverified),45.192.226.20
hb3n.info,Possible PureRAT Domain (Unverified),45.192.226.20
healixide.com,Possible CyberStrikeAI Domain (Unverified),177.211.86.208
hellodog88.com,Possible CyberStrikeAI Domain (Unverified),177.211.86.215
helpdesk.apexityit.com,Possible Xalgorix Domain (Unverified),149.28.117.219
hendakhelifi.com,Possible DinDoor Domain (Unverified),179.43.169.8
heuristic-cori.146-70-87-23.plesk.page,Possible AdaptixC2 Domain (Unverified),146.70.87.23
hfghfghgfj.duckdns.org,Possible PureRAT Domain (Unverified),176.96.137.11
hk4.catzl.top,Possible CyberStrikeAI Domain (Unverified),103.141.225.244
hmcshd.rx989.com,Possible PureRAT Domain (Unverified),183.90.187.73
holiganbet-guncel-adreslerimiz.icu,Possible CyberStrikeAI Domain (Unverified),189.73.215.3
homexia.indevs.in,Possible wstunnel Domain (Unverified),128.204.223.99
hotdog.ng-vtt.com,Possible BurpSuite Collaborator Domain (Unverified),40.81.131.0
hotel14.club,Possible Hak5 Cloud C2 Domain (Unverified),184.72.240.125
hsbc.beer,Possible Havoc Domain (Unverified),20.2.140.201
ht.8n8b.cc,Possible PureRAT Domain (Unverified),103.43.11.40
hunt.wolfpacksecurity.co,Possible BurpSuite Collaborator Domain (Unverified),3.17.46.85
hylgeai.com,Possible Deimos Domain (Unverified),8.217.217.243
i.slurpthe.net,Possible BurpSuite Collaborator Domain (Unverified),44.196.222.104
i.welp.my,Possible Ligolo-ng Domain (Unverified),196.251.121.120
i.ywh.at,Possible BurpSuite Collaborator Domain (Unverified),51.210.233.219
ib-sg.org,Possible Evilginx/EvilGoPhish Domain (Unverified),46.101.77.223
icloudnet.uk,Possible Mythic Domain (Unverified),38.207.177.71
id.igrecovery.info,Possible Evilginx/EvilGoPhish Domain (Unverified),88.119.169.135
idlevalor.com,Possible PentAGI Domain (Unverified),66.45.243.142
iff-akademie.com,Possible PentAGI Domain (Unverified),116.203.127.47
ilikewomenon.top,Possible AsyncRAT Domain (Unverified),194.26.192.153
image.568131.xyz,Possible CyberStrikeAI Domain (Unverified),156.238.224.104
img.ninli.com,Possible PentAGI Domain (Unverified),154.201.67.20
info4pdf.com,Possible AsyncRAT Domain (Unverified),147.93.191.75
infotest.jp,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.150
infotest.jp,Possible BurpSuite Collaborator Domain (Unverified),202.232.122.158
innovationbuilder.site,Possible PureRAT Domain (Unverified),195.177.94.233
ios.logapi.co,Possible PentAGI Domain (Unverified),107.149.91.167
ip145.ip-51-89-240.eu,Possible BurpSuite Collaborator Domain (Unverified),51.89.240.145
ipv4.ippug.com,Possible Ligolo-ng Domain (Unverified),38.80.148.157
irdbilling-test.ktm.yetiappcloud.com,Possible Xalgorix Domain (Unverified),45.115.217.4
ispolic.com,Possible AsyncRAT Domain (Unverified),80.190.77.86
iss.0x27.top,Possible BurpSuite Collaborator Domain (Unverified),49.235.104.231
it-durbar-prod.ktm.yetiappcloud.com,Possible Xalgorix Domain (Unverified),45.115.217.4
itangzx.com,Possible PentAGI Domain (Unverified),82.156.213.218
iuj.pw,Possible BurpSuite Collaborator Domain (Unverified),54.37.136.82
jarvisxau.mooo.com,Possible CyberStrikeAI Domain (Unverified),64.176.56.92
jbrabant.nl,Possible Hak5 Cloud C2 Domain (Unverified),95.179.135.253
jialiang.ren,Possible Ligolo-ng Domain (Unverified),47.99.68.2
jiaozuo.guolong9999.cn,Possible CyberStrikeAI Domain (Unverified),38.6.126.201
jiaozuo.guolong9999.cn,Possible PentAGI Domain (Unverified),38.6.126.201
jiatanuotuoya.site,Possible CyberStrikeAI Domain (Unverified),119.91.45.82
jitsi-sv.dedyn.io,Possible wstunnel Domain (Unverified),89.147.110.44
jj2.pw,Possible BurpSuite Collaborator Domain (Unverified),51.195.222.153
jnbshq.com,Possible CyberStrikeAI Domain (Unverified),177.211.86.213
joax.net,Possible BurpSuite Collaborator Domain (Unverified),161.35.246.210
jpbnbit.cc,Possible AsyncRAT Domain (Unverified),185.34.147.32
jreeyandtom.top,Possible CyberStrikeAI Domain (Unverified),47.107.79.153
js.innovativesecurity.org,Possible BurpSuite Collaborator Domain (Unverified),18.209.205.211
js.protechdefensesolutions.com,Possible BurpSuite Collaborator Domain (Unverified),54.161.221.240
jszwfw.com.cn,Possible CyberStrikeAI Domain (Unverified),121.40.69.150
jupyterhub.chaos.kursion.com,Possible PentAGI Domain (Unverified),157.180.118.138
jyhy666.work,Possible Bianlian Go Trojan Domain (Unverified),122.51.212.92
kaxbdu6svrd2ngbw.com,Possible BurpSuite Collaborator Domain (Unverified),153.127.202.149
kekeda.group,Possible PentAGI Domain (Unverified),47.109.63.250
kenmerkchat.com,Possible PureRAT Domain (Unverified),217.60.195.139
kera368.monitoring.mariadb.com,Possible Ligolo-ng Domain (Unverified),94.237.68.71
kibonsoft.com,Possible PentAGI Domain (Unverified),59.152.125.118
kilomc.com,Possible CyberStrikeAI Domain (Unverified),218.1.219.233
kinezziovirtualmemory.com,Possible DinDoor Domain (Unverified),91.92.43.193
kksss.lol,Possible PureRAT Domain (Unverified),186.240.202.85
klos.kqushjs.com,Possible CyberStrikeAI Domain (Unverified),154.36.161.9
kloverlove.top,Possible PureRAT Domain (Unverified),178.16.55.133
knife.aikitchtech.com,Possible DinDoor Domain (Unverified),31.76.96.195
kpa.pw,Possible BurpSuite Collaborator Domain (Unverified),37.60.241.125
ksksc.top,Possible CyberStrikeAI Domain (Unverified),185.216.119.244
kurodanastw.direct.quickconnect.to,Possible Ligolo-ng Domain (Unverified),114.32.125.20
kvn.smirnovsfamily.ru,Possible PentAGI Domain (Unverified),185.106.93.76
l.prod.burpcloth.infosec.a2z.com,Possible BurpSuite Collaborator Domain (Unverified),44.254.210.57
l4j.me,Possible BurpSuite Collaborator Domain (Unverified),51.91.79.105
lab.wangdun.cn,Possible Viper Domain (Unverified),111.170.148.134
labpay.ru,Possible wstunnel Domain (Unverified),193.124.130.17
lazy-red-gecko.com,Possible BurpSuite Collaborator Domain (Unverified),217.160.159.94
leodsoft.site,Possible Ligolo-ng Domain (Unverified),45.133.210.173
lg.miami.profitserver.ru,Possible CyberStrikeAI Domain (Unverified),5.34.178.57
lh6.gloggs.divesrscosupply.com,Possible Evilginx/EvilGoPhish Domain (Unverified),162.35.105.100
life-mc.space,Possible Mythic Domain (Unverified),31.77.145.53
lightab.art,Possible CyberStrikeAI Domain (Unverified),122.51.119.81
linkedinr.com,Possible DinDoor Domain (Unverified),93.152.223.242
links.carlu.com.mx,Possible Ligolo-ng Domain (Unverified),20.121.198.242
linzhiyong.online,Possible CyberStrikeAI Domain (Unverified),8.137.125.2
lk-jwt.rompchat.fr,Possible PentAGI Domain (Unverified),51.255.206.208
lmysaberblog.cn,Possible CyberStrikeAI Domain (Unverified),38.95.75.222
ln38.ln.pt.y-sec.org,Possible BurpSuite Collaborator Domain (Unverified),63.186.89.51
lndayday.top,Possible PentAGI Domain (Unverified),43.242.130.97
login.shareport.website,Possible Evilginx/EvilGoPhish Domain (Unverified),64.20.61.215
logincdn.permatabankcom.net,Possible Evilginx/EvilGoPhish Domain (Unverified),70.153.18.45
logsasset.com,Possible AdaptixC2 Domain (Unverified),198.13.51.245
lookup.center,Possible BurpSuite Collaborator Domain (Unverified),95.211.185.33
lordfiedo.com,Possible AdaptixC2 Domain (Unverified),193.239.237.120
love.senhai.store,Possible PentAGI Domain (Unverified),123.60.2.245
lsg.dev,Possible BurpSuite Collaborator Domain (Unverified),20.121.57.155
lucknode.shop,Possible CyberStrikeAI Domain (Unverified),84.54.3.198
m.b8q.me,Possible BurpSuite Collaborator Domain (Unverified),51.195.217.12
m.bjdqz.cn,Possible CyberStrikeAI Domain (Unverified),38.6.103.75
m.bjdqz.cn,Possible PentAGI Domain (Unverified),38.6.103.75
m.jlrjxy.com,Possible CyberStrikeAI Domain (Unverified),177.211.86.197
m.plxxn.com,Possible CyberStrikeAI Domain (Unverified),177.211.86.195
m.waitress.cc,Possible CyberStrikeAI Domain (Unverified),207.57.128.196
m365.medmix.group,Possible AdaptixC2 Domain (Unverified),109.74.144.151
mail.1314mi.top,Possible PentAGI Domain (Unverified),140.238.28.236
mail.escapenetwork.app,Possible PentAGI Domain (Unverified),158.69.125.139
mail.ethiopianitpark.com,Possible AdaptixC2 Domain (Unverified),164.160.187.69
mail.fenjiu.site,Possible CyberStrikeAI Domain (Unverified),8.137.98.198
mail.kolrma.com,Possible CyberStrikeAI Domain (Unverified),5.149.253.117
mail.mail.mail.aurainfosec-test.com,Possible BurpSuite Collaborator Domain (Unverified),52.65.148.12
mail.mail.mail.mail.burpcol.versprite.services,Possible BurpSuite Collaborator Domain (Unverified),50.116.39.56
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.burp.schellman.info,Possible BurpSuite Collaborator Domain (Unverified),34.233.59.171
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.collab.threatunit.net,Possible BurpSuite Collaborator Domain (Unverified),44.206.215.180
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.dashboard.mgmsp-lab.com,Possible BurpSuite Collaborator Domain (Unverified),81.169.176.36
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.burpcollab.gremwell.com,Possible BurpSuite Collaborator Domain (Unverified),151.106.50.58
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.b.4a.io,Possible BurpSuite Collaborator Domain (Unverified),91.107.199.191
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns2.bf.gy,Possible BurpSuite Collaborator Domain (Unverified),52.11.119.103
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.bhisco.com,Possible BurpSuite Collaborator Domain (Unverified),138.197.202.65
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.net-spi.com,Possible BurpSuite Collaborator Domain (Unverified),3.143.96.203
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.col.atredinomine.com,Possible BurpSuite Collaborator Domain (Unverified),34.237.54.93
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.www.net-spi.com,Possible BurpSuite Collaborator Domain (Unverified),3.143.96.203
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.x.scrt.pl,Possible BurpSuite Collaborator Domain (Unverified),139.162.149.137
mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.mail.ns1.x.scrt.pl,Possible BurpSuite Collaborator Domain (Unverified),139.162.149.137
mail.mail.mail.mail.mail.mail.mail.mail.mail.wiz8.com,Possible BurpSuite Collaborator Domain (Unverified),12.110.86.134
mail.mail.mail.mail.mail.mail.mail.mail.ns1.bc.on2.us,Possible BurpSuite Collaborator Domain (Unverified),104.155.53.206
mail.mail.mail.mail.mail.mail.mail.mail.ns2.coallaborator.net,Possible BurpSuite Collaborator Domain (Unverified),34.205.242.255
mail.mail.mail.ns1.burp.usd.de,Possible BurpSuite Collaborator Domain (Unverified),82.98.89.2
mail.ns1.snpoc.com,Possible BurpSuite Collaborator Domain (Unverified),185.19.184.142
mail.orm-sol.com,Possible HypeAgent C2 Domain (Unverified),195.177.94.155
mail.rosware.net,Possible PentAGI Domain (Unverified),77.42.95.13
mail01.friedrichs.fr,Possible PureRAT Domain (Unverified),2.59.134.119
mail1.dickson.com.hk,Possible Bianlian Go Trojan Domain (Unverified),59.152.212.164
mail3.focofiscal.store,Possible Ligolo-ng Domain (Unverified),77.83.199.249
mailadmin.legionhosting.co.uk,Possible Metasploit Domain (Unverified),79.137.34.141
mall.christianolivo.com,Possible PureRAT Domain (Unverified),192.252.187.56
marioopy.site,Possible Mythic Domain (Unverified),95.182.91.142
martin902.com,Possible Hak5 Cloud C2 Domain (Unverified),51.68.220.158
mazarat.mazarathosting.site,Possible AdaptixC2 Domain (Unverified),104.207.93.167
mazartest.diwanstechsol.com,Possible Mythic Domain (Unverified),159.198.75.180
mburpcollab.com,Possible BurpSuite Collaborator Domain (Unverified),34.45.0.22
mcp.test.xspectre.com.au,Possible PentAGI Domain (Unverified),193.114.148.238
md.vavle.fun,Possible PureRAT Domain (Unverified),80.97.160.38
meairsk.com,Possible AdaptixC2 Domain (Unverified),166.1.249.50
memos000.apps.0xw.app,Possible CyberStrikeAI Domain (Unverified),89.117.53.19
mes-infos-xdp.com,Possible PureRAT Domain (Unverified),45.139.104.222
mesutredyildirim.com,Possible AdaptixC2 Domain (Unverified),5.133.102.33
metabook-br.app,Possible Havoc Domain (Unverified),198.13.158.57
micecats.asia,Possible CyberStrikeAI Domain (Unverified),101.43.32.60
microsoft-support-it.com,Possible Ligolo-ng Domain (Unverified),89.116.31.27
