rule_name,metadata_tool,metadata_tool_type,metadata_tool_category,metadata_severity,metadata_link,metadata_detection_type,metadata_reference,metadata_comment
Level Agent,Level.io,offensive_tool,RMM,high,https://level.io/,Hunting,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/level.io.csv,
