service_name,service_path,metadata_tool_name,metadata_tool_category,metadata_tool_type,metadata_severity,metadata_comment,metadata_reference
PC Monitor,*\PCMonitorSrv.exe,Pulseway,RMM,greyware_tool,medium,https://www.pulseway.com/,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/Pulseway.csv
Pulseway,*\PCMonitorSrv.exe,Pulseway,RMM,greyware_tool,medium,https://www.pulseway.com/,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/Pulseway.csv
PC Monitor,*PCMonitorSrv.exe*,Pulseway,RMM,greyware_tool,high,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/Pulseway.csv
Pulseway,,Pulseway,RMM,greyware_tool,medium,,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/Pulseway.csv
