fuzzer,domain,dns_a,dns_aaaa,dns_mx,dns_ns
*original,microsoft.com,13.107.253.40,2603:1010:3:3::5b,microsoft-com.mail.protection.outlook.com,ns1-39.azure-dns.com
addition,microsoft6.com,103.224.182.246,,park-mx.above.com,512.ns1.above.com
addition,microsofth.com,103.224.182.246,,park-mx.above.com,512.ns1.above.com
addition,microsoft2.com,104.21.3.116,2606:4700:3031::6815:374,,hunts.ns.cloudflare.com
addition,microsoft7.com,,,,
addition,microsofty.com,103.224.182.241,,park-mx.above.com,ns1.abovedomains.com
addition,microsofts.com,103.224.182.245,,park-mx.above.com,222.ns1.abovedomains.com
addition,microsoft3.com,75.2.18.233,,,ns1.dyna-ns.net
addition,microsoft5.com,,,,
addition,microsoft9.com,,,,
addition,microsoftb.com,,,,
addition,microsoftz.com,!ServFail,!ServFail,!ServFail,ns1.dns-parking.com
addition,microsoftg.com,103.224.182.246,,park-mx.above.com,512.ns1.above.com
addition,microsoftm.com,103.224.182.246,,park-mx.above.com,512.ns1.above.com
addition,microsoftx.com,103.224.182.246,,park-mx.above.com,512.ns1.above.com
addition,microsoftl.com,103.224.212.207,,park-mx.above.com,ns1.abovedomains.com
addition,microsoftv.com,104.215.95.187,,,ns1-06.azure-dns.com
addition,microsoftk.com,108.186.127.181,,,ns1.microsoftk.com
addition,microsoftj.com,13.248.169.48,,,ns3.afternic.com
addition,microsoftq.com,13.248.169.48,,,ns1.afternic.com
addition,microsoft4.com,13.248.243.5,,microsoft4-com.mail.protection.outlook.com,ns27.domaincontrol.com
addition,microsofta.com,15.197.148.33,,,ns73.domaincontrol.com
addition,microsoftt.com,192.198.80.150,,,ns1.smtmdns.com
addition,microsoftc.com,20.112.250.133,,,ns1-03.azure-dns.com
addition,microsofte.com,20.112.250.133,,,ns1-08.azure-dns.com
addition,microsofto.com,20.112.250.133,,,ns1-09.azure-dns.com
addition,microsoftr.com,20.112.250.133,,,ns1-07.azure-dns.com
addition,microsoftd.com,216.118.229.213,,,dns15.hichina.com
addition,microsofti.com,23.227.38.32,,mx.zoho.com,ns25.domaincontrol.com
addition,microsoft1.com,38.238.82.211,,,ns1.gname-dns.com
addition,microsoftf.com,75.2.18.233,,,ns1.dyna-ns.net
addition,microsoftn.com,75.2.18.233,,,ns1.dyna-ns.net
addition,microsoft0.com,,,,anita.ns.cloudflare.com
addition,microsoft8.com,,,,ns1-03.azure-dns.com
addition,microsoftp.com,,,,
addition,microsoftu.com,,,,ns1.judns.com
addition,microsoftw.com,,,,ns1-06.azure-dns.com
bitsquatting,microskft.com,103.224.182.246,,park-mx.above.com,512.ns1.above.com
bitsquatting,macrosoft.com,13.248.169.48,,,ns1.afternic.com
bitsquatting,licrosoft.com,150.136.60.60,,,curitiba.ns.porkbun.com
bitsquatting,mhcrosoft.com,,,,
bitsquatting,miarosoft.com,,,,
bitsquatting,micposoft.com,,,,
bitsquatting,microsnft.com,,,,
bitsquatting,mkcrosoft.com,103.224.182.246,,park-mx.above.com,512.ns1.above.com
bitsquatting,microsovt.com,103.224.212.203,,park-mx.above.com,3932.ns1.abovedomains.com
bitsquatting,micrksoft.com,103.224.212.205,,park-mx.above.com,3932.ns1.abovedomains.com
bitsquatting,misrosoft.com,103.224.212.206,,park-mx.above.com,ns1.above.com
bitsquatting,microsofu.com,104.21.56.172,2606:4700:3034::6815:38ac,,danica.ns.cloudflare.com
bitsquatting,micro3oft.com,104.21.67.78,2606:4700:3030::6815:434e,,dimitris.ns.cloudflare.com
bitsquatting,microcoft.com,104.247.81.53,,,ns1.parkingcrew.net
bitsquatting,micvosoft.com,109.70.26.37,,,statuspage1.nic.ru
bitsquatting,migrosoft.com,128.65.195.25,2001:1600:4:b:ba2a:72ff:fed4:663b,mta-gw.infomaniak.ch,ns1.infomaniak.ch
bitsquatting,microsofd.com,13.248.169.48,,,ns1.afternic.com
bitsquatting,microsof4.com,148.113.42.184,,,rose.ns.cloudflare.com
bitsquatting,microsobt.com,15.197.148.33,,,ns33.domaincontrol.com
bitsquatting,mycrosoft.com,15.197.225.128,,,bailey.ns.cloudflare.com
bitsquatting,microroft.com,150.136.60.60,,,curitiba.ns.porkbun.com
bitsquatting,microsmft.com,150.136.60.60,,,curitiba.ns.porkbun.com
bitsquatting,microsofv.com,150.136.60.60,,,curitiba.ns.porkbun.com
bitsquatting,microsont.com,150.136.60.60,,,curitiba.ns.porkbun.com
bitsquatting,mmcrosoft.com,150.136.60.60,,,curitiba.ns.porkbun.com
bitsquatting,microsofp.com,162.255.119.100,,eforward1.registrar-servers.com,dns1.registrar-servers.com
bitsquatting,micbosoft.com,192.64.119.89,,eforward1.registrar-servers.com,dns1.registrar-servers.com
bitsquatting,micrmsoft.com,192.64.119.97,,eforward1.registrar-servers.com,dns1.registrar-servers.com
bitsquatting,mibrosoft.com,199.59.243.228,,,ns1.bodis.com
bitsquatting,microwoft.com,199.59.243.228,,,ns1.bodis.com
bitsquatting,microqoft.com,20.112.250.133,,,ns1-07.azure-dns.com
bitsquatting,microsodt.com,20.112.250.133,,,ns1-05.azure-dns.com
bitsquatting,micsosoft.com,20.112.250.133,,,ns1-08.azure-dns.com
bitsquatting,mikrosoft.com,20.112.250.133,,,ns1-07.azure-dns.com
bitsquatting,microsogt.com,208.91.196.181,,~,ns1181.ztomy.com
bitsquatting,micrgsoft.com,23.235.185.61,,,a.share-dns.com
bitsquatting,eicrosoft.com,,,,ns11.xincache.com
bitsquatting,iicrosoft.com,,,,ns-1009.awsdns-62.net
bitsquatting,mic2osoft.com,,,mx.zoho.com,ns-cloud-c1.googledomains.com
bitsquatting,micrnsoft.com,,!ServFail,,
bitsquatting,microsgft.com,,,,ns-1426.awsdns-50.org
bitsquatting,miczosoft.com,,,,dns1.registrar-servers.com
bitsquatting,oicrosoft.com,,,,
homoglyph,m1cr0soft.com,,,,
homoglyph,m1erosoft.com,,,,
homoglyph,mier0soft.com,,,,
homoglyph,mieros0ft.com,,,,
homoglyph,mnicrosoft.com,103.224.182.246,,park-mx.above.com,512.ns1.above.com
homoglyph,mlcros0ft.com,104.21.48.61,2606:4700:3031::ac43:b3d4,inbound-smtp.eu-west-1.amazonaws.com,abby.ns.cloudflare.com
homoglyph,micr0s0ft.com,13.248.169.48,,,ns1.afternic.com
homoglyph,nnicr0soft.com,,,,
homoglyph,nnierosoft.com,,,,
homoglyph,nnlcrosoft.com,,,,
homoglyph,ricrosoft.com,15.197.148.33,,,pdns03.domaincontrol.com
homoglyph,rmicrosoft.com,15.197.204.56,,,ns01.cashparking.com
homoglyph,m1crosoft.com,152.69.165.25,,mail.web-axis.net,nicole.ns.cloudflare.com
homoglyph,micr0soft.com,20.112.250.133,,,ns1-02.azure-dns.com
homoglyph,mmicrosoft.com,20.112.250.133,,,ns1-03.azure-dns.com
homoglyph,mlcrosoft.com,202.31.187.154,,,ns3.cypack.com
homoglyph,m1cros0ft.com,216.250.120.5,2607:f1c0:1000:70f7:7ec8:5c8a:eb6d:581b,mx00.ionos.com,ns1122.ui-dns.biz
homoglyph,mlcr0soft.com,23.227.203.148,,,ns1.mlcr0soft.com
homoglyph,micros0ft.com,47.190.31.19,,,
homoglyph,mierosoft.com,,,,lily.ns.cloudflare.com
homoglyph,mlerosoft.com,,,,
homoglyph,n1crosoft.com,,,,
homoglyph,nicr0soft.com,,,mail01.hkmsys.com,bea30494ee72b8a460d3850b704b27ed.dns-verify.idc.jp
homoglyph,nicros0ft.com,,,,
homoglyph,nierosoft.com,,,,
homoglyph,nlcrosoft.com,,,,ns-cloud-e1.googledomains.com
homoglyph,nn1crosoft.com,,,,
homoglyph,nnicros0ft.com,,,,
homoglyph,rnicr0soft.com,,,,
homoglyph,rnicrosoft.com,127.0.0.1,,localhost,ns1.sedoparking.com
homoglyph,nnicrosoft.com,13.248.169.48,,,ns1.afternic.com
homoglyph,nmicrosoft.com,20.112.250.133,,,ns1-05.azure-dns.com
homoglyph,nricrosoft.com,,,,
homoglyph,rn1crosoft.com,,,,
homoglyph,rnierosoft.com,,,,
homoglyph,rnlcrosoft.com,136.176.0.178,,mail.rnlcrosoft.com,ns1.whois.com
homoglyph,rnicros0ft.com,15.197.148.33,,,pdns03.domaincontrol.com
homoglyph,rricrosoft.com,20.50.64.14,,,ns1-32.azure-dns.com
homoglyph,nicrosoft.com,54.208.21.117,,,dns.rebel.com
homoglyph,xn--1crosoft-2wd.com,,,,
homoglyph,xn--1crosoft-f79c.com,,,,
homoglyph,xn--1crosoft-g89c.com,,,,
homoglyph,xn--1crosoft-qy7c.com,,,,
homoglyph,xn--1crosoft-x79c.com,,,,
homoglyph,xn--crosoft-1gd3825d.com,,,,
homoglyph,xn--crosoft-1gd3942d.com,,,,
homoglyph,xn--crosoft-1gd5625d.com,,,,
homoglyph,xn--crosoft-1gd5e.com,,,,
homoglyph,xn--crosoft-1gd7425d.com,,,,
homoglyph,xn--crosoft-2gc0666d.com,,,,
homoglyph,xn--crosoft-2gc0783d.com,,,,
homoglyph,xn--crosoft-2gc2466d.com,,,,
homoglyph,xn--crosoft-2gc26l.com,,,,
homoglyph,xn--crosoft-2gc4266d.com,,,,
homoglyph,xn--crosoft-6ya3078d.com,,,,
homoglyph,xn--crosoft-6ya3195d.com,,,,
homoglyph,xn--crosoft-6ya506a.com,,,,
homoglyph,xn--crosoft-6ya5868d.com,,,,
homoglyph,xn--crosoft-6ya7668d.com,,,,
homoglyph,xn--crosoft-9eb110a.com,,,,
homoglyph,xn--crosoft-9eb1908d.com,,,,
homoglyph,xn--crosoft-9eb3708d.com,,,,
homoglyph,xn--crosoft-9eb9018d.com,,,,
homoglyph,xn--crosoft-9eb9135d.com,,,,
homoglyph,xn--crosoft-9gd4725d.com,,,,
homoglyph,xn--crosoft-9gd4842d.com,,,,
homoglyph,xn--crosoft-9gd6525d.com,,,,
homoglyph,xn--crosoft-9gd6d.com,,,,
homoglyph,xn--crosoft-9gd8325d.com,,,,
homoglyph,xn--crosoft-b03cr3c.com,,,,
homoglyph,xn--crosoft-b03cy2c.com,,,,
homoglyph,xn--crosoft-deb5418d.com,,,,
homoglyph,xn--crosoft-deb5535d.com,,,,
homoglyph,xn--crosoft-deb7218d.com,,,,
homoglyph,xn--crosoft-deb740a.com,,,,
homoglyph,xn--crosoft-deb9018d.com,,,,
homoglyph,xn--crosoft-fza4095d.com,,,,
homoglyph,xn--crosoft-fza4968d.com,,,,
homoglyph,xn--crosoft-fza6768d.com,,,,
homoglyph,xn--crosoft-fza695a.com,,,,
homoglyph,xn--crosoft-fza8568d.com,,,,
homoglyph,xn--crosoft-kuc1116d.com,,,,
homoglyph,xn--crosoft-kuc13g.com,,,,
homoglyph,xn--crosoft-kuc3906d.com,,,,
homoglyph,xn--crosoft-kuc9216d.com,,,,
homoglyph,xn--crosoft-kuc9333d.com,,,,
homoglyph,xn--crosoft-nza5868d.com,,,,
homoglyph,xn--crosoft-nza5985d.com,,,,
homoglyph,xn--crosoft-nza7668d.com,,,,
homoglyph,xn--crosoft-nza785a.com,,,,
homoglyph,xn--crosoft-nza9468d.com,,,,
homoglyph,xn--crosoft-qfb1035d.com,,,,
homoglyph,xn--crosoft-qfb1908d.com,,,,
homoglyph,xn--crosoft-qfb3708d.com,,,,
homoglyph,xn--crosoft-qfb39z.com,,,,
homoglyph,xn--crosoft-qfb5508d.com,,,,
homoglyph,xn--crosoft-r03c51c.com,,,,
homoglyph,xn--crosoft-r03cy2c.com,,,,
homoglyph,xn--crosoft-teb1908d.com,,,,
homoglyph,xn--crosoft-teb7218d.com,,,,
homoglyph,xn--crosoft-teb7335d.com,,,,
homoglyph,xn--crosoft-teb9018d.com,,,,
homoglyph,xn--crosoft-teb920a.com,,,,
homoglyph,xn--crosoft-tgd2052d.com,,,,
homoglyph,xn--crosoft-tgd2925d.com,,,,
homoglyph,xn--crosoft-tgd4725d.com,,,,
homoglyph,xn--crosoft-tgd4f.com,,,,
homoglyph,xn--crosoft-tgd6525d.com,,,,
homoglyph,xn--crosoft-uz3c93c.com,,,,
homoglyph,xn--crosoft-uz3cr3c.com,,,,
homoglyph,xn--crosoft-vid6346d.com,,,,
homoglyph,xn--crosoft-vid8146d.com,,,,
homoglyph,xn--crosoft-wdb3618d.com,,,,
homoglyph,xn--crosoft-wdb3735d.com,,,,
homoglyph,xn--crosoft-wdb5418d.com,,,,
homoglyph,xn--crosoft-wdb560a.com,,,,
homoglyph,xn--crosoft-wdb7218d.com,,,,
homoglyph,xn--crosoft-wz1co4n.com,,,,
homoglyph,xn--crosoft-wz1cv3n.com,,,,
homoglyph,xn--crosoft-yya2178d.com,,,,
homoglyph,xn--crosoft-yya2295d.com,,,,
homoglyph,xn--crosoft-yya416a.com,,,,
homoglyph,xn--crosoft-yya4968d.com,,,,
homoglyph,xn--crosoft-yya6768d.com,,,,
homoglyph,xn--icosoft-0nb5677d.com,,,,
homoglyph,xn--icosoft-0nb5794d.com,,,,
homoglyph,xn--icosoft-0nb7477d.com,,,,
homoglyph,xn--icosoft-0nb76w.com,,,,
homoglyph,xn--icosoft-0nb9277d.com,,,,
homoglyph,xn--icosoft-b03clj.com,,,,
homoglyph,xn--icosoft-b03csi.com,,,,
homoglyph,xn--icosoft-b03cwk.com,,,,
homoglyph,xn--icosoft-dmd4705d.com,,,,
homoglyph,xn--icosoft-dmd4822d.com,,,,
homoglyph,xn--icosoft-dmd6505d.com,,,,
homoglyph,xn--icosoft-dmd8305d.com,,,,
homoglyph,xn--icosoft-gld0115d.com,,,,
homoglyph,xn--icosoft-gld0232d.com,,,,
homoglyph,xn--icosoft-gld2905d.com,,,,
homoglyph,xn--icosoft-gld4705d.com,,,,
homoglyph,xn--icosoft-gwc5506d.com,,,,
homoglyph,xn--icosoft-gwc5623d.com,,,,
homoglyph,xn--icosoft-gwc7306d.com,,,,
homoglyph,xn--icosoft-gwc75f.com,,,,
homoglyph,xn--icosoft-gwc9106d.com,,,,
homoglyph,xn--icosoft-hob1177d.com,,,,
homoglyph,xn--icosoft-hob7477d.com,,,,
homoglyph,xn--icosoft-hob7594d.com,,,,
homoglyph,xn--icosoft-hob9277d.com,,,,
homoglyph,xn--icosoft-hob94w.com,,,,
homoglyph,xn--icosoft-old1015d.com,,,,
homoglyph,xn--icosoft-old1132d.com,,,,
homoglyph,xn--icosoft-old3805d.com,,,,
homoglyph,xn--icosoft-old5605d.com,,,,
homoglyph,xn--icosoft-p9c3355d.com,,,,
homoglyph,xn--icosoft-p9c3472d.com,,,,
homoglyph,xn--icosoft-p9c5155d.com,,,,
homoglyph,xn--icosoft-p9c53a.com,,,,
homoglyph,xn--icosoft-p9c7945d.com,,,,
homoglyph,xn--icosoft-r03c3j.com,,,,
homoglyph,xn--icosoft-r03csi.com,,,,
homoglyph,xn--icosoft-r03czh.com,,,,
homoglyph,xn--icosoft-uz3c3j.com,,,,
homoglyph,xn--icosoft-uz3clj.com,,,,
homoglyph,xn--icosoft-uz3cpl.com,,,,
homoglyph,xn--icosoft-vid0345d.com,,,,
homoglyph,xn--icosoft-vid1l.com,,,,
homoglyph,xn--icosoft-vid2145d.com,,,,
homoglyph,xn--icosoft-vid3j.com,,,,
homoglyph,xn--icosoft-vid4i.com,,,,
homoglyph,xn--icosoft-vid5h.com,,,,
homoglyph,xn--icosoft-vid6645d.com,,,,
homoglyph,xn--icosoft-wld2032d.com,,,,
homoglyph,xn--icosoft-wld2905d.com,,,,
homoglyph,xn--icosoft-wld4705d.com,,,,
homoglyph,xn--icosoft-wld6505d.com,,,,
homoglyph,xn--icosoft-wz1c73j.com,,,,
homoglyph,xn--icosoft-wz1cp3j.com,,,,
homoglyph,xn--icosoft-wz1ct5j.com,,,,
homoglyph,xn--icosoft-xob1177d.com,,,,
homoglyph,xn--icosoft-xob13w.com,,,,
homoglyph,xn--icosoft-xob3967d.com,,,,
homoglyph,xn--icosoft-xob9277d.com,,,,
homoglyph,xn--icosoft-xob9394d.com,,,,
homoglyph,xn--icosoft-zvc3706d.com,,,,
homoglyph,xn--icosoft-zvc3823d.com,,,,
homoglyph,xn--icosoft-zvc5506d.com,,,,
homoglyph,xn--icosoft-zvc57f.com,,,,
homoglyph,xn--icosoft-zvc7306d.com,,,,
homoglyph,xn--icr0soft-2wd.com,,,,
homoglyph,xn--icr0soft-f79c.com,,,,
homoglyph,xn--icr0soft-g89c.com,,,,
homoglyph,xn--icr0soft-qy7c.com,,,,
homoglyph,xn--icr0soft-x79c.com,,,,
homoglyph,xn--icrooft-b03c7337j.com,,,,
homoglyph,xn--icrooft-b03c9l.com,,,,
homoglyph,xn--icrooft-b03crl.com,,,,
homoglyph,xn--icrooft-dqb3767d.com,,,,
homoglyph,xn--icrooft-dqb3884d.com,,,,
homoglyph,xn--icrooft-dqb5567d.com,,,,
homoglyph,xn--icrooft-dqb57v.com,,,,
homoglyph,xn--icrooft-dqb7367d.com,,,,
homoglyph,xn--icrooft-gpb11w.com,,,,
homoglyph,xn--icrooft-gpb1967d.com,,,,
homoglyph,xn--icrooft-gpb3767d.com,,,,
homoglyph,xn--icrooft-gpb9077d.com,,,,
homoglyph,xn--icrooft-gpb9194d.com,,,,
homoglyph,xn--icrooft-r03cp337j.com,,,,
homoglyph,xn--icrooft-r03crl.com,,,,
homoglyph,xn--icrooft-r03cyk.com,,,,
homoglyph,xn--icrooft-tqb5567d.com,,,,
homoglyph,xn--icrooft-tqb5684d.com,,,,
homoglyph,xn--icrooft-tqb7367d.com,,,,
homoglyph,xn--icrooft-tqb75v.com,,,,
homoglyph,xn--icrooft-tqb9167d.com,,,,
homoglyph,xn--icrooft-uz3c0437j.com,,,,
homoglyph,xn--icrooft-uz3c2m.com,,,,
homoglyph,xn--icrooft-uz3c9l.com,,,,
homoglyph,xn--icrooft-vid1n.com,,,,
homoglyph,xn--icrooft-vid20709a.com,,,,
homoglyph,xn--icrooft-vid4055d.com,,,,
homoglyph,xn--icrooft-vid6845d.com,,,,
homoglyph,xn--icrooft-vmd4505d.com,,,,
homoglyph,xn--icrooft-vmd4622d.com,,,,
homoglyph,xn--icrooft-vmd6305d.com,,,,
homoglyph,xn--icrooft-vmd8105d.com,,,,
homoglyph,xn--icrooft-vxc10f.com,,,,
