fuzzer,domain,dns_a,dns_aaaa,dns_mx,dns_ns
*original,crowdstrike.com,104.16.180.118,2606:4700::6810:b476,mxa-00206402.gslb.pphosted.com,blue.foundationdns.com
addition,crowdstrike0.com,,,,
addition,crowdstrike1.com,,,,
addition,crowdstrike2.com,,,,
addition,crowdstrike3.com,,,,
addition,crowdstrike4.com,,,,
addition,crowdstrike5.com,,,,
addition,crowdstrike6.com,,,,
addition,crowdstrike7.com,,,,
addition,crowdstrike8.com,,,,
addition,crowdstrike9.com,,,,
addition,crowdstriker.com,44.232.173.249,,,launch1.spaceship.net
addition,crowdstrikea.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikeb.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikec.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstriked.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikee.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikef.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikeg.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikeh.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikei.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikej.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikek.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikel.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikem.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstriken.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikeo.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikep.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikeq.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikes.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstriket.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikeu.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikev.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikew.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikex.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikey.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
addition,crowdstrikez.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
bitsquatting,arowdstrike.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
bitsquatting,browdstrike.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
bitsquatting,c2owdstrike.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
bitsquatting,cbowdstrike.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
bitsquatting,cpowdstrike.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
bitsquatting,crgwdstrike.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
bitsquatting,crkwdstrike.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
bitsquatting,crmwdstrike.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
bitsquatting,crnwdstrike.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
bitsquatting,cro7dstrike.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
bitsquatting,crogdstrike.com,,,inbound-smtp.us-east-1.amazonaws.com,eric.ns.cloudflare.com
