fuzzer,domain,dns_a,dns_aaaa,dns_mx,dns_ns
*original,impots.gouv.fr,145.242.11.100,,mail.dgfip.finances.gouv.fr,dns1.impots.gouv.fr
addition,impots0.gouv.fr,,,,
addition,impots1.gouv.fr,,,,
addition,impots2.gouv.fr,,,,
addition,impots3.gouv.fr,,,,
addition,impots4.gouv.fr,,,,
addition,impots5.gouv.fr,,,,
addition,impots6.gouv.fr,,,,
addition,impots7.gouv.fr,,,,
addition,impots8.gouv.fr,,,,
addition,impots9.gouv.fr,,,,
addition,impotsa.gouv.fr,,,,
addition,impotsb.gouv.fr,,,,
addition,impotsc.gouv.fr,,,,
addition,impotsd.gouv.fr,,,,
addition,impotse.gouv.fr,,,,
addition,impotsf.gouv.fr,,,,
addition,impotsg.gouv.fr,,,,
addition,impotsh.gouv.fr,,,,
addition,impotsi.gouv.fr,,,,
addition,impotsj.gouv.fr,,,,
addition,impotsk.gouv.fr,,,,
addition,impotsl.gouv.fr,,,,
addition,impotsm.gouv.fr,,,,
addition,impotsn.gouv.fr,,,,
addition,impotso.gouv.fr,,,,
addition,impotsp.gouv.fr,,,,
addition,impotsq.gouv.fr,,,,
addition,impotsr.gouv.fr,,,,
addition,impotss.gouv.fr,,,,
addition,impotst.gouv.fr,,,,
addition,impotsu.gouv.fr,,,,
addition,impotsv.gouv.fr,,,,
addition,impotsw.gouv.fr,,,,
addition,impotsx.gouv.fr,,,,
addition,impotsy.gouv.fr,,,,
addition,impotsz.gouv.fr,,,,
bitsquatting,ampots.gouv.fr,,,,
bitsquatting,hmpots.gouv.fr,,,,
bitsquatting,i-pots.gouv.fr,,,,
bitsquatting,iepots.gouv.fr,,,,
bitsquatting,iipots.gouv.fr,,,,
bitsquatting,ilpots.gouv.fr,,,,
bitsquatting,im0ots.gouv.fr,,,,
bitsquatting,impgts.gouv.fr,,,,
bitsquatting,impkts.gouv.fr,,,,
bitsquatting,impmts.gouv.fr,,,,
bitsquatting,impnts.gouv.fr,,,,
bitsquatting,impo4s.gouv.fr,,,,
bitsquatting,impods.gouv.fr,,,,
bitsquatting,impops.gouv.fr,,,,
bitsquatting,impot3.gouv.fr,,,,
