fuzzer,domain,dns_a,dns_aaaa,dns_mx,dns_ns
*original,leboncoin.fr,18.165.83.19,,mx0.mail.ovh.net,ns-1125.awsdns-12.org
addition,leboncoin0.fr,,,,
addition,leboncoin1.fr,,,,
addition,leboncoin2.fr,,,,
addition,leboncoin3.fr,,,,
addition,leboncoin4.fr,,,,
addition,leboncoin5.fr,,,,
addition,leboncoin6.fr,,,,
addition,leboncoin7.fr,,,,
addition,leboncoin8.fr,,,,
addition,leboncoin9.fr,,,,
addition,leboncoina.fr,,,,
addition,leboncoinb.fr,,,,
addition,leboncoinc.fr,,,,
addition,leboncoind.fr,,,,
addition,leboncoine.fr,81.92.80.55,,mx3.nameshield.com,ns2.observatoiredesmarques.fr
addition,leboncoinf.fr,,,,
addition,leboncoing.fr,,,,
addition,leboncoinh.fr,,,,
addition,leboncoini.fr,,,,
addition,leboncoinj.fr,,,,
addition,leboncoink.fr,,,,
addition,leboncoinl.fr,,,,
addition,leboncoinm.fr,,,,
addition,leboncoinn.fr,213.186.33.5,,mail.leboncoinn.fr,dns107.ovh.net
addition,leboncoino.fr,,,,
addition,leboncoinp.fr,,,,
addition,leboncoinq.fr,,,,
addition,leboncoinr.fr,,,,
addition,leboncoins.fr,,,,
addition,leboncoint.fr,,,,
addition,leboncoinu.fr,,,,
addition,leboncoinv.fr,,,,
addition,leboncoinw.fr,,,,
addition,leboncoinx.fr,,,,
addition,leboncoiny.fr,,,,
addition,leboncoinz.fr,,,,
bitsquatting,deboncoin.fr,,,,
bitsquatting,heboncoin.fr,,,,
bitsquatting,ldboncoin.fr,213.186.33.5,,mail.ldboncoin.fr,dns107.ovh.net
bitsquatting,laboncoin.fr,81.92.80.55,,mx3.nameshield.com,ns2.observatoiredesmarques.fr
bitsquatting,lebgncoin.fr,,,,
bitsquatting,lebkncoin.fr,,,,
bitsquatting,lebmncoin.fr,,,,
bitsquatting,lebnncoin.fr,,,,
bitsquatting,lebofcoin.fr,,,,
