fuzzer,domain,dns_a,dns_aaaa,dns_mx,dns_ns
*original,secure.paypal.com,,,,
addition,secure.paypal0.com,,,,
addition,secure.paypal1.com,,,,
addition,secure.paypal2.com,,,,
addition,secure.paypal4.com,,,,
addition,secure.paypal5.com,,,,
addition,secure.paypal6.com,,,,
addition,secure.paypal7.com,,,,
addition,secure.paypal8.com,,,,
addition,secure.paypal9.com,,,,
addition,secure.paypale.com,103.224.212.205,,park-mx.above.com,ns1.abovedomains.com
addition,secure.paypala.com,104.247.82.32,,mail.h-email.net,ns1.parkingcrew.net
addition,secure.paypalc.com,23.82.12.32,,,
addition,secure.paypald.com,,,,
addition,secure.paypalf.com,,,,
addition,secure.paypalh.com,,,,
addition,secure.paypalj.com,,,,
addition,secure.paypalp.com,103.224.212.204,,park-mx.above.com,ns1.abovedomains.com
addition,secure.paypalo.com,104.247.81.53,,mail.h-email.net,ns1.parkingcrew.net
addition,secure.paypalt.com,104.247.81.53,,mail.h-email.net,ns1.parkingcrew.net
addition,secure.paypalr.com,13.248.169.48,,,ns1.afternic.com
addition,secure.paypalu.com,13.248.169.48,,,ns3.afternic.com
addition,secure.paypali.com,159.89.244.183,!ServFail,,!ServFail
addition,secure.paypalk.com,185.107.56.205,,,
addition,secure.paypalg.com,192.187.111.222,,,
addition,secure.paypal3.com,199.59.243.228,,,
addition,secure.paypalb.com,23.82.12.31,,,
addition,secure.paypall.com,3.33.139.32,,,
addition,secure.paypalm.com,,,,
addition,secure.paypaln.com,,,,
addition,secure.paypalq.com,,,,
addition,secure.paypals.com,,,,
addition,secure.paypalv.com,,,,
addition,secure.paypalw.com,,,,
addition,secure.paypalx.com,3.33.139.32,,,
addition,secure.paypaly.com,3.33.139.32,,,
addition,secure.paypalz.com,,,,
bitsquatting,secure.pa9pal.com,,,,
bitsquatting,secure.paqpal.com,104.21.10.196,2606:4700:3033::ac43:bed3,,
bitsquatting,secure.qaypal.com,104.21.71.112,2606:4700:3033::6815:4770,,
bitsquatting,secure.paxpal.com,104.247.81.35,,mail.h-email.net,ns1.parkingcrew.net
bitsquatting,secure.paypah.com,,,,
bitsquatting,secure.paypan.com,159.89.244.183,!ServFail,,!ServFail
bitsquatting,secure.0aypal.com,192.155.108.155,,,
bitsquatting,secure.paypad.com,,,,
bitsquatting,secure.paypam.com,,,,
bitsquatting,secure.paypcl.com,,,,
bitsquatting,secure.paypil.com,104.247.81.35,,mail.h-email.net,ns1.parkingcrew.net
bitsquatting,secure.payral.com,13.248.169.48,,,ns1.dan.com
bitsquatting,secure.piypal.com,13.248.169.48,,,ns1.dan.com
bitsquatting,secure.raypal.com,159.89.244.183,!ServFail,,!ServFail
bitsquatting,secure.paypql.com,172.98.192.35,,,
bitsquatting,secure.paypel.com,185.107.56.203,,,
bitsquatting,secure.pay0al.com,192.155.108.152,,,
bitsquatting,secure.paytal.com,192.198.80.147,,,
bitsquatting,secure.payqal.com,207.148.248.143,!ServFail,,!ServFail
bitsquatting,secure.paipal.com,3.33.139.32,,,
bitsquatting,secure.payxal.com,,,,
bitsquatting,secure.pcypal.com,,,,
bitsquatting,secure.pqypal.com,,,,
bitsquatting,secure.taypal.com,64.190.63.222,,localhost,ns1.sedoparking.com
bitsquatting,secure.peypal.com,69.162.80.62,,,
bitsquatting,secure.xaypal.com,,,,
cyrillic,secure.xn--80aa0cbo65f.com,,,,
homoglyph,secure.paypa1.com,3.33.139.32,,,
homoglyph,secure.paypai.com,,,,
homoglyph,secure.xn--apal-4gb53h.com,,,,
homoglyph,secure.xn--apal-4gb5g.com,,,,
homoglyph,secure.xn--apal-4gb7255b.com,,,,
homoglyph,secure.xn--apal-4gb76f.com,,,,
homoglyph,secure.xn--apal-4gb91l.com,,,,
homoglyph,secure.xn--apal-4gb9316b.com,,,,
homoglyph,secure.xn--apal-4gb9916b.com,,,,
homoglyph,secure.xn--apal-5ra02h.com,,,,
homoglyph,secure.xn--apal-5ra4816b.com,,,,
homoglyph,secure.xn--apal-5ra67i.com,,,,
homoglyph,secure.xn--apal-5ra6916b.com,,,,
homoglyph,secure.xn--apal-9f5a59b.com,,,,
homoglyph,secure.xn--apal-9f5ap7b.com,,,,
homoglyph,secure.xn--apal-9f5atp.com,,,,
homoglyph,secure.xn--apal-bjb6805b.com,,,,
homoglyph,secure.xn--apal-bjb8905b.com,,,,
homoglyph,secure.xn--apal-bjb8d.com,,,,
homoglyph,secure.xn--apal-g1b4234b.com,,,,
homoglyph,secure.xn--apal-g1b6334b.com,,,,
homoglyph,secure.xn--apal-g5b6514b.com,,,,
homoglyph,secure.xn--apal-g5b8614b.com,,,,
homoglyph,secure.xn--apal-gsa2716b.com,,,,
homoglyph,secure.xn--apal-gsa46i.com,,,,
homoglyph,secure.xn--apal-gsa4816b.com,,,,
homoglyph,secure.xn--apal-gsa80h.com,,,,
homoglyph,secure.xn--apal-kg5a3o.com,,,,
homoglyph,secure.xn--apal-kg5at9b.com,,,,
homoglyph,secure.xn--apal-kg5az6b.com,,,,
homoglyph,secure.xn--apal-l9a2545b.com,,,,
homoglyph,secure.xn--apal-l9a44b.com,,,,
homoglyph,secure.xn--apal-l9a4645b.com,,,,
homoglyph,secure.xn--apal-l9a8y.com,,,,
homoglyph,secure.xn--apal-lfc2773b.com,,,,
homoglyph,secure.xn--apal-lfc4873b.com,,,,
homoglyph,secure.xn--apal-ukb11e.com,,,,
homoglyph,secure.xn--apal-ukb1735b.com,,,,
homoglyph,secure.xn--apal-ukb3406b.com,,,,
homoglyph,secure.xn--apal-ukb36j.com,,,,
homoglyph,secure.xn--apal-ukb3895b.com,,,,
homoglyph,secure.xn--apal-ukb97f.com,,,,
homoglyph,secure.xn--ayal-4gb0815b.com,,,,
homoglyph,secure.xn--ayal-4gb2915b.com,,,,
homoglyph,secure.xn--ayal-4gb2n.com,,,,
homoglyph,secure.xn--ayal-4gbc.com,,,,
homoglyph,secure.xn--ayal-6gb5715b.com,,,,
homoglyph,secure.xn--ayal-6gb7815b.com,,,,
homoglyph,secure.xn--ayal-6gb7m.com,,,,
homoglyph,secure.xn--ayal-9f5ac.com,,,,
homoglyph,secure.xn--ayal-9f5aoa.com,,,,
homoglyph,secure.xn--ayal-cg5aj.com,,,,
homoglyph,secure.xn--ayal-kg5ac.com,,,,
homoglyph,secure.xn--ayal-ukb4205b.com,,,,
homoglyph,secure.xn--ayal-ukb6305b.com,,,,
homoglyph,secure.xn--ayal-ukbc.com,,,,
homoglyph,secure.xn--ayal-wkb1305b.com,,,,
homoglyph,secure.xn--ayal-wkb9105b.com,,,,
homoglyph,secure.xn--aypa-31a30d.com,,,,
homoglyph,secure.xn--aypa-31a7675b.com,,,,
homoglyph,secure.xn--aypa-31a95e.com,,,,
homoglyph,secure.xn--aypa-31a9775b.com,,,,
homoglyph,secure.xn--aypa-4gb60j.com,,,,
homoglyph,secure.xn--aypa-80a3085b.com,,,,
homoglyph,secure.xn--aypa-80a5185b.com,,,,
homoglyph,secure.xn--aypa-80a59e.com,,,,
homoglyph,secure.xn--aypa-80a93d.com,,,,
homoglyph,secure.xn--aypa-j1a1975b.com,,,,
homoglyph,secure.xn--aypa-j1a3085b.com,,,,
homoglyph,secure.xn--aypa-j1a38e.com,,,,
homoglyph,secure.xn--aypa-j1a72d.com,,,,
homoglyph,secure.xn--aypa-j9b5893b.com,,,,
homoglyph,secure.xn--aypa-j9b7993b.com,,,,
homoglyph,secure.xn--aypa-ukb05h.com,,,,
homoglyph,secure.xn--aypa-y0a15d.com,,,,
homoglyph,secure.xn--aypa-y0a5185b.com,,,,
homoglyph,secure.xn--aypa-y0a70f.com,,,,
homoglyph,secure.xn--aypa-y0a7285b.com,,,,
homoglyph,secure.xn--aypa1-ho1b.com,,,,
homoglyph,secure.xn--aypa1-ipb.com,,,,
homoglyph,secure.xn--aypa1-to1b.com,,,,
homoglyph,secure.xn--aypa1-ytb.com,,,,
homoglyph,secure.xn--aypai-ho1b.com,,,,
homoglyph,secure.xn--aypai-ipb.com,,,,
homoglyph,secure.xn--aypai-to1b.com,,,,
homoglyph,secure.xn--aypai-ytb.com,,,,
homoglyph,secure.xn--aypal-ho1b.com,,,,
homoglyph,secure.xn--aypal-ipb.com,,,,
homoglyph,secure.xn--aypal-to1b.com,,,,
homoglyph,secure.xn--aypal-ytb.com,,,,
homoglyph,secure.xn--aypl-2mb0494b.com,,,,
homoglyph,secure.xn--aypl-2mb8294b.com,,,,
homoglyph,secure.xn--aypl-2na29i.com,,,,
homoglyph,secure.xn--aypl-2na6536b.com,,,,
homoglyph,secure.xn--aypl-2na84k.com,,,,
homoglyph,secure.xn--aypl-2na8636b.com,,,,
homoglyph,secure.xn--aypl-2sa28g.com,,,,
homoglyph,secure.xn--aypl-2sa6416b.com,,,,
homoglyph,secure.xn--aypl-2sa83i.com,,,,
homoglyph,secure.xn--aypl-2sa8516b.com,,,,
homoglyph,secure.xn--aypl-4gb3w.com,,,,
homoglyph,secure.xn--aypl-4gb7365b.com,,,,
homoglyph,secure.xn--aypl-4gb79e.com,,,,
homoglyph,secure.xn--aypl-4gb79h.com,,,,
homoglyph,secure.xn--aypl-4gb94h.com,,,,
homoglyph,secure.xn--aypl-7na0536b.com,,,,
homoglyph,secure.xn--aypl-7na24k.com,,,,
homoglyph,secure.xn--aypl-7na2636b.com,,,,
homoglyph,secure.xn--aypl-7na68i.com,,,,
homoglyph,secure.xn--aypl-9f5atu.com,,,,
homoglyph,secure.xn--aypl-doa08i.com,,,,
homoglyph,secure.xn--aypl-doa4436b.com,,,,
homoglyph,secure.xn--aypl-doa63k.com,,,,
homoglyph,secure.xn--aypl-doa6536b.com,,,,
homoglyph,secure.xn--aypl-dta07g.com,,,,
homoglyph,secure.xn--aypl-dta4316b.com,,,,
homoglyph,secure.xn--aypl-dta62i.com,,,,
homoglyph,secure.xn--aypl-dta6416b.com,,,,
homoglyph,secure.xn--aypl-ioa03k.com,,,,
homoglyph,secure.xn--aypl-ioa0536b.com,,,,
homoglyph,secure.xn--aypl-ioa47i.com,,,,
homoglyph,secure.xn--aypl-ioa8336b.com,,,,
homoglyph,secure.xn--aypl-kg5a3t.com,,,,
homoglyph,secure.xn--aypl-noa2336b.com,,,,
homoglyph,secure.xn--aypl-noa42k.com,,,,
homoglyph,secure.xn--aypl-noa4436b.com,,,,
homoglyph,secure.xn--aypl-noa86i.com,,,,
homoglyph,secure.xn--aypl-s5b2414b.com,,,,
homoglyph,secure.xn--aypl-s5b4514b.com,,,,
homoglyph,secure.xn--aypl-soa26i.com,,,,
homoglyph,secure.xn--aypl-soa6236b.com,,,,
homoglyph,secure.xn--aypl-soa81k.com,,,,
homoglyph,secure.xn--aypl-soa8336b.com,,,,
homoglyph,secure.xn--aypl-ssa05i.com,,,,
homoglyph,secure.xn--aypl-ssa0716b.com,,,,
homoglyph,secure.xn--aypl-ssa49g.com,,,,
homoglyph,secure.xn--aypl-ssa8516b.com,,,,
homoglyph,secure.xn--aypl-szb4934b.com,,,,
homoglyph,secure.xn--aypl-szb6044b.com,,,,
homoglyph,secure.xn--aypl-ukb14d.com,,,,
homoglyph,secure.xn--aypl-ukb14g.com,,,,
homoglyph,secure.xn--aypl-ukb1845b.com,,,,
homoglyph,secure.xn--aypl-ukb39f.com,,,,
homoglyph,secure.xn--aypl-ukb7g.com,,,,
homoglyph,secure.xn--aypl-x6b4904b.com,,,,
homoglyph,secure.xn--aypl-x6b6014b.com,,,,
homoglyph,secure.xn--paal-6gb33h.com,,,,
homoglyph,secure.xn--paal-6gb3g.com,,,,
homoglyph,secure.xn--paal-6gb5255b.com,,,,
homoglyph,secure.xn--paal-6gb56f.com,,,,
homoglyph,secure.xn--paal-6gb71l.com,,,,
homoglyph,secure.xn--paal-6gb7316b.com,,,,
homoglyph,secure.xn--paal-6gb7916b.com,,,,
homoglyph,secure.xn--paal-6ra22h.com,,,,
homoglyph,secure.xn--paal-6ra6816b.com,,,,
homoglyph,secure.xn--paal-6ra87i.com,,,,
homoglyph,secure.xn--paal-6ra8916b.com,,,,
homoglyph,secure.xn--paal-cg5a39b.com,,,,
homoglyph,secure.xn--paal-cg5a96b.com,,,,
homoglyph,secure.xn--paal-cg5arp.com,,,,
homoglyph,secure.xn--paal-cjb0015b.com,,,,
homoglyph,secure.xn--paal-cjb0e.com,,,,
homoglyph,secure.xn--paal-cjb8805b.com,,,,
homoglyph,secure.xn--paal-h1b6234b.com,,,,
homoglyph,secure.xn--paal-h1b8334b.com,,,,
homoglyph,secure.xn--paal-h5b0714b.com,,,,
homoglyph,secure.xn--paal-h5b8514b.com,,,,
homoglyph,secure.xn--paal-hsa01h.com,,,,
homoglyph,secure.xn--paal-hsa4716b.com,,,,
homoglyph,secure.xn--paal-hsa66i.com,,,,
homoglyph,secure.xn--paal-hsa6816b.com,,,,
homoglyph,secure.xn--paal-m9a0z.com,,,,
homoglyph,secure.xn--paal-m9a4545b.com,,,,
homoglyph,secure.xn--paal-m9a64b.com,,,,
homoglyph,secure.xn--paal-m9a6645b.com,,,,
homoglyph,secure.xn--paal-mfc4773b.com,,,,
homoglyph,secure.xn--paal-mfc6873b.com,,,,
homoglyph,secure.xn--paal-mg5a1o.com,,,,
homoglyph,secure.xn--paal-mg5ar9b.com,,,,
homoglyph,secure.xn--paal-mg5ax6b.com,,,,
homoglyph,secure.xn--paal-wkb1406b.com,,,,
homoglyph,secure.xn--paal-wkb16j.com,,,,
homoglyph,secure.xn--paal-wkb1895b.com,,,,
homoglyph,secure.xn--paal-wkb77f.com,,,,
homoglyph,secure.xn--paal-wkb90e.com,,,,
homoglyph,secure.xn--paal-wkb9635b.com,,,,
homoglyph,secure.xn--papa-31a52n.com,,,,
homoglyph,secure.xn--papa-31a59d.com,,,,
homoglyph,secure.xn--papa-31a7116b.com,,,,
homoglyph,secure.xn--papa-31a75l.com,,,,
homoglyph,secure.xn--papa-31a90r.com,,,,
homoglyph,secure.xn--papa-31a9276b.com,,,,
homoglyph,secure.xn--papa-31a92a.com,,,,
homoglyph,secure.xn--papa-31a9876b.com,,,,
homoglyph,secure.xn--papa-6ra03b.com,,,,
homoglyph,secure.xn--papa-6ra21t.com,,,,
homoglyph,secure.xn--papa-6ra28a.com,,,,
homoglyph,secure.xn--papa-6ra49a.com,,,,
homoglyph,secure.xn--papa-6ra60b.com,,,,
homoglyph,secure.xn--papa-80a13e.com,,,,
homoglyph,secure.xn--papa-80a16n.com,,,,
homoglyph,secure.xn--papa-80a3516b.com,,,,
homoglyph,secure.xn--papa-80a39l.com,,,,
homoglyph,secure.xn--papa-80a5286b.com,,,,
homoglyph,secure.xn--papa-80a54r.com,,,,
homoglyph,secure.xn--papa-80a5676b.com,,,,
homoglyph,secure.xn--papa-80a56a.com,,,,
homoglyph,secure.xn--papa-cjb41i.com,,,,
homoglyph,secure.xn--papa-h1b25a.com,,,,
homoglyph,secure.xn--papa-h5b4o.com,,,,
homoglyph,secure.xn--papa-hsa00t.com,,,,
homoglyph,secure.xn--papa-hsa07a.com,,,,
homoglyph,secure.xn--papa-hsa28a.com,,,,
homoglyph,secure.xn--papa-hsa49a.com,,,,
homoglyph,secure.xn--papa-hsa81b.com,,,,
homoglyph,secure.xn--papa-j1a1416b.com,,,,
homoglyph,secure.xn--papa-j1a18l.com,,,,
homoglyph,secure.xn--papa-j1a3186b.com,,,,
homoglyph,secure.xn--papa-j1a33r.com,,,,
homoglyph,secure.xn--papa-j1a3576b.com,,,,
homoglyph,secure.xn--papa-j1a35a.com,,,,
homoglyph,secure.xn--papa-j1a91e.com,,,,
homoglyph,secure.xn--papa-j1a94n.com,,,,
homoglyph,secure.xn--papa-j9b5334b.com,,,,
homoglyph,secure.xn--papa-j9b7005b.com,,,,
homoglyph,secure.xn--papa-j9b7494b.com,,,,
homoglyph,secure.xn--papa-j9b7s.com,,,,
homoglyph,secure.xn--papa-m9a08l.com,,,,
homoglyph,secure.xn--papa-y0a34e.com,,,,
homoglyph,secure.xn--papa-y0a37n.com,,,,
homoglyph,secure.xn--papa-y0a50m.com,,,,
homoglyph,secure.xn--papa-y0a5616b.com,,,,
homoglyph,secure.xn--papa-y0a7386b.com,,,,
homoglyph,secure.xn--papa-y0a75r.com,,,,
homoglyph,secure.xn--papa-y0a7776b.com,,,,
homoglyph,secure.xn--papa-y0a77a.com,,,,
homoglyph,secure.xn--papa1-3va.com,,,,
homoglyph,secure.xn--papa1-4rb.com,,,,
homoglyph,secure.xn--papa1-hy1b.com,,,,
homoglyph,secure.xn--papa1-ohb.com,,,,
homoglyph,secure.xn--papa1-oi2b.com,,,,
homoglyph,secure.xn--papa1-ouc.com,,,,
homoglyph,secure.xn--papa1-pjc.com,,,,
homoglyph,secure.xn--papa1-rva.com,,,,
homoglyph,secure.xn--papa1-wec.com,,,,
homoglyph,secure.xn--papa1-yg2b.com,,,,
homoglyph,secure.xn--papai-3va.com,,,,
homoglyph,secure.xn--papai-4rb.com,,,,
homoglyph,secure.xn--papai-hy1b.com,,,,
homoglyph,secure.xn--papai-ohb.com,,,,
homoglyph,secure.xn--papai-oi2b.com,,,,
homoglyph,secure.xn--papai-ouc.com,,,,
homoglyph,secure.xn--papai-pjc.com,,,,
homoglyph,secure.xn--papai-rva.com,,,,
homoglyph,secure.xn--papai-wec.com,,,,
homoglyph,secure.xn--papai-yg2b.com,,,,
homoglyph,secure.xn--papal-3va.com,,,,
homoglyph,secure.xn--papal-4rb.com,,,,
homoglyph,secure.xn--papal-hy1b.com,,,,
homoglyph,secure.xn--papal-ohb.com,,,,
homoglyph,secure.xn--papal-oi2b.com,,,,
homoglyph,secure.xn--papal-ouc.com,,,,
homoglyph,secure.xn--papal-pjc.com,,,,
homoglyph,secure.xn--papal-rva.com,,,,
homoglyph,secure.xn--papal-wec.com,,,,
homoglyph,secure.xn--papal-yg2b.com,,,,
