fuzzer,domain,dns_a,dns_aaaa,dns_mx,dns_ns
*original,francetravail.fr,185.215.64.79,,smtp1.francetravail.fr,dns1.pole-emploi.fr
addition,francetravail0.fr,,,,
addition,francetravail1.fr,,,,
addition,francetravail2.fr,,,,
addition,francetravail3.fr,,,,
addition,francetravail4.fr,,,,
addition,francetravail5.fr,,,,
addition,francetravail6.fr,,,,
addition,francetravail7.fr,,,,
addition,francetravail8.fr,,,,
addition,francetravail9.fr,,,,
addition,francetravaila.fr,,,,
addition,francetravailb.fr,,,,
addition,francetravailc.fr,,,,
addition,francetravaild.fr,,,,
addition,francetravaile.fr,,,,
addition,francetravailf.fr,,,,
addition,francetravailg.fr,,,,
addition,francetravailh.fr,,,,
addition,francetravaili.fr,,,,
addition,francetravailj.fr,,,,
addition,francetravailk.fr,,,,
addition,francetravaill.fr,,,,
addition,francetravailm.fr,,,,
addition,francetravailn.fr,,,,
addition,francetravailo.fr,,,,
addition,francetravailp.fr,,,,
addition,francetravailq.fr,,,,
addition,francetravailr.fr,,,,
addition,francetravails.fr,5.22.145.121,2a00:18e0:5:2:7577:4e4d:413b:f507,,ns1.dnsres.net
addition,francetravailt.fr,,,,
addition,francetravailu.fr,,,,
addition,francetravailv.fr,,,,
addition,francetravailw.fr,,,,
addition,francetravailx.fr,213.186.33.5,,mx1.mail.ovh.net,dns101.ovh.net
addition,francetravaily.fr,,,,
addition,francetravailz.fr,,,,
bitsquatting,brancetravail.fr,,,,
bitsquatting,drancetravail.fr,,,,
bitsquatting,f2ancetravail.fr,,,,
bitsquatting,fbancetravail.fr,,,,
bitsquatting,fpancetravail.fr,,,,
bitsquatting,frafcetravail.fr,,,,
bitsquatting,frajcetravail.fr,,,,
bitsquatting,fralcetravail.fr,,,,
bitsquatting,franaetravail.fr,,,,
bitsquatting,franbetravail.fr,,,,
bitsquatting,francatravail.fr,,,,
bitsquatting,francdtravail.fr,,,,
bitsquatting,france4ravail.fr,,,,
bitsquatting,francedravail.fr,,,,
bitsquatting,francepravail.fr,,,,
bitsquatting,francet2avail.fr,,,,
bitsquatting,francetbavail.fr,,,,
bitsquatting,francetpavail.fr,,,,
bitsquatting,francetra6ail.fr,,,,
bitsquatting,francetrafail.fr,,,,
bitsquatting,francetrarail.fr,,,,
bitsquatting,francetratail.fr,,,,
bitsquatting,francetravaal.fr,,,,
bitsquatting,francetravahl.fr,,,,
bitsquatting,francetravaid.fr,,,,
bitsquatting,francetravaih.fr,,,,
bitsquatting,francetravaim.fr,,,,
bitsquatting,francetravain.fr,,,,
bitsquatting,francetravakl.fr,,,,
bitsquatting,francetravaml.fr,,,,
bitsquatting,francetravayl.fr,,,,
bitsquatting,francetravcil.fr,,,,
bitsquatting,francetraveil.fr,,,,
bitsquatting,francetraviil.fr,,,,
bitsquatting,francetravqil.fr,,,,
bitsquatting,francetrawail.fr,,,,
bitsquatting,francetrcvail.fr,,,,
bitsquatting,francetrevail.fr,,,,
bitsquatting,francetrivail.fr,,,,
bitsquatting,francetrqvail.fr,,,,
bitsquatting,francetsavail.fr,,,,
bitsquatting,francetvavail.fr,,,,
bitsquatting,francetzavail.fr,,,,
bitsquatting,franceuravail.fr,,,,
bitsquatting,francevravail.fr,,,,
bitsquatting,francgtravail.fr,,,,
bitsquatting,francmtravail.fr,,,,
bitsquatting,francutravail.fr,,,,
bitsquatting,frangetravail.fr,,,,
bitsquatting,franketravail.fr,,,,
bitsquatting,fransetravail.fr,,,,
bitsquatting,fraocetravail.fr,,,,
