domain,metadata_comment,uri_path
bbb.flash-china.com,Possible Cobalt Strike C2 Domain,/api/v1/get
bgfi-groupe.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
bililbilil.xyz,Possible Cobalt Strike C2 Domain,/w/index.php
buyenergyshots.com,Possible Cobalt Strike C2 Domain,/owa/m8AHEoa9GQusavi5Edx6hBduyuK
bxmv1taxbxr8p.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
bxx2rghe05kng.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
c1.msft-config-service.com,Possible Cobalt Strike C2 Domain,/v1/api/check-update
c2.120vip.top,Possible Cobalt Strike C2 Fronting Domain,/updates.rss
c2.tiktok-js.top,Possible Cobalt Strike C2 Domain,/cx
c2.woshishabi.cc,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml
c22.yourbigbro.shop,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
catmyinfo.top,Possible Cobalt Strike C2 Domain,/api/catinfo
cc.twnic.top,Possible Cobalt Strike C2 Domain,/__utm.gif
cda3944048299.cname.frontwize.com,Possible Cobalt Strike C2 Fronted Domain,/next/api/auth_v2.js
cdn.cstest.lat,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js
cdn.macoloniedevacance.fr,Possible Cobalt Strike C2 Domain,/updates.rss
cdn.soft.qianxin.com,Possible Cobalt Strike C2 Fronted Domain,/public/asset/font/script.js
cdn.sys-update.online,Possible Cobalt Strike C2 Domain,/fwlink
cdn1.wakecoin.xyz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
cdn2.raqeeb.dev,Possible Cobalt Strike C2 Domain,/dot.gif
cdn2.raqeeb.dev,Possible Cobalt Strike C2 Domain,/fwlink
cdn2.raqeeb.dev,Possible Cobalt Strike C2 Domain,/ptj
cdnli.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ceshioa.us.kg,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml
ceshioa.us.kg,Possible Cobalt Strike C2 Domain,/ptj
chat.kimi.com,Possible Cobalt Strike C2 Fronting Domain,/next/api/auth_v2.js
check.judicical.ml,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
check1.judicical.ml,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
cladonia.team,Possible Cobalt Strike C2 Fronted Domain,/jquerys-6.3.5.max.js
cloud-sync-bcjxmnarpb.cn-shanghai.fcapp.run,Possible Cobalt Strike C2 Domain,/api/getit
cloud-sync-bcjxmnarpb.cn-shanghai.fcapp.run,Possible Cobalt Strike C2 Domain,/img/logo.jpg
cloudcdn.gleeze.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
cod.ikube.icu,Possible Cobalt Strike C2 Domain,/api/3
connect.huaweicloud.com,Possible Cobalt Strike C2 Fronted Domain,/demo/Credentials/V1XVWVA7U
copyimagetext.com,Possible Cobalt Strike C2 Fronting Domain,/searchrequest
courses.eonlinesuccess.com,Possible Cobalt Strike C2 Domain,/assets/677.client.web.22b3dfc0258033253a2b.js
cruel.boats,Possible Cobalt Strike C2 Domain,/j.ad
crule.boats,Possible Cobalt Strike C2 Domain,/api/v1/get
cryptoprot.info,Possible Cobalt Strike C2 Fronted Domain,/dhl
cs.110-110.com,Possible Cobalt Strike C2 Domain,/ca
cs.demo888999.com,Possible Cobalt Strike C2 Domain,/dot.gif
csstatus.0nlinecc.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
cstest.mucfc.store,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ct.feliz.icu,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
d14hh3kwt0vf8s.cloudfront.net,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js
d2.googleos-js.vip,Possible Cobalt Strike C2 Domain,/dpixel
d3vnuv7smlsg9a.cloudfront.net,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
d3vnuv7smlsg9a.cloudfront.net,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js
dakk5rnsax46s.cfc-execute.su.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
dd.googleos-js.vip,Possible Cobalt Strike C2 Domain,/pixel
dev.googleshop.xyz,Possible Cobalt Strike C2 Domain,/av.css
developer.huaweicloud.com,Possible Cobalt Strike C2 Fronted Domain,/demo/Credentials/V1XVWVA7U
developer.localtechplus.com,Possible Cobalt Strike C2 Domain,/static/2126.f2lv21.chunk.js
dianqi1.dianqi2.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/
dianqi1.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/
dianqi2.dianqi1.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/
dianqi2.jiayongdianqi.xyz,Possible Cobalt Strike C2 Domain,/home/
dk2799.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.2.N2cQ4mXdZ4nIo9XIhttp.min.js
dns.checkavail.space,Possible Cobalt Strike C2 Domain,/maps/overlaybfpr
dns.qqq911.dns-cloud.net,Possible Cobalt Strike C2 Domain,/api/v2/from
dns1.globalcdn.autos,Possible Cobalt Strike C2 Domain,/api/x
domaingroup.eu.cc,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml
domaingroup.eu.cc,Possible Cobalt Strike C2 Domain,/load
download.microsoftwindows.biz,Possible Cobalt Strike C2 Domain,/load
downloader.re58.cn,Possible Cobalt Strike C2 Fronted Domain,/jquerys-6.3.5.max.js
dy6288.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.2.N2cQ4mXdZ4nIo9XIhttp.min.js
dzeninfra.site,Possible Cobalt Strike C2 Fronted Domain,/mg.css
dzeninfra.xyz,Possible Cobalt Strike C2 Fronted Domain,/mg.css
easyrce.eu.org,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
edu.eonlinesuccess.com,Possible Cobalt Strike C2 Domain,/assets/677.client.web.22b3dfc0258033253a2b.js
ekostroy33.ru,Possible Cobalt Strike C2 Domain,/emkd-gettask.html
enter.xone.la,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
etcprofile.biying007.xyz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
evil.ritademo.io.vn,Possible Cobalt Strike C2 Domain,/cm
exchanges1.microsoftser.top,Possible Cobalt Strike C2 Domain,/pixel
exchanges2.microsoftser.top,Possible Cobalt Strike C2 Domain,/push
f2vwg20bnfcrr.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
firebierd.store,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
firebird.store,Possible Cobalt Strike C2 Fronting Domain,/jquery-3.3.1.min.js
fjb9d0fp905cc.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/siie=utf-8&f=8&rsv_bp=1&rsv_idx=1&ch=&tn=baidu&bar=&wd=
fk.fdsfdsdfdsf.co,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
flaskproxy-fedg.onrender.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
flyingbbird.cc,Possible Cobalt Strike C2 Fronted Domain,/socialapiVersion=1.1
frk9qw3pqt0dx.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/match
fu5599.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.2.N2cQ4mXdZ4nIo9XIhttp.min.js
future.dingtalk.com,Possible Cobalt Strike C2 Fronted Domain,/api/v2/telemetry/config.js
fx.doubao.com,Possible Cobalt Strike C2 Domain,/dot.gif
get-musciqq-xqifzpfeed.cn-beijing.fcapp.run,Possible Cobalt Strike C2 Domain,/cm
ggjvk3v5bzopisqkf7kd5el2j40gdgcu.lambda-url.ap-southeast-1.on.aws,Possible Cobalt Strike C2 Domain,/api/updates
globalharrell.com,Possible Cobalt Strike C2 Domain,/owa/lliiaxXpB5s7zGHH20AoMH
gmail.myddns.me,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
google.baobecgiang.net,Possible Cobalt Strike C2 Domain,/socialapiVersion=1.1
googlecret.com,Possible Cobalt Strike C2 Domain,/assets/light_high_contrast-34b642d57214.css
h67as5d5x.m6p3wca1.cc,Possible Cobalt Strike C2 Domain,/www/handle/doc
hello.tgllsy.bar,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
help.clickckckck.click,Possible Cobalt Strike C2 Domain,/api/v1/server/user/detail
help3.proxywebsite.top,Possible Cobalt Strike C2 Domain,/api/v1/server/user/detail
helpremote.cc,Possible Cobalt Strike C2 Domain,/load
helpremote.cc,Possible Cobalt Strike C2 Domain,/push
hibmarket.help,Possible Cobalt Strike C2 Domain,/api/v1/get
hide-cruise-raises-phases.trycloudflare.com,Possible Cobalt Strike C2 Domain,/pixel
host.globalinfohost.top,Possible Cobalt Strike C2 Domain,/aaaaaaaaa
hostikslu.is,Possible Cobalt Strike C2 Domain,/j.ad
img1.huorongsec.com,Possible Cobalt Strike C2 Domain,/img/get.jpg
img2.huorongsec.com,Possible Cobalt Strike C2 Domain,/img/get.jpg
int.datasystemconsulting.com,Possible Cobalt Strike C2 Domain,/v1/user/subscription
job.itechno.cc,Possible Cobalt Strike C2 Domain,/api/v1/get
js.jquery.cn.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
justamap.com,Possible Cobalt Strike C2 Domain,/mapv2/API/GetItem
jux2xu.xyz,Possible Cobalt Strike C2 Domain,/microsoftupdate/v6/wsus/clientwebservice.asmx
jux2xu.xyz,Possible Cobalt Strike C2 Domain,/microsoftupdate/v6/wsus/reporting.asmx
k5vmqdk8qk0c.cfc-execute.su.baidubce.com,Possible Cobalt Strike C2 Domain,/risk_control/riskcontrol/getActivities
kl.kimlinlin.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
kycdn.azure-css.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
l.x-ai.win,Possible Cobalt Strike C2 Domain,/maps/overlaybfpr
lab.google-analytcis.com,Possible Cobalt Strike C2 Domain,/assets/i18n/js/jquery-3.3.1.min.js
labs.eonlinesuccess.com,Possible Cobalt Strike C2 Domain,/assets/677.client.web.22b3dfc0258033253a2b.js
log.logogogogo.click,Possible Cobalt Strike C2 Domain,/api/v1/server/user/detail
login.localtechplus.com,Possible Cobalt Strike C2 Domain,/static/2126.f2lv21.chunk.js
m.szpx.news.cn,Possible Cobalt Strike C2 Fronted Domain,/public/asset/font/script.js
maelootp.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
mail.outlook365.vip,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
media.update.updrv.com,Possible Cobalt Strike C2 Fronted Domain,/jquerys-6.3.5.max.js
microsharepolnt.store,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
microsharepolnt.store,Possible Cobalt Strike C2 Domain,/cgi-bin/token
microsharepolnt.store,Possible Cobalt Strike C2 Domain,/cgi-jdk-bin/token/classroom
microsoft-schtask.com,Possible Cobalt Strike C2 Domain,/src/download/msupdate/others/2024/06/504751_
microsoftcdn.accesscam.org,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
missmovie.lol,Possible Cobalt Strike C2 Domain,/api/3
msg.msdegeup.com,Possible Cobalt Strike C2 Domain,/wp06/wp-includes/po.php
n1.google-analytcis.com,Possible Cobalt Strike C2 Domain,/assets/i18n/js/jquery-3.3.1.min.js
n2.google-analytcis.com,Possible Cobalt Strike C2 Domain,/assets/i18n/js/jquery-3.3.1.min.js
n3.google-analytcis.com,Possible Cobalt Strike C2 Domain,/assets/i18n/js/jquery-3.3.1.min.js
namemic.icu,Possible Cobalt Strike C2 Domain,/safebrowsing/rd/CltOb12nLW1IbHehcmUtd2hUdmFzEBAY7-0KIOkUDC7h2
new.sys-update.online,Possible Cobalt Strike C2 Domain,/g.pixel
nexcumhotel.com,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
nexus.cssc.design,Possible Cobalt Strike C2 Domain,/g.pixel
nfs.azure-css.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns.1.3.0o0.foo,Possible Cobalt Strike C2 Domain,/updates.rss
ns.1.4.0o0.foo,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml
ns.checkavail.space,Possible Cobalt Strike C2 Domain,/maps/overlaybfpr
ns.cs.endorsec.com,Possible Cobalt Strike C2 Domain,/__utm.gif
ns.jumpservers.net,Possible Cobalt Strike C2 Domain,/dot.gif
ns.yukklzwo.vip,Possible Cobalt Strike C2 Domain,/push
ns1.admlistdel.com,Possible Cobalt Strike C2 Domain,/image/
ns1.akawowfast.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns1.auv.one,Possible Cobalt Strike C2 Domain,/push
ns1.bbcbook.net,Possible Cobalt Strike C2 Domain,/api/v1/Updates
ns1.btgpactual.app.br,Possible Cobalt Strike C2 Domain,/updates.rss
ns1.cacheflow.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns1.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns1.cmbchina.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns1.connectivitytests.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns1.coppper.uk,Possible Cobalt Strike C2 Domain,/api/v1/auth
ns1.cryptwechat.com,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
ns1.duoo.cc,Possible Cobalt Strike C2 Domain,/fwlink
ns1.fuckworldxxx.shop,Possible Cobalt Strike C2 Domain,/Test/protect/JZJ8DALCUB
ns1.googleclouds.net,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns1.gygiuh.online,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns1.huntressstudios.org,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns1.jane2010.filegear-sg.me,Possible Cobalt Strike C2 Domain,/updates.rss
ns1.jquery.cn.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns1.jszwfw.com.cn,Possible Cobalt Strike C2 Domain,/fwlink
ns1.mhtmzl.top,Possible Cobalt Strike C2 Domain,/__utm.gif
ns1.microoosoft.com,Possible Cobalt Strike C2 Domain,/Manag_backend/jquery-3.3.1.min.js
ns1.nmd5.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns1.ns-apache.jo3.org,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns1.nsebseshop.cloud,Possible Cobalt Strike C2 Domain,/v/741823546921
ns1.servicedata.services,Possible Cobalt Strike C2 Domain,/cx
ns1.translategoos.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns1.twnic.top,Possible Cobalt Strike C2 Domain,/push
ns1.vmupdate.org,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
ns1.yukklzwo.vip,Possible Cobalt Strike C2 Domain,/load
ns1.yukklzwo.vip,Possible Cobalt Strike C2 Domain,/push
ns2.admlistdel.com,Possible Cobalt Strike C2 Domain,/image/
ns2.akawowfast.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns2.bbcbook.net,Possible Cobalt Strike C2 Domain,/api/v1/Updates
ns2.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns2.cmbchina.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns2.connectivitytests.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns2.coppper.uk,Possible Cobalt Strike C2 Domain,/api/v1/auth
ns2.cryptwechat.com,Possible Cobalt Strike C2 Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
ns2.duoo.cc,Possible Cobalt Strike C2 Domain,/pixel.gif
ns2.fuckworldxxx.shop,Possible Cobalt Strike C2 Domain,/Test/protect/JZJ8DALCUB
ns2.googleclouds.net,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns2.huntressstudios.org,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns2.jane2010.filegear-sg.me,Possible Cobalt Strike C2 Domain,/j.ad
ns2.jszwfw.com.cn,Possible Cobalt Strike C2 Domain,/visit.js
ns2.mhtmzl.top,Possible Cobalt Strike C2 Domain,/visit.js
ns2.microoosoft.com,Possible Cobalt Strike C2 Domain,/Manag_backend/jquery-3.3.1.min.js
ns2.nmd5.com,Possible Cobalt Strike C2 Domain,/sharewx/1.2.1/sharewx.js
ns2.nsebseshop.cloud,Possible Cobalt Strike C2 Domain,/v/741823546921
ns2.translategoos.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns2.vmupdate.org,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
ns2.welslanguageschool.com,Possible Cobalt Strike C2 Domain,/preload
ns2.yukklzwo.vip,Possible Cobalt Strike C2 Domain,/__utm.gif
ns2.yukklzwo.vip,Possible Cobalt Strike C2 Domain,/ptj
ns3.admlistdel.com,Possible Cobalt Strike C2 Domain,/image/
ns3.akawowfast.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns3.ceshi897.cn,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns3.coppper.uk,Possible Cobalt Strike C2 Domain,/api/v1/auth
ns3.duoo.cc,Possible Cobalt Strike C2 Domain,/visit.js
ns3.fuckworldxxx.shop,Possible Cobalt Strike C2 Domain,/Test/protect/JZJ8DALCUB
ns3.nsebseshop.cloud,Possible Cobalt Strike C2 Domain,/v/741823546921
ns3.translategoos.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
ns4.coppper.uk,Possible Cobalt Strike C2 Domain,/api/v1/auth
ns5.coppper.uk,Possible Cobalt Strike C2 Domain,/api/v1/auth
ns_cs1.110-110.com,Possible Cobalt Strike C2 Domain,/j.ad
ns_cs2.110-110.com,Possible Cobalt Strike C2 Domain,/ga.js
oixrv2gn.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
onecarwashinc.com,Possible Cobalt Strike C2 Domain,/owa/t7KgDHmj70DbRXYWYeN8GyNfk99BFNy
oppos.top,Possible Cobalt Strike C2 Fronting Domain,/api/login/status
oppos.top.cdn.dnsv1.com,Possible Cobalt Strike C2 Fronted Domain,/api/login/status
perfectgo.top,Possible Cobalt Strike C2 Domain,/api/v1/get
prod.setupcloudos.com,Possible Cobalt Strike C2 Domain,/_next/static/chunks/4467-ad945db2b9ed2efb.js
pu1785.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.2.N2cQ4mXdZ4nIo9XIhttp.min.js
pull.portal.10086.cn,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
pull.portal.10086.cn,Possible Cobalt Strike C2 Fronted Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
qianxin.googleshop.xyz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
questionnaire.savegoods.top,Possible Cobalt Strike C2 Fronted Domain,/search
releases-export-finishing-phillips.trycloudflare.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
rss.localtechplus.com,Possible Cobalt Strike C2 Domain,/static/2126.f2lv21.chunk.js
s1.auv.one,Possible Cobalt Strike C2 Domain,/activity
s1.auv.one,Possible Cobalt Strike C2 Domain,/ca
s1.auv.one,Possible Cobalt Strike C2 Domain,/match
s1.biodog.dpdns.org,Possible Cobalt Strike C2 Domain,/j.ad
s9fgwavt7mh9.cfc-execute.bj.baidubce.com,Possible Cobalt Strike C2 Domain,/api/x
safeaxis.xyz,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
safecs.iqiyi.qpon,Possible Cobalt Strike C2 Domain,/pixel
salt.wsds.cn,Possible Cobalt Strike C2 Fronting Domain,/v2/js/jquery-3.3.1.min.js
sdkreport.happilygame.com,Possible Cobalt Strike C2 Fronted Domain,/jquerys-6.3.5.max.js
secure-server.sbs,Possible Cobalt Strike C2 Domain,/_/scs/mail-static/_/js/
sertificationgameconnect.xyz,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
service-1cao6cjs-1312654103.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/admin/login
service-jnajkkdg-1318687485.gz.apigw.tencentcs.com,Possible Cobalt Strike C2 Domain,/Forge/static/HULNWCWI
service-rchqbzvz-1301033415.sh.tencentapigw.com,Possible Cobalt Strike C2 Domain,/api/x
services.datasystemconsulting.com,Possible Cobalt Strike C2 Domain,/v2/user/subscription
services.remotewire.net,Possible Cobalt Strike C2 Fronted Domain,/jquery-3.3.1.min.js
skullcode.myddns.me,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
skynet-i.asuscomm.com,Possible Cobalt Strike C2 Domain,/zOMGAPT
skyprotech.ru,Possible Cobalt Strike C2 Domain,/pixel.gif
spark.cssc.design,Possible Cobalt Strike C2 Domain,/pixel
ssl.googletls.top,Possible Cobalt Strike C2 Domain,/idle/1376547834/1
sso.dzeninfra.site,Possible Cobalt Strike C2 Fronting Domain,/mg.css
static-mtpjoriqkv.cn-beijing.fcapp.run,Possible Cobalt Strike C2 Domain,/api/x_53e3c13808
static.cos-tencent.cloud,Possible Cobalt Strike C2 Domain,/api/v2/objects/list
