ip,metadata_comment
1.117.61.9,Possible Cobaltstrike C2 IP
1.117.77.166,Possible Cobaltstrike C2 IP
1.13.247.208,Possible Cobaltstrike C2 IP
1.15.100.187,Possible Cobaltstrike C2 IP
1.15.171.190,Possible Cobaltstrike C2 IP
1.92.101.103,Possible Cobaltstrike C2 IP
100.110.56.1,Possible Cobaltstrike C2 IP
100.113.210.8,Possible Cobaltstrike C2 IP
101.126.150.253,Possible Cobaltstrike C2 IP
101.132.156.12,Possible Cobaltstrike C2 IP
101.132.173.62,Possible Cobaltstrike C2 IP
101.133.225.51,Possible Cobaltstrike C2 IP
101.200.193.211,Possible Cobaltstrike C2 IP
101.33.225.32,Possible Cobaltstrike C2 IP
101.35.102.87,Possible Cobaltstrike C2 IP
101.35.214.58,Possible Cobaltstrike C2 IP
101.35.95.103,Possible Cobaltstrike C2 IP
101.43.29.69,Possible Cobaltstrike C2 IP
103.117.120.98,Possible Cobaltstrike C2 IP
103.149.93.107,Possible Cobaltstrike C2 IP
103.39.79.102,Possible Cobaltstrike C2 IP
103.53.81.232,Possible Cobaltstrike C2 IP
103.97.176.69,Possible Cobaltstrike C2 IP
104.143.39.243,Possible Cobaltstrike C2 IP
104.168.117.123,Possible Cobaltstrike C2 IP
106.12.219.245,Possible Cobaltstrike C2 IP
106.13.29.104,Possible Cobaltstrike C2 IP
106.14.116.17,Possible Cobaltstrike C2 IP
106.14.30.169,Possible Cobaltstrike C2 IP
106.52.207.50,Possible Cobaltstrike C2 IP
106.52.208.143,Possible Cobaltstrike C2 IP
106.53.82.117,Possible Cobaltstrike C2 IP
106.75.215.96,Possible Cobaltstrike C2 IP
106.75.224.31,Possible Cobaltstrike C2 IP
106.75.31.247,Possible Cobaltstrike C2 IP
107.172.217.220,Possible Cobaltstrike C2 IP
107.172.252.244,Possible Cobaltstrike C2 IP
107.173.122.193,Possible Cobaltstrike C2 IP
107.173.38.158,Possible Cobaltstrike C2 IP
107.174.115.43,Possible Cobaltstrike C2 IP
109.244.130.113,Possible Cobaltstrike C2 IP
111.228.4.54,Possible Cobaltstrike C2 IP
111.228.55.96,Possible Cobaltstrike C2 IP
111.229.4.108,Possible Cobaltstrike C2 IP
111.230.217.36,Possible Cobaltstrike C2 IP
111.230.36.144,Possible Cobaltstrike C2 IP
112.124.71.123,Possible Cobaltstrike C2 IP
112.125.19.107,Possible Cobaltstrike C2 IP
112.126.68.61,Possible Cobaltstrike C2 IP
112.213.106.53,Possible Cobaltstrike C2 IP
112.3.31.155,Possible Cobaltstrike C2 IP
113.250.188.15,Possible Cobaltstrike C2 IP
113.31.115.231,Possible Cobaltstrike C2 IP
113.45.253.80,Possible Cobaltstrike C2 IP
115.190.140.220,Possible Cobaltstrike C2 IP
115.190.161.178,Possible Cobaltstrike C2 IP
115.190.233.79,Possible Cobaltstrike C2 IP
115.190.250.28,Possible Cobaltstrike C2 IP
115.190.53.184,Possible Cobaltstrike C2 IP
115.191.25.159,Possible Cobaltstrike C2 IP
115.29.231.140,Possible Cobaltstrike C2 IP
116.198.233.179,Possible Cobaltstrike C2 IP
116.203.31.207,Possible Cobaltstrike C2 IP
116.62.226.163,Possible Cobaltstrike C2 IP
116.62.64.54,Possible Cobaltstrike C2 IP
117.50.184.221,Possible Cobaltstrike C2 IP
117.72.168.103,Possible Cobaltstrike C2 IP
117.72.175.125,Possible Cobaltstrike C2 IP
117.72.178.246,Possible Cobaltstrike C2 IP
117.72.181.104,Possible Cobaltstrike C2 IP
117.72.191.140,Possible Cobaltstrike C2 IP
117.72.198.62,Possible Cobaltstrike C2 IP
117.72.242.9,Possible Cobaltstrike C2 IP
117.72.39.83,Possible Cobaltstrike C2 IP
118.107.0.254,Possible Cobaltstrike C2 IP
118.25.178.35,Possible Cobaltstrike C2 IP
118.26.39.237,Possible Cobaltstrike C2 IP
118.31.114.149,Possible Cobaltstrike C2 IP
118.31.62.238,Possible Cobaltstrike C2 IP
118.89.88.183,Possible Cobaltstrike C2 IP
119.29.112.239,Possible Cobaltstrike C2 IP
119.29.117.194,Possible Cobaltstrike C2 IP
119.29.198.193,Possible Cobaltstrike C2 IP
119.91.254.137,Possible Cobaltstrike C2 IP
119.91.26.245,Possible Cobaltstrike C2 IP
119.91.54.176,Possible Cobaltstrike C2 IP
120.24.64.74,Possible Cobaltstrike C2 IP
120.48.168.57,Possible Cobaltstrike C2 IP
120.48.18.226,Possible Cobaltstrike C2 IP
120.48.25.153,Possible Cobaltstrike C2 IP
120.53.15.64,Possible Cobaltstrike C2 IP
120.77.211.144,Possible Cobaltstrike C2 IP
120.79.255.238,Possible Cobaltstrike C2 IP
121.199.27.49,Possible Cobaltstrike C2 IP
121.4.92.72,Possible Cobaltstrike C2 IP
121.40.18.128,Possible Cobaltstrike C2 IP
121.40.37.253,Possible Cobaltstrike C2 IP
121.43.243.13,Possible Cobaltstrike C2 IP
121.43.58.124,Possible Cobaltstrike C2 IP
122.51.31.224,Possible Cobaltstrike C2 IP
122.51.93.94,Possible Cobaltstrike C2 IP
123.57.208.37,Possible Cobaltstrike C2 IP
123.58.64.57,Possible Cobaltstrike C2 IP
124.220.36.247,Possible Cobaltstrike C2 IP
124.220.6.158,Possible Cobaltstrike C2 IP
124.222.75.188,Possible Cobaltstrike C2 IP
124.223.90.150,Possible Cobaltstrike C2 IP
128.241.229.70,Possible Cobaltstrike C2 IP
134.122.140.185,Possible Cobaltstrike C2 IP
138.124.15.54,Possible Cobaltstrike C2 IP
139.180.189.95,Possible Cobaltstrike C2 IP
139.196.41.201,Possible Cobaltstrike C2 IP
139.196.50.117,Possible Cobaltstrike C2 IP
139.224.16.185,Possible Cobaltstrike C2 IP
139.224.23.63,Possible Cobaltstrike C2 IP
141.227.135.62,Possible Cobaltstrike C2 IP
142.171.172.100,Possible Cobaltstrike C2 IP
143.92.43.153,Possible Cobaltstrike C2 IP
143.92.43.231,Possible Cobaltstrike C2 IP
143.92.43.246,Possible Cobaltstrike C2 IP
146.19.125.9,Possible Cobaltstrike C2 IP
147.78.2.110,Possible Cobaltstrike C2 IP
148.135.120.162,Possible Cobaltstrike C2 IP
149.129.37.105,Possible Cobaltstrike C2 IP
149.88.73.40,Possible Cobaltstrike C2 IP
150.158.109.61,Possible Cobaltstrike C2 IP
150.187.25.242,Possible Cobaltstrike C2 IP
151.245.90.45,Possible Cobaltstrike C2 IP
152.136.159.25,Possible Cobaltstrike C2 IP
152.32.202.240,Possible Cobaltstrike C2 IP
154.201.68.191,Possible Cobaltstrike C2 IP
154.201.74.112,Possible Cobaltstrike C2 IP
154.219.115.123,Possible Cobaltstrike C2 IP
154.221.17.44,Possible Cobaltstrike C2 IP
154.83.12.132,Possible Cobaltstrike C2 IP
156.225.20.77,Possible Cobaltstrike C2 IP
156.225.22.84,Possible Cobaltstrike C2 IP
156.239.252.191,Possible Cobaltstrike C2 IP
156.239.47.94,Possible Cobaltstrike C2 IP
156.245.144.203,Possible Cobaltstrike C2 IP
156.245.147.101,Possible Cobaltstrike C2 IP
156.245.147.98,Possible Cobaltstrike C2 IP
159.75.211.248,Possible Cobaltstrike C2 IP
16.162.137.167,Possible Cobaltstrike C2 IP
161.248.87.10,Possible Cobaltstrike C2 IP
165.154.22.163,Possible Cobaltstrike C2 IP
165.154.225.239,Possible Cobaltstrike C2 IP
165.154.24.229,Possible Cobaltstrike C2 IP
165.154.244.77,Possible Cobaltstrike C2 IP
165.22.16.194,Possible Cobaltstrike C2 IP
167.179.76.179,Possible Cobaltstrike C2 IP
168.222.97.93,Possible Cobaltstrike C2 IP
169.239.129.45,Possible Cobaltstrike C2 IP
172.245.156.179,Possible Cobaltstrike C2 IP
172.245.28.187,Possible Cobaltstrike C2 IP
172.86.76.154,Possible Cobaltstrike C2 IP
175.24.201.23,Possible Cobaltstrike C2 IP
178.157.59.195,Possible Cobaltstrike C2 IP
179.43.186.214,Possible Cobaltstrike C2 IP
179.43.189.17,Possible Cobaltstrike C2 IP
180.131.145.97,Possible Cobaltstrike C2 IP
180.76.141.175,Possible Cobaltstrike C2 IP
182.255.44.96,Possible Cobaltstrike C2 IP
183.63.173.29,Possible Cobaltstrike C2 IP
183.78.152.175,Possible Cobaltstrike C2 IP
188.227.14.105,Possible Cobaltstrike C2 IP
192.140.176.79,Possible Cobaltstrike C2 IP
192.210.174.149,Possible Cobaltstrike C2 IP
192.3.233.166,Possible Cobaltstrike C2 IP
193.142.146.30,Possible Cobaltstrike C2 IP
193.42.25.65,Possible Cobaltstrike C2 IP
193.53.127.220,Possible Cobaltstrike C2 IP
195.123.220.237,Possible Cobaltstrike C2 IP
2.26.133.54,Possible Cobaltstrike C2 IP
20.166.18.164,Possible Cobaltstrike C2 IP
202.146.218.74,Possible Cobaltstrike C2 IP
202.95.18.30,Possible Cobaltstrike C2 IP
203.160.54.22,Possible Cobaltstrike C2 IP
206.119.173.149,Possible Cobaltstrike C2 IP
206.188.197.241,Possible Cobaltstrike C2 IP
207.148.68.118,Possible Cobaltstrike C2 IP
207.56.226.75,Possible Cobaltstrike C2 IP
207.56.229.234,Possible Cobaltstrike C2 IP
212.14.244.222,Possible Cobaltstrike C2 IP
217.154.212.25,Possible Cobaltstrike C2 IP
218.244.142.4,Possible Cobaltstrike C2 IP
223.26.63.57,Possible Cobaltstrike C2 IP
23.106.135.33,Possible Cobaltstrike C2 IP
23.226.136.169,Possible Cobaltstrike C2 IP
23.235.186.164,Possible Cobaltstrike C2 IP
23.236.64.238,Possible Cobaltstrike C2 IP
23.248.204.162,Possible Cobaltstrike C2 IP
23.248.236.163,Possible Cobaltstrike C2 IP
31.7.62.178,Possible Cobaltstrike C2 IP
34.124.142.136,Possible Cobaltstrike C2 IP
35.220.177.232,Possible Cobaltstrike C2 IP
36.140.162.173,Possible Cobaltstrike C2 IP
38.14.248.199,Possible Cobaltstrike C2 IP
38.147.170.252,Possible Cobaltstrike C2 IP
38.165.21.163,Possible Cobaltstrike C2 IP
38.182.168.169,Possible Cobaltstrike C2 IP
38.207.176.96,Possible Cobaltstrike C2 IP
38.38.250.99,Possible Cobaltstrike C2 IP
38.54.112.234,Possible Cobaltstrike C2 IP
38.54.115.233,Possible Cobaltstrike C2 IP
38.55.124.41,Possible Cobaltstrike C2 IP
38.55.177.51,Possible Cobaltstrike C2 IP
39.101.78.48,Possible Cobaltstrike C2 IP
39.102.125.11,Possible Cobaltstrike C2 IP
39.105.165.37,Possible Cobaltstrike C2 IP
39.105.74.52,Possible Cobaltstrike C2 IP
39.107.242.125,Possible Cobaltstrike C2 IP
39.108.114.1,Possible Cobaltstrike C2 IP
43.138.39.212,Possible Cobaltstrike C2 IP
43.139.108.161,Possible Cobaltstrike C2 IP
43.139.170.200,Possible Cobaltstrike C2 IP
43.142.137.169,Possible Cobaltstrike C2 IP
43.143.242.10,Possible Cobaltstrike C2 IP
43.144.19.220,Possible Cobaltstrike C2 IP
43.154.190.128,Possible Cobaltstrike C2 IP
43.161.245.186,Possible Cobaltstrike C2 IP
43.167.177.224,Possible Cobaltstrike C2 IP
43.199.78.142,Possible Cobaltstrike C2 IP
43.225.158.58,Possible Cobaltstrike C2 IP
43.230.200.254,Possible Cobaltstrike C2 IP
