url,dest_host,metadata_dest_ip,metadata_dest_port,metadata_uri_path,metadata_type,metadata_comment,metadata_link
https://doh.disconnect.app/dns-query*,doh.disconnect.app,172.67.140.171,443,/dns-query,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://open.dns0.eu*,open.dns0.eu,217.146.1.97,443,,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://dns0.eu*,dns0.eu,217.146.1.97,443,,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://zero.dns0.eu*,zero.dns0.eu,217.146.1.97,443,,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://kids.dns0.eu*,kids.dns0.eu,217.146.1.97,443,,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://ams01.dnscry.pt/dns-query*,ams01.dnscry.pt,198.140.141.46,443,/dns-query,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://ams02.dnscry.pt/dns-query*,ams02.dnscry.pt,45.86.162.110,443,/dns-query,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://atl01.dnscry.pt/dns-query*,atl01.dnscry.pt,170.249.237.154,443,/dns-query,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://ycg01.dnscry.pt/dns-query*,ycg01.dnscry.pt,158.51.78.177,443,/dns-query,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://ord01.dnscry.pt/dns-query*,ord01.dnscry.pt,45.41.204.204,443,/dns-query,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://kiv01.dnscry.pt/dns-query*,kiv01.dnscry.pt,176.123.10.105,443,/dns-query,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://coe01.dnscry.pt/dns-query*,coe01.dnscry.pt,104.192.102.132,443,/dns-query,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://cvt01.dnscry.pt/dns-query*,cvt01.dnscry.pt,104.128.190.108,443,/dns-query,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://dfw01.dnscry.pt/dns-query*,dfw01.dnscry.pt,202.5.26.130,443,/dns-query,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
https://dub01.dnscry.pt/dns-query*,dub01.dnscry.pt,45.150.240.149,443,/dns-query,DOH,N/A,https://github.com/curl/curl/wiki/DNS-over-HTTPS
