dest_ip,metadata_region,metadata_service,metadata_network_border_group
35.50.192.0/24,eu-central-1,IVS_REALTIME,eu-central-1
35.55.17.0/24,eu-central-1,IVS_REALTIME,eu-central-1
35.50.238.0/24,ap-northeast-2,IVS_REALTIME,ap-northeast-2
35.55.11.0/24,ap-southeast-2,IVS_REALTIME,ap-southeast-2
99.181.64.0/18,GLOBAL,IVS_REALTIME,GLOBAL
35.50.211.0/24,me-south-1,IVS_REALTIME,me-south-1
35.55.126.0/24,us-west-2,IVS_REALTIME,us-west-2
35.50.229.0/24,ap-northeast-3,IVS_REALTIME,ap-northeast-3
35.50.143.0/24,us-east-2,IVS_REALTIME,us-east-2
35.50.197.0/24,eu-west-1,IVS_REALTIME,eu-west-1
35.50.212.0/24,me-south-1,IVS_REALTIME,me-south-1
35.50.226.0/24,ap-northeast-1,IVS_REALTIME,ap-northeast-1
35.55.2.0/24,ap-northeast-1,IVS_REALTIME,ap-northeast-1
35.50.239.0/24,ap-northeast-2,IVS_REALTIME,ap-northeast-2
35.55.15.0/24,ap-south-1,IVS_REALTIME,ap-south-1
35.50.133.0/24,us-west-2,IVS_REALTIME,us-west-2
35.50.139.0/24,us-east-1,IVS_REALTIME,us-east-1
35.55.30.0/24,us-east-1,IVS_REALTIME,us-east-1
35.50.227.0/24,ap-northeast-1,IVS_REALTIME,ap-northeast-1
35.50.233.0/24,ap-south-1,IVS_REALTIME,ap-south-1
35.50.132.0/24,us-west-2,IVS_REALTIME,us-west-2
35.55.14.0/24,ap-south-1,IVS_REALTIME,ap-south-1
35.50.137.0/24,us-east-1,IVS_REALTIME,us-east-1
35.50.236.0/24,ap-southeast-1,IVS_REALTIME,ap-southeast-1
35.50.208.0/24,me-south-1,IVS_REALTIME,me-south-1
35.55.6.0/24,ap-northeast-2,IVS_REALTIME,ap-northeast-2
35.50.213.0/24,me-south-1,IVS_REALTIME,me-south-1
35.55.26.0/24,sa-east-1,IVS_REALTIME,sa-east-1
45.113.128.0/22,GLOBAL,IVS_REALTIME,GLOBAL
35.50.129.0/24,us-west-2,IVS_REALTIME,us-west-2
35.55.3.0/24,ap-northeast-1,IVS_REALTIME,ap-northeast-1
35.50.210.0/24,me-south-1,IVS_REALTIME,me-south-1
35.55.13.0/24,ap-south-1,IVS_REALTIME,ap-south-1
35.50.231.0/24,ap-south-1,IVS_REALTIME,ap-south-1
35.50.134.0/24,us-west-2,IVS_REALTIME,us-west-2
35.50.176.0/24,sa-east-1,IVS_REALTIME,sa-east-1
35.50.141.0/24,us-east-1,IVS_REALTIME,us-east-1
185.42.204.0/22,GLOBAL,IVS_REALTIME,GLOBAL
35.55.12.0/24,ap-southeast-2,IVS_REALTIME,ap-southeast-2
35.55.34.0/24,us-east-2,IVS_REALTIME,us-east-2
192.108.239.0/24,GLOBAL,IVS_REALTIME,GLOBAL
35.55.38.0/24,us-west-2,IVS_REALTIME,us-west-2
103.53.48.0/22,GLOBAL,IVS_REALTIME,GLOBAL
35.50.177.0/24,sa-east-1,IVS_REALTIME,sa-east-1
52.129.131.0/24,eu-west-3,IVS_REALTIME,eu-west-3
35.50.130.0/24,us-west-2,IVS_REALTIME,us-west-2
35.55.1.0/24,ap-northeast-1,IVS_REALTIME,ap-northeast-1
35.55.8.0/24,ap-southeast-1,IVS_REALTIME,ap-southeast-1
35.50.194.0/24,eu-central-1,IVS_REALTIME,eu-central-1
35.50.237.0/24,ap-northeast-2,IVS_REALTIME,ap-northeast-2
35.55.9.0/24,ap-southeast-1,IVS_REALTIME,ap-southeast-1
35.50.235.0/24,ap-southeast-1,IVS_REALTIME,ap-southeast-1
35.50.128.0/24,us-west-2,IVS_REALTIME,us-west-2
35.55.23.0/24,eu-west-3,IVS_REALTIME,eu-west-3
35.50.135.0/24,us-west-2,IVS_REALTIME,us-west-2
35.55.10.0/24,ap-southeast-2,IVS_REALTIME,ap-southeast-2
35.55.29.0/24,us-east-1,IVS_REALTIME,us-east-1
23.160.0.0/24,GLOBAL,IVS_REALTIME,GLOBAL
35.55.42.0/24,eu-north-1,IVS_REALTIME,eu-north-1
35.55.19.0/24,eu-west-1,IVS_REALTIME,eu-west-1
35.55.27.0/24,sa-east-1,IVS_REALTIME,sa-east-1
35.55.35.0/24,us-east-2,IVS_REALTIME,us-east-2
35.55.40.0/24,eu-north-1,IVS_REALTIME,eu-north-1
35.50.193.0/24,eu-central-1,IVS_REALTIME,eu-central-1
35.50.228.0/24,ap-northeast-3,IVS_REALTIME,ap-northeast-3
35.50.195.0/24,eu-west-1,IVS_REALTIME,eu-west-1
35.50.224.0/24,ap-northeast-1,IVS_REALTIME,ap-northeast-1
35.50.196.0/24,eu-west-1,IVS_REALTIME,eu-west-1
35.55.33.0/24,us-east-2,IVS_REALTIME,us-east-2
35.55.5.0/24,ap-northeast-2,IVS_REALTIME,ap-northeast-2
35.55.24.0/24,eu-west-3,IVS_REALTIME,eu-west-3
35.55.41.0/24,eu-north-1,IVS_REALTIME,eu-north-1
35.55.22.0/24,eu-west-3,IVS_REALTIME,eu-west-3
35.50.232.0/24,ap-south-1,IVS_REALTIME,ap-south-1
35.55.25.0/24,sa-east-1,IVS_REALTIME,sa-east-1
35.55.21.0/24,eu-west-1,IVS_REALTIME,eu-west-1
35.55.32.0/24,us-east-1,IVS_REALTIME,us-east-1
35.55.7.0/24,ap-southeast-1,IVS_REALTIME,ap-southeast-1
35.50.144.0/24,us-east-2,IVS_REALTIME,us-east-2
35.50.142.0/24,us-east-2,IVS_REALTIME,us-east-2
35.55.16.0/24,eu-central-1,IVS_REALTIME,eu-central-1
35.50.234.0/24,ap-southeast-1,IVS_REALTIME,ap-southeast-1
35.55.37.0/24,us-west-2,IVS_REALTIME,us-west-2
192.16.64.0/21,GLOBAL,IVS_REALTIME,GLOBAL
35.50.230.0/24,ap-northeast-3,IVS_REALTIME,ap-northeast-3
35.55.18.0/24,eu-central-1,IVS_REALTIME,eu-central-1
52.129.130.0/24,eu-west-1,IVS_REALTIME,eu-west-1
35.55.4.0/24,ap-northeast-2,IVS_REALTIME,ap-northeast-2
35.50.178.0/24,sa-east-1,IVS_REALTIME,sa-east-1
35.50.214.0/24,me-south-1,IVS_REALTIME,me-south-1
35.55.20.0/24,eu-west-1,IVS_REALTIME,eu-west-1
52.223.192.0/18,GLOBAL,IVS_REALTIME,GLOBAL
199.9.248.0/21,GLOBAL,IVS_REALTIME,GLOBAL
35.50.131.0/24,us-west-2,IVS_REALTIME,us-west-2
35.55.36.0/24,us-west-2,IVS_REALTIME,us-west-2
35.55.39.0/24,us-west-2,IVS_REALTIME,us-west-2
35.55.127.0/24,us-west-2,IVS_REALTIME,us-west-2
