dest_ip,metadata_region,metadata_service,metadata_network_border_group
18.252.145.0/25,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.252.4.64/28,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.252.4.80/28,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.252.4.96/28,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.138.0/29,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.138.16/29,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.138.24/29,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.138.32/29,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.138.40/29,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.138.48/29,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.138.56/29,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.138.64/29,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.138.72/29,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.138.8/29,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.138.80/29,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.138.88/29,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.204.0/27,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.204.32/27,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
18.253.204.64/27,us-gov-east-1,ROUTE53_RESOLVER,us-gov-east-1
15.200.141.128/25,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
15.200.176.0/25,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
15.200.27.96/27,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
15.200.28.0/27,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
15.200.28.32/27,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
3.32.190.128/27,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
3.32.190.160/27,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
3.32.249.128/25,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
3.32.43.160/27,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
52.61.40.16/28,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
52.61.40.32/28,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
52.61.40.48/29,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
52.61.40.56/29,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
52.61.40.64/29,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
52.61.40.72/29,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
52.61.40.80/29,us-gov-west-1,ROUTE53_RESOLVER,us-gov-west-1
13.244.244.192/27,af-south-1,ROUTE53_RESOLVER,af-south-1
13.244.244.224/27,af-south-1,ROUTE53_RESOLVER,af-south-1
13.244.33.0/26,af-south-1,ROUTE53_RESOLVER,af-south-1
13.244.33.128/26,af-south-1,ROUTE53_RESOLVER,af-south-1
13.244.33.64/26,af-south-1,ROUTE53_RESOLVER,af-south-1
13.245.1.32/27,af-south-1,ROUTE53_RESOLVER,af-south-1
13.245.112.0/24,af-south-1,ROUTE53_RESOLVER,af-south-1
13.245.113.0/24,af-south-1,ROUTE53_RESOLVER,af-south-1
13.245.114.0/24,af-south-1,ROUTE53_RESOLVER,af-south-1
18.162.127.0/27,ap-east-1,ROUTE53_RESOLVER,ap-east-1
18.162.127.32/27,ap-east-1,ROUTE53_RESOLVER,ap-east-1
18.162.127.64/27,ap-east-1,ROUTE53_RESOLVER,ap-east-1
18.162.221.128/27,ap-east-1,ROUTE53_RESOLVER,ap-east-1
18.162.221.160/27,ap-east-1,ROUTE53_RESOLVER,ap-east-1
18.162.221.192/27,ap-east-1,ROUTE53_RESOLVER,ap-east-1
18.166.237.128/27,ap-east-1,ROUTE53_RESOLVER,ap-east-1
18.166.237.64/27,ap-east-1,ROUTE53_RESOLVER,ap-east-1
18.166.237.96/27,ap-east-1,ROUTE53_RESOLVER,ap-east-1
18.167.111.0/24,ap-east-1,ROUTE53_RESOLVER,ap-east-1
18.167.112.0/24,ap-east-1,ROUTE53_RESOLVER,ap-east-1
18.167.113.0/24,ap-east-1,ROUTE53_RESOLVER,ap-east-1
13.230.21.128/26,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
13.230.21.224/28,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
13.230.21.240/28,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
13.231.6.104/29,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
13.231.6.112/28,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
13.231.6.192/28,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
13.231.6.208/29,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
13.231.6.64/29,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
13.231.6.72/29,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
13.231.6.80/29,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
13.231.6.88/29,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
3.112.85.96/27,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
3.112.96.0/26,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
3.112.96.128/27,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
3.112.96.64/26,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
3.113.218.112/28,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
3.113.218.128/27,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
3.113.218.68/30,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
3.113.218.72/30,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
35.72.255.0/24,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
35.72.36.192/27,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
35.72.36.224/27,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
35.72.37.0/25,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
35.72.37.128/25,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
35.73.0.0/22,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
35.73.4.0/24,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
35.73.8.0/22,ap-northeast-1,ROUTE53_RESOLVER,ap-northeast-1
13.124.145.104/29,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.124.145.112/29,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.124.145.120/29,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.124.145.24/29,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.124.145.64/29,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.124.145.72/29,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.124.145.80/29,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.124.145.88/29,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.124.145.96/29,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.209.1.0/29,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.209.1.8/29,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.209.1.96/27,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.209.71.128/27,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.209.71.224/27,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
15.164.243.0/28,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
3.34.89.64/26,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
3.36.167.128/25,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
3.36.190.0/23,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
3.36.192.0/23,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
3.36.194.0/23,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
3.36.202.0/25,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
3.36.3.160/28,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
3.36.3.192/27,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
3.36.3.224/27,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
3.36.3.96/27,ap-northeast-2,ROUTE53_RESOLVER,ap-northeast-2
13.208.131.0/29,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.131.128/27,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.131.16/29,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.131.160/27,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.131.192/27,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.131.224/30,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.131.228/30,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.131.232/30,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.131.24/29,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.131.32/29,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.131.40/29,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.131.8/29,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.177.224/27,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.217.64/27,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.217.96/27,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.227.0/25,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.227.128/25,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.228.0/25,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.33.16/29,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.33.24/29,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.208.33.8/29,ap-northeast-3,ROUTE53_RESOLVER,ap-northeast-3
13.126.23.136/29,ap-south-1,ROUTE53_RESOLVER,ap-south-1
13.126.23.144/29,ap-south-1,ROUTE53_RESOLVER,ap-south-1
13.126.23.152/29,ap-south-1,ROUTE53_RESOLVER,ap-south-1
13.126.23.160/27,ap-south-1,ROUTE53_RESOLVER,ap-south-1
13.126.23.192/27,ap-south-1,ROUTE53_RESOLVER,ap-south-1
13.127.70.128/29,ap-south-1,ROUTE53_RESOLVER,ap-south-1
13.127.70.144/29,ap-south-1,ROUTE53_RESOLVER,ap-south-1
13.127.70.152/29,ap-south-1,ROUTE53_RESOLVER,ap-south-1
13.127.70.160/29,ap-south-1,ROUTE53_RESOLVER,ap-south-1
13.233.177.32/27,ap-south-1,ROUTE53_RESOLVER,ap-south-1
13.234.221.136/29,ap-south-1,ROUTE53_RESOLVER,ap-south-1
13.235.197.96/27,ap-south-1,ROUTE53_RESOLVER,ap-south-1
65.0.192.176/28,ap-south-1,ROUTE53_RESOLVER,ap-south-1
65.0.192.224/27,ap-south-1,ROUTE53_RESOLVER,ap-south-1
65.0.234.0/26,ap-south-1,ROUTE53_RESOLVER,ap-south-1
65.1.170.0/23,ap-south-1,ROUTE53_RESOLVER,ap-south-1
65.1.172.0/23,ap-south-1,ROUTE53_RESOLVER,ap-south-1
65.1.174.0/23,ap-south-1,ROUTE53_RESOLVER,ap-south-1
18.60.64.192/26,ap-south-2,ROUTE53_RESOLVER,ap-south-2
18.60.68.0/26,ap-south-2,ROUTE53_RESOLVER,ap-south-2
18.60.68.64/26,ap-south-2,ROUTE53_RESOLVER,ap-south-2
13.212.209.128/26,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.212.209.94/31,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.212.209.96/27,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.213.21.0/24,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.213.22.0/23,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.213.24.0/23,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.229.187.192/27,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.229.187.232/29,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.250.186.0/29,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.250.186.16/29,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.250.186.192/29,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.250.186.200/29,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.250.186.208/29,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.250.186.8/29,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
18.136.1.192/27,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
18.136.1.224/27,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
18.139.204.176/28,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
18.139.204.192/27,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
18.140.177.0/26,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
18.140.177.64/26,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
3.0.5.224/27,ap-southeast-1,ROUTE53_RESOLVER,ap-southeast-1
13.211.12.160/27,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
13.211.12.192/29,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
13.211.12.200/29,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
13.211.12.208/29,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
13.211.12.216/29,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
13.211.12.248/29,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
13.211.166.192/29,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
13.211.166.200/29,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
3.105.5.0/27,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
3.105.5.32/27,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
3.24.1.208/28,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
3.26.58.224/27,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
3.26.81.0/27,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
3.26.81.32/27,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
3.26.83.0/24,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
3.26.84.0/23,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
3.26.86.0/23,ap-southeast-2,ROUTE53_RESOLVER,ap-southeast-2
108.136.122.0/26,ap-southeast-3,ROUTE53_RESOLVER,ap-southeast-3
108.136.122.64/26,ap-southeast-3,ROUTE53_RESOLVER,ap-southeast-3
108.136.38.192/26,ap-southeast-3,ROUTE53_RESOLVER,ap-southeast-3
16.50.67.0/26,ap-southeast-4,ROUTE53_RESOLVER,ap-southeast-4
16.50.67.128/26,ap-southeast-4,ROUTE53_RESOLVER,ap-southeast-4
16.50.67.64/26,ap-southeast-4,ROUTE53_RESOLVER,ap-southeast-4
15.222.16.32/27,ca-central-1,ROUTE53_RESOLVER,ca-central-1
15.222.16.8/29,ca-central-1,ROUTE53_RESOLVER,ca-central-1
15.222.43.64/26,ca-central-1,ROUTE53_RESOLVER,ca-central-1
3.97.192.128/25,ca-central-1,ROUTE53_RESOLVER,ca-central-1
3.97.217.0/24,ca-central-1,ROUTE53_RESOLVER,ca-central-1
3.97.218.0/24,ca-central-1,ROUTE53_RESOLVER,ca-central-1
3.97.219.0/24,ca-central-1,ROUTE53_RESOLVER,ca-central-1
3.97.230.0/25,ca-central-1,ROUTE53_RESOLVER,ca-central-1
3.97.99.128/27,ca-central-1,ROUTE53_RESOLVER,ca-central-1
3.97.99.160/27,ca-central-1,ROUTE53_RESOLVER,ca-central-1
3.97.99.64/28,ca-central-1,ROUTE53_RESOLVER,ca-central-1
3.97.99.96/27,ca-central-1,ROUTE53_RESOLVER,ca-central-1
35.182.14.208/29,ca-central-1,ROUTE53_RESOLVER,ca-central-1
35.182.14.216/29,ca-central-1,ROUTE53_RESOLVER,ca-central-1
35.183.38.0/27,ca-central-1,ROUTE53_RESOLVER,ca-central-1
35.183.38.32/29,ca-central-1,ROUTE53_RESOLVER,ca-central-1
35.183.38.40/29,ca-central-1,ROUTE53_RESOLVER,ca-central-1
35.183.38.48/29,ca-central-1,ROUTE53_RESOLVER,ca-central-1
35.183.38.56/29,ca-central-1,ROUTE53_RESOLVER,ca-central-1
35.183.38.64/29,ca-central-1,ROUTE53_RESOLVER,ca-central-1
99.79.20.192/27,ca-central-1,ROUTE53_RESOLVER,ca-central-1
99.79.20.224/27,ca-central-1,ROUTE53_RESOLVER,ca-central-1
18.196.161.0/27,eu-central-1,ROUTE53_RESOLVER,eu-central-1
18.196.161.184/29,eu-central-1,ROUTE53_RESOLVER,eu-central-1
18.196.161.192/29,eu-central-1,ROUTE53_RESOLVER,eu-central-1
18.196.161.200/29,eu-central-1,ROUTE53_RESOLVER,eu-central-1
18.196.161.32/27,eu-central-1,ROUTE53_RESOLVER,eu-central-1
18.196.161.80/29,eu-central-1,ROUTE53_RESOLVER,eu-central-1
18.196.161.88/29,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.120.181.224/27,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.123.44.0/27,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.123.44.128/27,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.123.44.160/27,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.123.44.80/28,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.123.44.96/27,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.64.1.0/26,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.64.1.128/26,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.64.1.192/29,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.64.1.200/29,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.64.1.64/26,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.65.124.0/22,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.65.128.0/22,eu-central-1,ROUTE53_RESOLVER,eu-central-1
3.65.132.0/22,eu-central-1,ROUTE53_RESOLVER,eu-central-1
16.62.54.0/26,eu-central-2,ROUTE53_RESOLVER,eu-central-2
16.62.54.64/26,eu-central-2,ROUTE53_RESOLVER,eu-central-2
16.62.7.192/26,eu-central-2,ROUTE53_RESOLVER,eu-central-2
13.48.4.128/28,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.48.4.144/28,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.48.4.160/28,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.48.4.208/29,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.48.4.216/29,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.48.4.224/29,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.49.253.224/27,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.51.29.0/27,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.51.29.32/27,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.51.95.0/24,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.51.96.0/24,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.51.97.0/24,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.53.63.128/27,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.53.63.160/27,eu-north-1,ROUTE53_RESOLVER,eu-north-1
13.53.63.192/27,eu-north-1,ROUTE53_RESOLVER,eu-north-1
15.161.247.128/27,eu-south-1,ROUTE53_RESOLVER,eu-south-1
15.161.247.64/27,eu-south-1,ROUTE53_RESOLVER,eu-south-1
15.161.247.96/27,eu-south-1,ROUTE53_RESOLVER,eu-south-1
15.161.66.0/26,eu-south-1,ROUTE53_RESOLVER,eu-south-1
15.161.66.128/26,eu-south-1,ROUTE53_RESOLVER,eu-south-1
15.161.66.64/26,eu-south-1,ROUTE53_RESOLVER,eu-south-1
35.152.86.0/24,eu-south-1,ROUTE53_RESOLVER,eu-south-1
35.152.87.0/24,eu-south-1,ROUTE53_RESOLVER,eu-south-1
35.152.88.0/24,eu-south-1,ROUTE53_RESOLVER,eu-south-1
18.100.64.128/26,eu-south-2,ROUTE53_RESOLVER,eu-south-2
18.100.64.192/26,eu-south-2,ROUTE53_RESOLVER,eu-south-2
18.100.65.0/26,eu-south-2,ROUTE53_RESOLVER,eu-south-2
3.248.180.128/25,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.248.180.40/29,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.248.180.64/26,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.248.186.0/27,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.248.186.128/25,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.248.186.32/27,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.248.186.64/29,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.248.216.32/27,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.251.104.0/26,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.251.104.128/25,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.251.105.0/25,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.251.105.128/25,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.251.95.128/27,eu-west-1,ROUTE53_RESOLVER,eu-west-1
3.251.95.96/27,eu-west-1,ROUTE53_RESOLVER,eu-west-1
34.242.153.128/26,eu-west-1,ROUTE53_RESOLVER,eu-west-1
34.242.153.224/28,eu-west-1,ROUTE53_RESOLVER,eu-west-1
34.242.153.240/28,eu-west-1,ROUTE53_RESOLVER,eu-west-1
34.245.205.128/28,eu-west-1,ROUTE53_RESOLVER,eu-west-1
34.245.205.160/27,eu-west-1,ROUTE53_RESOLVER,eu-west-1
34.245.205.96/27,eu-west-1,ROUTE53_RESOLVER,eu-west-1
34.245.82.0/28,eu-west-1,ROUTE53_RESOLVER,eu-west-1
34.245.82.16/28,eu-west-1,ROUTE53_RESOLVER,eu-west-1
34.245.82.32/28,eu-west-1,ROUTE53_RESOLVER,eu-west-1
34.245.82.48/28,eu-west-1,ROUTE53_RESOLVER,eu-west-1
52.215.218.112/28,eu-west-1,ROUTE53_RESOLVER,eu-west-1
52.215.218.64/28,eu-west-1,ROUTE53_RESOLVER,eu-west-1
99.80.34.48/28,eu-west-1,ROUTE53_RESOLVER,eu-west-1
99.80.34.64/26,eu-west-1,ROUTE53_RESOLVER,eu-west-1
99.80.88.0/26,eu-west-1,ROUTE53_RESOLVER,eu-west-1
99.80.88.64/26,eu-west-1,ROUTE53_RESOLVER,eu-west-1
18.134.255.160/27,eu-west-2,ROUTE53_RESOLVER,eu-west-2
18.134.255.192/27,eu-west-2,ROUTE53_RESOLVER,eu-west-2
18.134.255.224/27,eu-west-2,ROUTE53_RESOLVER,eu-west-2
18.135.226.192/26,eu-west-2,ROUTE53_RESOLVER,eu-west-2
18.168.33.0/24,eu-west-2,ROUTE53_RESOLVER,eu-west-2
18.168.34.0/23,eu-west-2,ROUTE53_RESOLVER,eu-west-2
18.168.36.0/24,eu-west-2,ROUTE53_RESOLVER,eu-west-2
18.168.37.0/27,eu-west-2,ROUTE53_RESOLVER,eu-west-2
18.168.37.32/28,eu-west-2,ROUTE53_RESOLVER,eu-west-2
18.168.37.48/30,eu-west-2,ROUTE53_RESOLVER,eu-west-2
18.168.37.64/26,eu-west-2,ROUTE53_RESOLVER,eu-west-2
3.8.37.96/27,eu-west-2,ROUTE53_RESOLVER,eu-west-2
3.9.159.64/30,eu-west-2,ROUTE53_RESOLVER,eu-west-2
3.9.159.68/30,eu-west-2,ROUTE53_RESOLVER,eu-west-2
3.9.159.72/30,eu-west-2,ROUTE53_RESOLVER,eu-west-2
