dest_ip,metadata_region,metadata_service,metadata_network_border_group
43.196.24.4/31,cn-north-1,KINESIS_VIDEO_STREAMS,cn-north-1
43.196.24.8/30,cn-north-1,KINESIS_VIDEO_STREAMS,cn-north-1
18.252.165.140/30,us-gov-east-1,KINESIS_VIDEO_STREAMS,us-gov-east-1
3.30.40.84/30,us-gov-west-1,KINESIS_VIDEO_STREAMS,us-gov-west-1
13.247.76.100/30,af-south-1,KINESIS_VIDEO_STREAMS,af-south-1
13.247.76.96/31,af-south-1,KINESIS_VIDEO_STREAMS,af-south-1
43.199.26.124/31,ap-east-1,KINESIS_VIDEO_STREAMS,ap-east-1
43.199.26.128/30,ap-east-1,KINESIS_VIDEO_STREAMS,ap-east-1
35.72.36.140/31,ap-northeast-1,KINESIS_VIDEO_STREAMS,ap-northeast-1
35.72.36.142/31,ap-northeast-1,KINESIS_VIDEO_STREAMS,ap-northeast-1
35.72.36.144/30,ap-northeast-1,KINESIS_VIDEO_STREAMS,ap-northeast-1
35.72.36.148/30,ap-northeast-1,KINESIS_VIDEO_STREAMS,ap-northeast-1
57.181.142.224/31,ap-northeast-1,KINESIS_VIDEO_STREAMS,ap-northeast-1
57.181.142.228/30,ap-northeast-1,KINESIS_VIDEO_STREAMS,ap-northeast-1
43.202.213.132/31,ap-northeast-2,KINESIS_VIDEO_STREAMS,ap-northeast-2
43.202.213.136/30,ap-northeast-2,KINESIS_VIDEO_STREAMS,ap-northeast-2
13.200.142.116/31,ap-south-1,KINESIS_VIDEO_STREAMS,ap-south-1
13.201.195.64/30,ap-south-1,KINESIS_VIDEO_STREAMS,ap-south-1
47.128.82.102/31,ap-southeast-1,KINESIS_VIDEO_STREAMS,ap-southeast-1
47.129.23.132/30,ap-southeast-1,KINESIS_VIDEO_STREAMS,ap-southeast-1
3.107.30.180/31,ap-southeast-2,KINESIS_VIDEO_STREAMS,ap-southeast-2
3.107.30.184/30,ap-southeast-2,KINESIS_VIDEO_STREAMS,ap-southeast-2
43.216.226.176/30,ap-southeast-5,KINESIS_VIDEO_STREAMS,ap-southeast-5
43.216.87.56/31,ap-southeast-5,KINESIS_VIDEO_STREAMS,ap-southeast-5
