dest_ip,metadata_region,metadata_service,metadata_network_border_group
99.77.244.0/24,ap-northeast-1,CHIME_VOICECONNECTOR,ap-northeast-1
99.77.238.0/24,ap-south-1,CHIME_VOICECONNECTOR,ap-south-1
99.77.240.0/24,ap-southeast-1,CHIME_VOICECONNECTOR,ap-southeast-1
99.77.251.0/24,us-west-1,CHIME_VOICECONNECTOR,us-west-1
99.77.248.0/24,eu-west-3,CHIME_VOICECONNECTOR,eu-west-3
99.77.233.0/24,ca-central-1,CHIME_VOICECONNECTOR,ca-central-1
99.77.235.0/24,af-south-1,CHIME_VOICECONNECTOR,af-south-1
99.77.234.0/24,sa-east-1,CHIME_VOICECONNECTOR,sa-east-1
99.77.253.0/24,us-west-2,CHIME_VOICECONNECTOR,us-west-2
99.77.236.0/24,me-south-1,CHIME_VOICECONNECTOR,me-south-1
99.77.241.0/24,ap-east-1,CHIME_VOICECONNECTOR,ap-east-1
99.77.252.0/24,us-east-2,CHIME_VOICECONNECTOR,us-east-2
99.77.243.0/24,ap-northeast-3,CHIME_VOICECONNECTOR,ap-northeast-3
99.77.254.0/24,us-east-1,CHIME_VOICECONNECTOR,us-east-1
99.77.247.0/24,eu-central-1,CHIME_VOICECONNECTOR,eu-central-1
99.77.249.0/24,eu-west-2,CHIME_VOICECONNECTOR,eu-west-2
99.77.242.0/24,ap-northeast-2,CHIME_VOICECONNECTOR,ap-northeast-2
99.77.239.0/24,ap-southeast-2,CHIME_VOICECONNECTOR,ap-southeast-2
99.77.245.0/24,eu-south-1,CHIME_VOICECONNECTOR,eu-south-1
99.77.232.0/24,us-west-2,CHIME_VOICECONNECTOR,us-west-2
99.77.246.0/24,eu-north-1,CHIME_VOICECONNECTOR,eu-north-1
99.77.237.0/24,ap-southeast-3,CHIME_VOICECONNECTOR,ap-southeast-3
99.77.250.0/24,eu-west-1,CHIME_VOICECONNECTOR,eu-west-1
